Date,IOB
2017-01-02,24.15
2017-01-03,24.4
2017-01-04,24.3
2017-01-05,24.55
2017-01-06,24.55
2017-01-09,24.75
2017-01-10,24.6
2017-01-11,25.2
2017-01-12,25.05
2017-01-13,25.4
2017-01-16,25.55
2017-01-17,25.65
2017-01-18,25.75
2017-01-19,25.6
2017-01-20,25.3
2017-01-23,25.3
2017-01-24,25.4
2017-01-25,26.0
2017-01-27,26.15
2017-01-30,26.2
2017-01-31,25.85
2017-02-01,26.1
2017-02-02,27.1
2017-02-03,28.2
2017-02-06,27.9
2017-02-07,28.55
2017-02-08,27.95
2017-02-09,27.1
2017-02-10,27.1
2017-02-13,26.45
2017-02-14,26.4
2017-02-15,25.6
2017-02-16,26.95
2017-02-17,26.5
2017-02-20,27.0
2017-02-21,27.1
2017-02-22,26.9
2017-02-23,27.2
2017-02-27,26.65
2017-02-28,26.8
2017-03-01,27.7
2017-03-02,27.05
2017-03-03,27.0
2017-03-06,27.15
2017-03-07,26.8
2017-03-08,26.55
2017-03-09,26.5
2017-03-10,26.5
2017-03-14,26.6
2017-03-15,26.75
2017-03-16,27.0
2017-03-17,26.8
2017-03-20,26.9
2017-03-21,26.65
2017-03-22,26.4
2017-03-23,26.7
2017-03-24,26.75
2017-03-27,26.3
2017-03-28,26.45
2017-03-29,26.45
2017-03-30,26.4
2017-03-31,26.65
2017-04-03,26.85
2017-04-05,27.55
2017-04-06,27.5
2017-04-07,27.35
2017-04-10,27.8
2017-04-11,28.25
2017-04-12,27.9
2017-04-13,28.5
2017-04-17,27.75
2017-04-18,28.1
2017-04-19,28.15
2017-04-20,28.15
2017-04-21,28.15
2017-04-24,28.4
2017-04-25,28.2
2017-04-26,27.95
2017-04-27,27.85
2017-04-28,29.0
2017-05-02,29.15
2017-05-03,28.95
2017-05-04,31.5
2017-05-05,30.6
2017-05-08,30.6
2017-05-09,30.45
2017-05-10,30.65
2017-05-11,30.2
2017-05-12,29.95
2017-05-15,29.35
2017-05-16,29.95
2017-05-17,29.7
2017-05-18,27.75
2017-05-19,27.6
2017-05-22,26.9
2017-05-23,26.0
2017-05-24,25.25
2017-05-25,25.75
2017-05-26,25.9
2017-05-29,25.3
2017-05-30,25.55
2017-05-31,26.5
2017-06-01,26.25
2017-06-02,26.15
2017-06-05,25.9
2017-06-06,25.65
2017-06-07,25.65
2017-06-08,25.6
2017-06-09,25.45
2017-06-12,25.75
2017-06-13,25.4
2017-06-14,26.65
2017-06-15,26.25
2017-06-16,26.7
2017-06-19,25.9
2017-06-20,25.65
2017-06-21,25.6
2017-06-22,25.5
2017-06-23,25.05
2017-06-27,24.8
2017-06-28,24.8
2017-06-29,24.8
2017-06-30,24.7
2017-07-03,24.9
2017-07-04,24.7
2017-07-05,24.8
2017-07-06,25.45
2017-07-07,25.4
2017-07-10,25.8
2017-07-11,25.2
2017-07-12,25.75
2017-07-13,25.5
2017-07-14,25.4
2017-07-17,25.3
2017-07-18,25.5
2017-07-19,25.3
2017-07-20,24.95
2017-07-21,24.8
2017-07-24,24.95
2017-07-25,26.0
2017-07-26,25.65
2017-07-27,25.45
2017-07-28,25.35
2017-07-31,24.95
2017-08-01,25.15
2017-08-02,25.0
2017-08-03,24.6
2017-08-04,24.55
2017-08-07,24.65
2017-08-08,24.2
2017-08-09,23.95
2017-08-10,23.1
2017-08-11,22.5
2017-08-14,22.65
2017-08-16,22.75
2017-08-17,22.75
2017-08-18,22.6
2017-08-21,22.55
2017-08-22,22.45
2017-08-23,23.1
2017-08-24,22.95
2017-08-28,22.95
2017-08-29,22.6
2017-08-30,22.8
2017-08-31,22.5
2017-09-01,22.7
2017-09-04,22.6
2017-09-05,22.55
2017-09-06,22.75
2017-09-07,22.65
2017-09-08,22.6
2017-09-11,22.45
2017-09-12,23.55
2017-09-13,24.4
2017-09-14,23.7
2017-09-15,23.5
2017-09-18,23.15
2017-09-19,23.2
2017-09-20,23.2
2017-09-21,23.05
2017-09-22,22.8
2017-09-25,22.55
2017-09-26,22.55
2017-09-27,22.5
2017-09-28,22.4
2017-09-29,22.2
2017-10-03,22.35
2017-10-04,22.35
2017-10-05,22.45
2017-10-06,22.4
2017-10-09,22.3
2017-10-10,22.3
2017-10-11,22.15
2017-10-12,22.15
2017-10-13,22.15
2017-10-16,22.05
2017-10-17,22.3
2017-10-18,22.3
2017-10-19,22.15
2017-10-23,22.05
2017-10-24,22.45
2017-10-25,26.9
2017-10-26,27.1
2017-10-27,25.9
2017-10-30,26.25
2017-10-31,25.25
2017-11-01,25.75
2017-11-02,26.1
2017-11-03,26.15
2017-11-06,26.0
2017-11-07,25.35
2017-11-08,24.9
2017-11-09,24.85
2017-11-10,24.75
2017-11-13,23.95
2017-11-14,23.65
2017-11-15,23.4
2017-11-16,23.75
2017-11-17,23.3
2017-11-20,24.05
2017-11-21,24.15
2017-11-22,24.35
2017-11-23,24.45
2017-11-24,24.25
2017-11-27,24.15
2017-11-28,24.3
2017-11-29,24.25
2017-11-30,24.0
2017-12-01,23.75
2017-12-04,23.55
2017-12-05,23.1
2017-12-06,23.15
2017-12-07,23.4
2017-12-08,23.35
2017-12-11,23.4
2017-12-12,23.0
2017-12-13,22.75
2017-12-14,22.45
2017-12-15,22.7
2017-12-18,22.9
2017-12-19,22.55
2017-12-20,22.45
2017-12-21,22.45
2017-12-22,22.4
2017-12-26,22.35
2017-12-27,22.3
2017-12-28,22.55
2017-12-29,22.1
