Date,HOTELEELA
2017-01-02,15.95
2017-01-03,16.35
2017-01-04,16.25
2017-01-05,16.45
2017-01-06,16.25
2017-01-09,16.25
2017-01-10,16.5
2017-01-11,16.5
2017-01-12,16.55
2017-01-13,16.75
2017-01-16,17.05
2017-01-17,16.8
2017-01-18,16.9
2017-01-19,17.0
2017-01-20,16.7
2017-01-23,16.85
2017-01-24,16.75
2017-01-25,16.65
2017-01-27,16.7
2017-01-30,16.7
2017-01-31,16.65
2017-02-01,16.7
2017-02-02,16.85
2017-02-03,17.05
2017-02-06,17.45
2017-02-07,17.05
2017-02-08,17.05
2017-02-09,17.35
2017-02-10,16.85
2017-02-13,16.75
2017-02-14,16.65
2017-02-15,16.5
2017-02-16,16.4
2017-02-17,16.5
2017-02-20,16.4
2017-02-21,16.4
2017-02-22,16.4
2017-02-23,16.15
2017-02-27,16.25
2017-02-28,16.25
2017-03-01,16.65
2017-03-02,16.2
2017-03-03,15.8
2017-03-06,16.85
2017-03-07,16.7
2017-03-08,16.4
2017-03-09,16.2
2017-03-10,16.25
2017-03-14,16.25
2017-03-15,16.65
2017-03-16,16.5
2017-03-17,16.4
2017-03-20,16.5
2017-03-21,16.35
2017-03-22,16.05
2017-03-23,16.1
2017-03-24,16.1
2017-03-27,16.05
2017-03-28,16.1
2017-03-29,16.1
2017-03-30,16.15
2017-03-31,16.3
2017-04-03,16.25
2017-04-05,16.5
2017-04-06,16.55
2017-04-07,16.3
2017-04-10,16.85
2017-04-11,17.0
2017-04-12,17.0
2017-04-13,16.95
2017-04-17,16.9
2017-04-18,20.1
2017-04-19,19.85
2017-04-20,20.2
2017-04-21,23.15
2017-04-24,22.55
2017-04-25,22.95
2017-04-26,21.75
2017-04-27,21.65
2017-04-28,20.4
2017-05-02,20.55
2017-05-03,21.0
2017-05-04,20.7
2017-05-05,19.9
2017-05-08,20.95
2017-05-09,23.6
2017-05-10,24.85
2017-05-11,24.6
2017-05-12,24.3
2017-05-15,24.9
2017-05-16,25.05
2017-05-17,24.95
2017-05-18,23.55
2017-05-19,22.95
2017-05-22,22.25
2017-05-23,21.8
2017-05-24,21.45
2017-05-25,24.2
2017-05-26,24.05
2017-05-29,23.55
2017-05-30,22.7
2017-05-31,22.65
2017-06-01,22.5
2017-06-02,23.05
2017-06-05,25.15
2017-06-06,24.4
2017-06-07,23.8
2017-06-08,24.05
2017-06-09,23.85
2017-06-12,23.2
2017-06-13,23.2
2017-06-14,22.95
2017-06-15,23.05
2017-06-16,23.0
2017-06-19,23.3
2017-06-20,22.75
2017-06-21,22.15
2017-06-22,21.75
2017-06-23,21.5
2017-06-27,21.05
2017-06-28,21.4
2017-06-29,21.2
2017-06-30,21.4
2017-07-03,21.75
2017-07-04,22.0
2017-07-05,21.9
2017-07-06,21.75
2017-07-07,21.95
2017-07-10,23.05
2017-07-11,22.3
2017-07-12,22.1
2017-07-13,22.0
2017-07-14,21.55
2017-07-17,21.4
2017-07-18,21.15
2017-07-19,21.25
2017-07-20,21.35
2017-07-21,21.15
2017-07-24,21.45
2017-07-25,21.65
2017-07-26,24.2
2017-07-27,22.75
2017-07-28,22.75
2017-07-31,22.85
2017-08-01,23.95
2017-08-02,24.0
2017-08-03,23.3
2017-08-04,23.3
2017-08-07,23.75
2017-08-08,21.95
2017-08-09,21.45
2017-08-10,20.7
2017-08-11,20.55
2017-08-14,20.9
2017-08-16,21.0
2017-08-17,21.15
2017-08-18,20.75
2017-08-21,20.3
2017-08-22,20.2
2017-08-23,20.4
2017-08-24,20.45
2017-08-28,20.7
2017-08-29,20.4
2017-08-30,20.7
2017-08-31,20.85
2017-09-01,22.85
2017-09-04,23.5
2017-09-05,24.0
2017-09-06,22.9
2017-09-07,22.8
2017-09-08,22.2
2017-09-11,21.4
2017-09-12,21.5
2017-09-13,21.35
2017-09-14,21.35
2017-09-15,21.15
2017-09-18,20.9
2017-09-19,20.85
2017-09-20,21.1
2017-09-21,21.7
2017-09-22,20.9
2017-09-25,20.3
2017-09-26,20.1
2017-09-27,19.75
2017-09-28,20.05
2017-09-29,19.6
2017-10-03,20.35
2017-10-04,20.1
2017-10-05,20.05
2017-10-06,19.7
2017-10-09,20.0
2017-10-10,19.95
2017-10-11,19.8
2017-10-12,19.6
2017-10-13,19.35
2017-10-16,19.35
2017-10-17,19.6
2017-10-18,19.4
2017-10-19,19.5
2017-10-23,19.35
2017-10-24,20.2
2017-10-25,20.0
2017-10-26,20.0
2017-10-27,20.15
2017-10-30,20.1
2017-10-31,20.0
2017-11-01,20.3
2017-11-02,21.35
2017-11-03,21.0
2017-11-06,21.15
2017-11-07,20.35
2017-11-08,20.1
2017-11-09,19.9
2017-11-10,19.85
2017-11-13,20.15
2017-11-14,19.8
2017-11-15,19.6
2017-11-16,19.5
2017-11-17,19.95
2017-11-20,20.15
2017-11-21,20.4
2017-11-22,20.2
2017-11-23,21.15
2017-11-24,21.35
2017-11-27,21.7
2017-11-28,21.6
2017-11-29,21.1
2017-11-30,20.9
2017-12-01,20.6
2017-12-04,20.35
2017-12-05,20.1
2017-12-06,19.8
2017-12-07,19.85
2017-12-08,19.65
2017-12-11,19.9
2017-12-12,19.65
2017-12-13,19.5
2017-12-14,19.35
2017-12-15,19.3
2017-12-18,19.4
2017-12-19,19.75
2017-12-20,20.2
2017-12-21,20.2
2017-12-22,20.6
2017-12-26,20.75
2017-12-27,20.95
2017-12-28,20.8
2017-12-29,20.8
