Date,UNITEDBNK
2017-01-02,20.15
2017-01-03,20.3
2017-01-04,20.25
2017-01-05,20.5
2017-01-06,20.7
2017-01-09,20.75
2017-01-10,20.7
2017-01-11,21.05
2017-01-12,20.7
2017-01-13,21.1
2017-01-16,20.95
2017-01-17,21.0
2017-01-18,21.0
2017-01-19,20.9
2017-01-20,20.8
2017-01-23,20.85
2017-01-24,20.85
2017-01-25,21.0
2017-01-27,21.1
2017-01-30,21.5
2017-01-31,21.45
2017-02-01,21.45
2017-02-02,22.75
2017-02-03,23.95
2017-02-06,24.55
2017-02-07,27.95
2017-02-08,27.15
2017-02-09,26.1
2017-02-10,25.6
2017-02-13,25.0
2017-02-14,25.3
2017-02-15,24.65
2017-02-16,24.65
2017-02-17,24.65
2017-02-20,24.8
2017-02-21,25.15
2017-02-22,24.9
2017-02-23,24.75
2017-02-27,24.6
2017-02-28,24.5
2017-03-01,25.05
2017-03-02,24.6
2017-03-03,24.55
2017-03-06,24.4
2017-03-07,24.25
2017-03-08,23.95
2017-03-09,23.85
2017-03-10,23.85
2017-03-14,24.1
2017-03-15,23.9
2017-03-16,24.05
2017-03-17,25.75
2017-03-20,25.2
2017-03-21,24.75
2017-03-22,24.5
2017-03-23,25.05
2017-03-24,25.2
2017-03-27,24.85
2017-03-28,24.9
2017-03-29,25.3
2017-03-30,25.15
2017-03-31,23.0
2017-04-03,22.15
2017-04-05,22.45
2017-04-06,22.35
2017-04-07,22.65
2017-04-10,22.45
2017-04-11,22.7
2017-04-12,22.9
2017-04-13,22.9
2017-04-17,22.65
2017-04-18,22.45
2017-04-19,22.3
2017-04-20,22.35
2017-04-21,22.35
2017-04-24,22.8
2017-04-25,22.85
2017-04-26,22.4
2017-04-27,22.7
2017-04-28,23.25
2017-05-02,23.15
2017-05-03,22.95
2017-05-04,23.75
2017-05-05,23.1
2017-05-08,23.2
2017-05-09,23.2
2017-05-10,22.95
2017-05-11,23.1
2017-05-12,22.6
2017-05-15,22.25
2017-05-16,22.35
2017-05-17,22.4
2017-05-18,22.05
2017-05-19,22.55
2017-05-22,21.85
2017-05-23,20.7
2017-05-24,19.6
2017-05-25,20.0
2017-05-26,19.9
2017-05-29,19.7
2017-05-30,19.5
2017-05-31,19.6
2017-06-01,19.5
2017-06-02,19.55
2017-06-05,19.75
2017-06-06,19.65
2017-06-07,19.75
2017-06-08,19.65
2017-06-09,19.65
2017-06-12,19.55
2017-06-13,19.1
2017-06-14,20.25
2017-06-15,20.15
2017-06-16,20.1
2017-06-19,20.0
2017-06-20,19.75
2017-06-21,19.55
2017-06-22,19.55
2017-06-23,19.4
2017-06-27,18.8
2017-06-28,18.95
2017-06-29,19.0
2017-06-30,19.15
2017-07-03,19.25
2017-07-04,19.1
2017-07-05,19.25
2017-07-06,19.75
2017-07-07,19.7
2017-07-10,20.0
2017-07-11,19.8
2017-07-12,19.7
2017-07-13,19.85
2017-07-14,19.55
2017-07-17,19.7
2017-07-18,19.4
2017-07-19,19.7
2017-07-20,19.55
2017-07-21,19.6
2017-07-24,19.7
2017-07-25,20.2
2017-07-26,20.05
2017-07-27,19.75
2017-07-28,19.65
2017-07-31,19.5
2017-08-01,19.5
2017-08-02,19.4
2017-08-03,19.05
2017-08-04,19.05
2017-08-07,19.15
2017-08-08,19.05
2017-08-09,18.95
2017-08-10,18.75
2017-08-11,18.45
2017-08-14,18.25
2017-08-16,18.55
2017-08-17,18.45
2017-08-18,18.2
2017-08-21,17.95
2017-08-22,17.95
2017-08-23,18.25
2017-08-24,18.3
2017-08-28,18.45
2017-08-29,18.1
2017-08-30,18.05
2017-08-31,18.1
2017-09-01,18.15
2017-09-04,18.0
2017-09-05,18.3
2017-09-06,18.35
2017-09-07,18.15
2017-09-08,18.1
2017-09-11,18.45
2017-09-12,18.6
2017-09-13,18.6
2017-09-14,18.65
2017-09-15,18.4
2017-09-18,18.4
2017-09-19,18.8
2017-09-20,18.65
2017-09-21,18.45
2017-09-22,18.5
2017-09-25,18.45
2017-09-26,18.3
2017-09-27,18.05
2017-09-28,18.0
2017-09-29,18.0
2017-10-03,17.95
2017-10-04,18.05
2017-10-05,18.05
2017-10-06,17.9
2017-10-09,17.8
2017-10-10,17.75
2017-10-11,17.7
2017-10-12,17.45
2017-10-13,17.55
2017-10-16,17.55
2017-10-17,17.5
2017-10-18,17.2
2017-10-19,17.3
2017-10-23,17.4
2017-10-24,17.75
2017-10-25,20.85
2017-10-26,20.8
2017-10-27,19.1
2017-10-30,19.55
2017-10-31,19.35
2017-11-01,19.5
2017-11-02,19.6
2017-11-03,19.5
2017-11-06,19.2
2017-11-07,18.8
2017-11-08,18.1
2017-11-09,18.25
2017-11-10,18.3
2017-11-13,18.0
2017-11-14,17.5
2017-11-15,17.15
2017-11-16,17.15
2017-11-17,17.15
2017-11-20,17.05
2017-11-21,17.1
2017-11-22,17.2
2017-11-23,17.4
2017-11-24,17.65
2017-11-27,17.75
2017-11-28,17.55
2017-11-29,17.55
2017-11-30,17.5
2017-12-01,17.35
2017-12-04,17.35
2017-12-05,17.4
2017-12-06,17.4
2017-12-07,17.4
2017-12-08,17.4
2017-12-11,17.25
2017-12-12,17.3
2017-12-13,17.2
2017-12-14,17.25
2017-12-15,17.15
2017-12-18,17.35
2017-12-19,17.2
2017-12-20,17.25
2017-12-21,17.3
2017-12-22,17.5
2017-12-26,17.45
2017-12-27,17.6
2017-12-28,18.2
2017-12-29,17.7
