Date,VIVIMEDLAB
2017-01-02,91.95
2017-01-03,90.95
2017-01-04,92.0
2017-01-05,99.8
2017-01-06,97.0
2017-01-09,98.4
2017-01-10,97.8
2017-01-11,104.05
2017-01-12,99.95
2017-01-13,101.95
2017-01-16,100.3
2017-01-17,98.9
2017-01-18,98.1
2017-01-19,97.35
2017-01-20,95.7
2017-01-23,96.45
2017-01-24,98.8
2017-01-25,98.85
2017-01-27,97.75
2017-01-30,95.25
2017-01-31,92.5
2017-02-01,92.95
2017-02-02,92.25
2017-02-03,95.3
2017-02-06,96.45
2017-02-07,96.8
2017-02-08,96.45
2017-02-09,95.85
2017-02-10,100.85
2017-02-13,98.3
2017-02-14,97.35
2017-02-15,102.1
2017-02-16,105.5
2017-02-17,106.6
2017-02-20,109.4
2017-02-21,110.0
2017-02-22,106.0
2017-02-23,104.2
2017-02-27,105.55
2017-02-28,107.85
2017-03-01,107.35
2017-03-02,103.15
2017-03-03,101.8
2017-03-06,102.3
2017-03-07,100.75
2017-03-08,99.8
2017-03-09,99.35
2017-03-10,98.05
2017-03-14,98.4
2017-03-15,98.35
2017-03-16,98.8
2017-03-17,97.8
2017-03-20,97.3
2017-03-21,95.4
2017-03-22,94.3
2017-03-23,96.55
2017-03-24,96.9
2017-03-27,96.35
2017-03-28,99.45
2017-03-29,100.2
2017-03-30,103.6
2017-03-31,107.5
2017-04-03,106.65
2017-04-05,107.75
2017-04-06,104.55
2017-04-07,101.9
2017-04-10,102.7
2017-04-11,103.65
2017-04-12,101.3
2017-04-13,116.75
2017-04-17,123.1
2017-04-18,115.95
2017-04-19,130.7
2017-04-20,126.85
2017-04-21,116.2
2017-04-24,123.55
2017-04-25,120.05
2017-04-26,118.3
2017-04-27,119.0
2017-04-28,118.6
2017-05-02,115.6
2017-05-03,115.4
2017-05-04,115.2
2017-05-05,108.9
2017-05-08,114.2
2017-05-09,116.45
2017-05-10,117.4
2017-05-11,114.55
2017-05-12,113.9
2017-05-15,119.3
2017-05-16,116.0
2017-05-17,114.65
2017-05-18,112.6
2017-05-19,111.15
2017-05-22,106.25
2017-05-23,101.95
2017-05-24,98.0
2017-05-25,114.7
2017-05-26,110.75
2017-05-29,112.95
2017-05-30,109.95
2017-05-31,112.2
2017-06-01,112.1
2017-06-02,108.85
2017-06-05,107.55
2017-06-06,104.95
2017-06-07,111.25
2017-06-08,109.75
2017-06-09,113.75
2017-06-12,114.95
2017-06-13,115.3
2017-06-14,113.0
2017-06-15,115.35
2017-06-16,116.75
2017-06-19,121.7
2017-06-20,121.05
2017-06-21,122.55
2017-06-22,120.7
2017-06-23,116.45
2017-06-27,112.7
2017-06-28,116.1
2017-06-29,116.35
2017-06-30,116.6
2017-07-03,119.0
2017-07-04,121.05
2017-07-05,122.1
2017-07-06,125.25
2017-07-07,126.6
2017-07-10,128.7
2017-07-11,132.85
2017-07-12,133.4
2017-07-13,132.6
2017-07-14,127.1
2017-07-17,126.1
2017-07-18,129.05
2017-07-19,127.8
2017-07-20,126.2
2017-07-21,125.75
2017-07-24,124.3
2017-07-25,124.8
2017-07-26,123.7
2017-07-27,121.15
2017-07-28,124.9
2017-07-31,124.7
2017-08-01,121.25
2017-08-02,119.6
2017-08-03,120.55
2017-08-04,123.35
2017-08-07,123.2
2017-08-08,118.95
2017-08-09,117.1
2017-08-10,110.2
2017-08-11,106.6
2017-08-14,101.6
2017-08-16,104.45
2017-08-17,106.35
2017-08-18,105.9
2017-08-21,104.2
2017-08-22,100.45
2017-08-23,103.5
2017-08-24,102.95
2017-08-28,102.85
2017-08-29,99.6
2017-08-30,99.55
2017-08-31,100.05
2017-09-01,108.85
2017-09-04,104.5
2017-09-05,105.8
2017-09-06,108.65
2017-09-07,109.8
2017-09-08,108.4
2017-09-11,111.75
2017-09-12,117.75
2017-09-13,114.9
2017-09-14,115.05
2017-09-15,114.45
2017-09-18,116.6
2017-09-19,115.2
2017-09-20,138.2
2017-09-21,142.3
2017-09-22,143.2
2017-09-25,137.5
2017-09-26,136.4
2017-09-27,128.15
2017-09-28,130.2
2017-09-29,130.65
2017-10-03,128.15
2017-10-04,129.8
2017-10-05,128.0
2017-10-06,128.55
2017-10-09,131.75
2017-10-10,132.75
2017-10-11,129.7
2017-10-12,128.15
2017-10-13,126.25
2017-10-16,128.25
2017-10-17,127.2
2017-10-18,127.0
2017-10-19,127.15
2017-10-23,124.8
2017-10-24,125.4
2017-10-25,124.7
2017-10-26,122.9
2017-10-27,123.3
2017-10-30,121.05
2017-10-31,124.85
2017-11-01,123.3
2017-11-02,123.35
2017-11-03,122.0
2017-11-06,122.3
2017-11-07,118.2
2017-11-08,117.55
2017-11-09,119.0
2017-11-10,118.8
2017-11-13,117.4
2017-11-14,117.0
2017-11-15,115.35
2017-11-16,115.75
2017-11-17,115.15
2017-11-20,115.4
2017-11-21,121.25
2017-11-22,119.9
2017-11-23,117.1
2017-11-24,117.95
2017-11-27,118.5
2017-11-28,118.5
2017-11-29,116.9
2017-11-30,116.0
2017-12-01,115.1
2017-12-04,114.95
2017-12-05,113.9
2017-12-06,111.4
2017-12-07,114.85
2017-12-08,114.25
2017-12-11,113.75
2017-12-12,115.0
2017-12-13,110.65
2017-12-14,109.7
2017-12-15,110.85
2017-12-18,105.7
2017-12-19,101.0
2017-12-20,104.7
2017-12-21,102.3
2017-12-22,103.7
2017-12-26,103.55
2017-12-27,104.45
2017-12-28,104.45
2017-12-29,104.05
