Date,AKZOINDIA
2017-01-02,1417.25
2017-01-03,1434.7
2017-01-04,1413.6
2017-01-05,1418.95
2017-01-06,1409.05
2017-01-09,1403.55
2017-01-10,1394.75
2017-01-11,1389.9
2017-01-12,1356.95
2017-01-13,1359.15
2017-01-16,1329.8
2017-01-17,1380.9
2017-01-18,1386.2
2017-01-19,1389.25
2017-01-20,1418.95
2017-01-23,1426.0
2017-01-24,1433.55
2017-01-25,1428.65
2017-01-27,1435.3
2017-01-30,1430.4
2017-01-31,1437.0
2017-02-01,1449.3
2017-02-02,1495.5
2017-02-03,1511.95
2017-02-06,1509.95
2017-02-07,1495.15
2017-02-08,1498.7
2017-02-09,1486.6
2017-02-10,1494.0
2017-02-13,1488.0
2017-02-14,1483.2
2017-02-15,1495.25
2017-02-16,1478.05
2017-02-17,1488.1
2017-02-20,1474.9
2017-02-21,1473.7
2017-02-22,1488.45
2017-02-23,1514.25
2017-02-27,1505.9
2017-02-28,1509.5
2017-03-01,1537.25
2017-03-02,1519.25
2017-03-03,1543.2
2017-03-06,1582.75
2017-03-07,1601.25
2017-03-08,1612.45
2017-03-09,1590.55
2017-03-10,1597.6
2017-03-14,1617.45
2017-03-15,1608.7
2017-03-16,1604.5
2017-03-17,1604.0
2017-03-20,1601.75
2017-03-21,1628.5
2017-03-22,1646.65
2017-03-23,1723.55
2017-03-24,1763.85
2017-03-27,1798.65
2017-03-28,1807.75
2017-03-29,1805.85
2017-03-30,1863.8
2017-03-31,1912.1
2017-04-03,1961.85
2017-04-05,1930.75
2017-04-06,1881.55
2017-04-07,1869.85
2017-04-10,1883.95
2017-04-11,1889.25
2017-04-12,1864.4
2017-04-13,1864.7
2017-04-17,1927.0
2017-04-18,1911.1
2017-04-19,1970.4
2017-04-20,1936.2
2017-04-21,1927.85
2017-04-24,2024.8
2017-04-25,2036.95
2017-04-26,1986.75
2017-04-27,1965.5
2017-04-28,1963.3
2017-05-02,1962.2
2017-05-03,1997.6
2017-05-04,2002.35
2017-05-05,1971.65
2017-05-08,1978.15
2017-05-09,1978.75
2017-05-10,1952.5
2017-05-11,1924.0
2017-05-12,1918.25
2017-05-15,1966.35
2017-05-16,1949.9
2017-05-17,1952.3
2017-05-18,1928.25
2017-05-19,1885.4
2017-05-22,1857.95
2017-05-23,1773.5
2017-05-24,1773.8
2017-05-25,1809.95
2017-05-26,1805.0
2017-05-29,1806.25
2017-05-30,1788.8
2017-05-31,1791.55
2017-06-01,1800.4
2017-06-02,1777.9
2017-06-05,1786.3
2017-06-06,1771.2
2017-06-07,1793.2
2017-06-08,1785.2
2017-06-09,1797.05
2017-06-12,1855.5
2017-06-13,1868.5
2017-06-14,1889.75
2017-06-15,1910.25
2017-06-16,1912.6
2017-06-19,1897.85
2017-06-20,1878.75
2017-06-21,1840.65
2017-06-22,1825.35
2017-06-23,1821.75
2017-06-27,1812.85
2017-06-28,1839.45
2017-06-29,1825.95
2017-06-30,1832.7
2017-07-03,1843.65
2017-07-04,1853.6
2017-07-05,1838.0
2017-07-06,1837.15
2017-07-07,1816.6
2017-07-10,1823.4
2017-07-11,1812.55
2017-07-12,1813.9
2017-07-13,1813.9
2017-07-14,1811.15
2017-07-17,1806.0
2017-07-18,1789.85
2017-07-19,1802.1
2017-07-20,1814.4
2017-07-21,1798.85
2017-07-24,1779.55
2017-07-25,1789.65
2017-07-26,1767.75
2017-07-27,1817.95
2017-07-28,1802.1
2017-07-31,1786.05
2017-08-01,1786.85
