Date,FILATEX
2017-01-02,66.1
2017-01-03,67.55
2017-01-04,68.45
2017-01-05,70.55
2017-01-06,70.15
2017-01-09,70.7
2017-01-10,71.55
2017-01-11,71.6
2017-01-12,71.4
2017-01-13,72.1
2017-01-16,75.9
2017-01-17,75.2
2017-01-18,75.25
2017-01-19,74.15
2017-01-20,71.65
2017-01-23,73.0
2017-01-24,72.4
2017-01-25,72.85
2017-01-27,74.25
2017-01-30,73.8
2017-01-31,73.85
2017-02-01,76.7
2017-02-02,75.05
2017-02-03,74.45
2017-02-06,74.35
2017-02-07,77.25
2017-02-08,76.4
2017-02-09,75.9
2017-02-10,73.75
2017-02-13,73.05
2017-02-14,72.45
2017-02-15,68.3
2017-02-16,68.65
2017-02-17,69.85
2017-02-20,70.05
2017-02-21,70.25
2017-02-22,71.45
2017-02-23,70.7
2017-02-27,70.15
2017-02-28,70.15
2017-03-01,70.2
2017-03-02,68.6
2017-03-03,68.3
2017-03-06,81.95
2017-03-07,98.3
2017-03-08,106.25
2017-03-09,105.0
2017-03-10,115.15
2017-03-14,121.6
2017-03-15,116.9
2017-03-16,115.45
2017-03-17,116.8
2017-03-20,110.8
2017-03-21,117.85
2017-03-22,114.0
2017-03-23,114.85
2017-03-24,113.35
2017-03-27,114.45
2017-03-28,125.8
2017-03-29,114.25
2017-03-30,117.7
2017-03-31,119.0
2017-04-03,121.6
2017-04-05,130.05
2017-04-06,131.3
2017-04-07,133.25
2017-04-10,143.1
2017-04-11,146.15
2017-04-12,138.05
2017-04-13,137.3
2017-04-17,134.95
2017-04-18,137.25
2017-04-19,136.15
2017-04-20,136.0
2017-04-21,134.9
2017-04-24,138.05
2017-04-25,138.2
2017-04-26,133.95
2017-04-27,137.4
2017-04-28,135.5
2017-05-02,135.0
2017-05-03,134.85
2017-05-04,137.2
2017-05-05,132.9
2017-05-08,133.1
2017-05-09,132.2
2017-05-10,134.9
2017-05-11,136.95
2017-05-12,133.05
2017-05-15,133.25
2017-05-16,143.1
2017-05-17,139.55
2017-05-18,142.55
2017-05-19,147.15
2017-05-22,142.3
2017-05-23,138.55
2017-05-24,134.9
2017-05-25,135.85
2017-05-26,137.3
2017-05-29,135.95
2017-05-30,135.0
2017-05-31,136.75
2017-06-01,135.0
2017-06-02,134.3
2017-06-05,134.3
2017-06-06,134.7
2017-06-07,130.8
2017-06-08,131.95
2017-06-09,133.55
2017-06-12,134.05
2017-06-13,140.5
2017-06-14,142.6
2017-06-15,141.05
2017-06-16,143.75
2017-06-19,144.05
2017-06-20,146.35
2017-06-21,147.95
2017-06-22,146.35
2017-06-23,144.25
2017-06-27,141.95
2017-06-28,139.1
2017-06-29,145.95
2017-06-30,147.2
2017-07-03,147.8
2017-07-04,146.35
2017-07-05,143.9
2017-07-06,144.6
2017-07-07,143.5
2017-07-10,144.35
2017-07-11,145.0
2017-07-12,151.75
2017-07-13,153.15
2017-07-14,149.6
2017-07-17,149.25
2017-07-18,148.45
2017-07-19,148.35
2017-07-20,146.6
2017-07-21,145.05
2017-07-24,145.8
2017-07-25,145.6
2017-07-26,139.7
2017-07-27,136.65
2017-07-28,138.65
2017-07-31,143.05
2017-08-01,143.85
2017-08-02,142.35
2017-08-03,137.2
2017-08-04,137.4
2017-08-07,136.15
2017-08-08,143.35
2017-08-09,139.65
2017-08-10,132.35
2017-08-11,131.3
2017-08-14,133.05
2017-08-16,136.45
2017-08-17,139.95
2017-08-18,139.3
2017-08-21,136.75
2017-08-22,135.45
2017-08-23,135.55
2017-08-24,137.15
2017-08-28,136.6
2017-08-29,136.9
2017-08-30,137.45
2017-08-31,146.45
2017-09-01,149.85
2017-09-04,179.7
2017-09-05,177.15
2017-09-06,173.85
2017-09-07,171.75
2017-09-08,171.9
2017-09-11,173.5
2017-09-12,176.25
2017-09-13,172.0
2017-09-14,171.8
2017-09-15,172.8
2017-09-18,173.45
2017-09-19,184.15
2017-09-20,190.25
2017-09-21,183.15
2017-09-22,179.55
2017-09-25,169.5
2017-09-26,167.8
2017-09-27,163.7
2017-09-28,168.95
2017-09-29,165.45
2017-10-03,183.45
2017-10-04,174.75
2017-10-05,201.35
2017-10-06,192.35
2017-10-09,202.85
2017-10-10,209.1
2017-10-11,197.9
2017-10-12,199.15
2017-10-13,196.9
2017-10-16,197.7
2017-10-17,196.95
2017-10-18,194.65
2017-10-19,196.5
2017-10-23,193.4
2017-10-24,195.5
2017-10-25,192.55
2017-10-26,191.55
2017-10-27,199.35
2017-10-30,200.0
2017-10-31,194.05
2017-11-01,196.25
2017-11-02,195.85
2017-11-03,194.6
2017-11-06,204.15
2017-11-07,205.1
2017-11-08,195.3
2017-11-09,198.65
2017-11-10,194.55
2017-11-13,196.45
2017-11-14,194.15
2017-11-15,190.15
2017-11-16,196.7
2017-11-17,205.3
2017-11-20,213.35
2017-11-21,210.65
2017-11-22,212.15
2017-11-23,209.55
2017-11-24,212.1
2017-11-27,218.95
2017-11-28,227.2
2017-11-29,230.1
2017-11-30,224.65
2017-12-01,225.7
2017-12-04,223.35
2017-12-05,219.55
2017-12-06,215.7
2017-12-07,218.0
2017-12-08,216.35
2017-12-11,221.65
2017-12-12,217.95
2017-12-13,216.8
2017-12-14,217.0
2017-12-15,222.15
2017-12-18,220.5
2017-12-19,220.65
2017-12-20,224.0
2017-12-21,224.9
2017-12-22,218.2
2017-12-26,216.95
2017-12-27,214.65
2017-12-28,212.55
2017-12-29,219.55
