Date,BANCOINDIA
2017-01-02,190.25
2017-01-03,194.0
2017-01-04,195.45
2017-01-05,204.3
2017-01-06,201.65
2017-01-09,209.8
2017-01-10,217.2
2017-01-11,220.2
2017-01-12,215.15
2017-01-13,214.7
2017-01-16,214.15
2017-01-17,214.2
2017-01-18,214.2
2017-01-19,215.15
2017-01-20,207.4
2017-01-23,205.2
2017-01-24,203.25
2017-01-25,209.1
2017-01-27,207.75
2017-01-30,206.5
2017-01-31,203.25
2017-02-01,208.75
2017-02-02,212.55
2017-02-03,213.8
2017-02-06,219.3
2017-02-07,200.1
2017-02-08,200.6
2017-02-09,198.6
2017-02-10,201.2
2017-02-13,197.9
2017-02-14,198.15
2017-02-15,193.05
2017-02-16,193.35
2017-02-17,193.65
2017-02-20,195.45
2017-02-21,205.8
2017-02-22,202.45
2017-02-23,204.6
2017-02-27,200.85
2017-02-28,204.05
2017-03-01,203.85
2017-03-02,200.35
2017-03-03,200.85
2017-03-06,199.75
2017-03-07,199.05
2017-03-08,199.45
2017-03-09,197.85
2017-03-10,201.0
2017-03-14,199.15
2017-03-15,201.25
2017-03-16,204.95
2017-03-17,204.0
2017-03-20,201.85
2017-03-21,205.65
2017-03-22,204.4
2017-03-23,205.5
2017-03-24,213.0
2017-03-27,212.1
2017-03-28,214.75
2017-03-29,212.05
2017-03-30,215.3
2017-03-31,222.9
2017-04-03,232.0
2017-04-05,227.35
2017-04-06,225.3
2017-04-07,221.75
2017-04-10,222.0
2017-04-11,221.2
2017-04-12,218.15
2017-04-13,219.95
2017-04-17,219.1
2017-04-18,217.5
2017-04-19,225.45
2017-04-20,224.8
2017-04-21,230.1
2017-04-24,235.95
2017-04-25,233.9
2017-04-26,228.95
2017-04-27,230.7
2017-04-28,228.8
2017-05-02,230.45
2017-05-03,232.2
2017-05-04,236.5
2017-05-05,239.75
2017-05-08,234.25
2017-05-09,232.1
2017-05-10,232.55
2017-05-11,229.1
2017-05-12,227.8
2017-05-15,246.5
2017-05-16,239.05
2017-05-17,239.3
2017-05-18,232.45
2017-05-19,232.65
2017-05-22,223.1
2017-05-23,210.75
2017-05-24,209.8
2017-05-25,217.2
2017-05-26,223.2
2017-05-29,218.65
2017-05-30,215.65
2017-05-31,216.3
2017-06-01,227.25
2017-06-02,228.45
2017-06-05,223.7
2017-06-06,221.15
2017-06-07,223.15
2017-06-08,222.2
2017-06-09,221.55
2017-06-12,218.15
2017-06-13,222.95
2017-06-14,220.55
2017-06-15,223.75
2017-06-16,224.4
2017-06-19,222.85
2017-06-20,227.55
2017-06-21,224.7
2017-06-22,225.25
2017-06-23,221.0
2017-06-27,215.65
2017-06-28,216.1
2017-06-29,217.85
2017-06-30,218.1
2017-07-03,220.55
2017-07-04,215.25
2017-07-05,219.35
2017-07-06,219.2
2017-07-07,223.3
2017-07-10,223.35
2017-07-11,220.5
2017-07-12,222.15
2017-07-13,230.0
2017-07-14,240.9
2017-07-17,234.9
2017-07-18,233.55
2017-07-19,234.0
2017-07-20,234.5
2017-07-21,234.3
2017-07-24,235.5
2017-07-25,234.1
2017-07-26,238.0
2017-07-27,232.85
2017-07-28,232.35
2017-07-31,231.9
2017-08-01,217.2
2017-08-02,216.4
2017-08-03,214.75
2017-08-04,215.95
2017-08-07,226.7
2017-08-08,224.9
2017-08-09,221.35
2017-08-10,210.7
2017-08-11,205.6
2017-08-14,204.45
2017-08-16,204.85
2017-08-17,213.2
2017-08-18,211.25
2017-08-21,206.6
2017-08-22,203.35
2017-08-23,205.9
2017-08-24,206.45
2017-08-28,207.4
2017-08-29,208.8
2017-08-30,212.7
2017-08-31,215.9
2017-09-01,215.65
2017-09-04,216.4
2017-09-05,217.0
2017-09-06,217.9
2017-09-07,220.75
2017-09-08,218.25
2017-09-11,218.4
2017-09-12,222.95
2017-09-13,219.2
2017-09-14,217.9
2017-09-15,215.35
2017-09-18,218.15
2017-09-19,217.8
2017-09-20,222.15
2017-09-21,222.4
2017-09-22,215.8
2017-09-25,210.25
2017-09-26,209.45
2017-09-27,205.45
2017-09-28,207.15
2017-09-29,208.6
2017-10-03,211.2
2017-10-04,208.95
2017-10-05,209.1
2017-10-06,211.0
2017-10-09,212.05
2017-10-10,215.95
2017-10-11,215.35
2017-10-12,223.2
2017-10-13,219.7
2017-10-16,222.95
2017-10-17,221.7
2017-10-18,219.7
2017-10-19,217.3
2017-10-23,217.3
2017-10-24,215.4
2017-10-25,215.15
2017-10-26,217.05
2017-10-27,214.0
2017-10-30,216.2
2017-10-31,221.05
2017-11-01,219.55
2017-11-02,217.95
2017-11-03,214.3
2017-11-06,217.55
2017-11-07,223.05
2017-11-08,219.2
2017-11-09,220.6
2017-11-10,218.95
2017-11-13,216.15
2017-11-14,216.65
2017-11-15,220.95
2017-11-16,223.1
2017-11-17,220.9
2017-11-20,221.25
2017-11-21,222.1
2017-11-22,227.3
2017-11-23,238.0
2017-11-24,243.8
2017-11-27,242.35
2017-11-28,247.7
2017-11-29,251.2
2017-11-30,253.45
2017-12-01,246.35
2017-12-04,243.9
2017-12-05,239.75
2017-12-06,236.6
2017-12-07,238.75
2017-12-08,238.85
2017-12-11,246.9
2017-12-12,249.05
2017-12-13,245.5
2017-12-14,243.1
2017-12-15,247.55
2017-12-18,242.95
2017-12-19,252.7
2017-12-20,256.75
2017-12-21,256.25
2017-12-22,261.95
2017-12-26,263.75
2017-12-27,258.95
2017-12-28,257.25
2017-12-29,259.9
