Date,MANINFRA
2017-01-02,39.7
2017-01-03,40.35
2017-01-04,40.3
2017-01-05,40.5
2017-01-06,39.7
2017-01-09,40.25
2017-01-10,40.05
2017-01-11,43.45
2017-01-12,42.8
2017-01-13,42.55
2017-01-16,42.0
2017-01-17,41.75
2017-01-18,41.85
2017-01-19,41.5
2017-01-20,40.6
2017-01-23,41.1
2017-01-24,41.7
2017-01-25,42.4
2017-01-27,41.75
2017-01-30,41.5
2017-01-31,40.6
2017-02-01,40.95
2017-02-02,41.25
2017-02-03,41.5
2017-02-06,41.3
2017-02-07,41.35
2017-02-08,41.15
2017-02-09,41.4
2017-02-10,39.75
2017-02-13,39.5
2017-02-14,39.7
2017-02-15,39.1
2017-02-16,39.35
2017-02-17,39.05
2017-02-20,38.8
2017-02-21,39.65
2017-02-22,39.25
2017-02-23,39.85
2017-02-27,39.6
2017-02-28,39.75
2017-03-01,40.1
2017-03-02,39.25
2017-03-03,38.75
2017-03-06,38.45
2017-03-07,38.6
2017-03-08,38.4
2017-03-09,38.55
2017-03-10,38.25
2017-03-14,38.9
2017-03-15,40.15
2017-03-16,41.35
2017-03-17,40.95
2017-03-20,40.7
2017-03-21,40.3
2017-03-22,40.6
2017-03-23,42.05
2017-03-24,41.35
2017-03-27,41.85
2017-03-28,42.7
2017-03-29,42.85
2017-03-30,45.2
2017-03-31,46.75
2017-04-03,48.4
2017-04-05,51.2
2017-04-06,51.05
2017-04-07,50.55
2017-04-10,53.2
2017-04-11,53.55
2017-04-12,54.05
2017-04-13,54.35
2017-04-17,56.55
2017-04-18,54.15
2017-04-19,54.6
2017-04-20,56.85
2017-04-21,55.7
2017-04-24,55.95
2017-04-25,56.75
2017-04-26,57.4
2017-04-27,59.95
2017-04-28,59.7
2017-05-02,59.85
2017-05-03,59.65
2017-05-04,59.4
2017-05-05,56.95
2017-05-08,58.2
2017-05-09,57.85
2017-05-10,57.7
2017-05-11,59.2
2017-05-12,61.45
2017-05-15,61.55
2017-05-16,61.3
2017-05-17,61.45
2017-05-18,57.05
2017-05-19,57.6
2017-05-22,57.35
2017-05-23,54.6
2017-05-24,53.25
2017-05-25,53.6
2017-05-26,55.4
2017-05-29,57.9
2017-05-30,57.05
2017-05-31,56.75
2017-06-01,60.4
2017-06-02,60.35
2017-06-05,63.05
2017-06-06,63.15
2017-06-07,62.7
2017-06-08,61.85
2017-06-09,61.25
2017-06-12,60.35
2017-06-13,59.7
2017-06-14,58.7
2017-06-15,60.35
2017-06-16,61.6
2017-06-19,61.6
2017-06-20,60.55
2017-06-21,59.95
2017-06-22,59.0
2017-06-23,57.9
2017-06-27,57.1
2017-06-28,57.1
2017-06-29,60.15
2017-06-30,60.25
2017-07-03,61.05
2017-07-04,64.7
2017-07-05,65.15
2017-07-06,64.35
2017-07-07,64.15
2017-07-10,65.95
2017-07-11,64.4
2017-07-12,64.25
2017-07-13,64.4
2017-07-14,67.35
2017-07-17,66.9
2017-07-18,65.85
2017-07-19,66.3
2017-07-20,66.15
2017-07-21,65.3
2017-07-24,70.15
2017-07-25,68.5
2017-07-26,67.45
2017-07-27,65.45
2017-07-28,65.5
2017-07-31,64.95
2017-08-01,65.75
2017-08-02,65.25
2017-08-03,64.55
2017-08-04,65.0
2017-08-07,66.9
2017-08-08,65.15
2017-08-09,65.7
2017-08-10,62.0
2017-08-11,61.9
2017-08-14,62.95
2017-08-16,63.2
2017-08-17,64.9
2017-08-18,66.35
2017-08-21,64.4
2017-08-22,63.55
2017-08-23,63.8
2017-08-24,62.6
2017-08-28,63.15
2017-08-29,62.15
2017-08-30,64.35
2017-08-31,64.65
2017-09-01,65.15
2017-09-04,63.55
2017-09-05,64.55
2017-09-06,64.05
2017-09-07,65.05
2017-09-08,64.65
2017-09-11,65.3
2017-09-12,70.1
2017-09-13,68.55
2017-09-14,68.8
2017-09-15,66.9
2017-09-18,65.65
2017-09-19,64.2
2017-09-20,64.2
2017-09-21,63.15
2017-09-22,61.65
2017-09-25,59.4
2017-09-26,59.1
2017-09-27,57.45
2017-09-28,58.9
2017-09-29,60.05
2017-10-03,60.35
2017-10-04,62.5
2017-10-05,62.05
2017-10-06,62.15
2017-10-09,64.05
2017-10-10,64.8
2017-10-11,62.55
2017-10-12,63.8
2017-10-13,63.9
2017-10-16,63.3
2017-10-17,63.25
2017-10-18,62.6
2017-10-19,62.9
2017-10-23,63.15
2017-10-24,64.45
2017-10-25,64.1
2017-10-26,63.95
2017-10-27,63.1
2017-10-30,63.4
2017-10-31,63.25
2017-11-01,63.85
2017-11-02,63.9
2017-11-03,63.65
2017-11-06,63.9
2017-11-07,63.85
2017-11-08,64.1
2017-11-09,65.75
2017-11-10,65.3
2017-11-13,63.5
2017-11-14,60.95
2017-11-15,59.9
2017-11-16,60.35
2017-11-17,60.2
2017-11-20,62.6
2017-11-21,62.45
2017-11-22,61.95
2017-11-23,61.05
2017-11-24,61.2
2017-11-27,60.05
2017-11-28,62.8
2017-11-29,61.35
2017-11-30,61.7
2017-12-01,61.65
2017-12-04,60.45
2017-12-05,60.0
2017-12-06,60.65
2017-12-07,61.85
2017-12-08,63.65
2017-12-11,63.0
2017-12-12,61.3
2017-12-13,59.85
2017-12-14,59.75
2017-12-15,60.1
2017-12-18,60.85
2017-12-19,62.0
2017-12-20,63.25
2017-12-21,66.25
2017-12-22,72.0
2017-12-26,72.8
2017-12-27,70.1
2017-12-28,69.55
2017-12-29,67.9
