Date,MANINDS
2017-01-02,45.2
2017-01-03,46.2
2017-01-04,46.3
2017-01-05,47.45
2017-01-06,46.4
2017-01-09,46.5
2017-01-10,46.6
2017-01-11,48.95
2017-01-12,47.75
2017-01-13,48.0
2017-01-16,48.75
2017-01-17,48.3
2017-01-18,48.7
2017-01-19,49.05
2017-01-20,48.5
2017-01-23,48.5
2017-01-24,48.2
2017-01-25,49.0
2017-01-27,49.65
2017-01-30,48.95
2017-01-31,47.65
2017-02-01,48.25
2017-02-02,48.95
2017-02-03,51.5
2017-02-06,54.25
2017-02-07,54.7
2017-02-08,55.35
2017-02-09,54.85
2017-02-10,53.45
2017-02-13,52.25
2017-02-14,47.5
2017-02-15,45.8
2017-02-16,45.45
2017-02-17,45.85
2017-02-20,45.65
2017-02-21,51.2
2017-02-22,48.25
2017-02-23,47.2
2017-02-27,46.2
2017-02-28,47.15
2017-03-01,47.95
2017-03-02,47.1
2017-03-03,47.2
2017-03-06,46.85
2017-03-07,46.55
2017-03-08,46.05
2017-03-09,46.3
2017-03-10,46.3
2017-03-14,46.1
2017-03-15,46.35
2017-03-16,47.1
2017-03-17,46.8
2017-03-20,47.0
2017-03-21,46.65
2017-03-22,46.2
2017-03-23,46.25
2017-03-24,46.95
2017-03-27,46.35
2017-03-28,46.3
2017-03-29,46.25
2017-03-30,46.15
2017-03-31,46.55
2017-04-03,48.05
2017-04-05,47.35
2017-04-06,49.05
2017-04-07,48.4
2017-04-10,48.7
2017-04-11,48.6
2017-04-12,47.25
2017-04-13,47.65
2017-04-17,47.2
2017-04-18,46.45
2017-04-19,46.25
2017-04-20,46.5
2017-04-21,46.65
2017-04-24,47.0
2017-04-25,46.7
2017-04-26,46.3
2017-04-27,46.6
2017-04-28,46.4
2017-05-02,47.6
2017-05-03,48.05
2017-05-04,47.4
2017-05-05,46.05
2017-05-08,46.15
2017-05-09,53.4
2017-05-10,57.5
2017-05-11,53.55
2017-05-12,51.3
2017-05-15,54.35
2017-05-16,55.05
2017-05-17,53.0
2017-05-18,50.8
2017-05-19,50.7
2017-05-22,46.35
2017-05-23,47.6
2017-05-24,47.4
2017-05-25,50.7
2017-05-26,52.95
2017-05-29,51.85
2017-05-30,51.4
2017-05-31,53.2
2017-06-01,55.95
2017-06-02,57.4
2017-06-05,57.25
2017-06-06,59.75
2017-06-07,63.4
2017-06-08,69.15
2017-06-09,67.85
2017-06-12,66.9
2017-06-13,72.05
2017-06-14,74.15
2017-06-15,77.6
2017-06-16,80.0
2017-06-19,78.1
2017-06-20,78.7
2017-06-21,78.35
2017-06-22,76.65
2017-06-23,72.6
2017-06-27,71.85
2017-06-28,74.85
2017-06-29,72.75
2017-06-30,76.05
2017-07-03,76.7
2017-07-04,75.5
2017-07-05,78.35
2017-07-06,81.2
2017-07-07,80.85
2017-07-10,79.5
2017-07-11,76.25
2017-07-12,81.75
2017-07-13,84.0
2017-07-14,81.65
2017-07-17,86.8
2017-07-18,93.6
2017-07-19,95.65
2017-07-20,93.75
2017-07-21,91.85
2017-07-24,94.75
2017-07-25,93.9
2017-07-26,97.0
2017-07-27,93.75
2017-07-28,94.5
2017-07-31,93.1
2017-08-01,93.95
2017-08-02,92.55
2017-08-03,87.7
2017-08-04,88.6
2017-08-07,89.15
2017-08-08,86.2
2017-08-09,85.05
2017-08-10,78.95
2017-08-11,81.25
2017-08-14,86.9
2017-08-16,88.3
2017-08-17,88.5
2017-08-18,87.7
2017-08-21,88.6
2017-08-22,86.7
2017-08-23,86.35
2017-08-24,88.4
2017-08-28,92.0
2017-08-29,88.9
2017-08-30,88.5
2017-08-31,88.15
2017-09-01,88.15
2017-09-04,90.1
2017-09-05,88.6
2017-09-06,91.75
2017-09-07,94.15
2017-09-08,91.6
2017-09-11,92.6
2017-09-12,93.5
2017-09-13,89.6
2017-09-14,88.95
2017-09-15,88.9
2017-09-18,89.3
2017-09-19,89.6
2017-09-20,88.75
2017-09-21,93.2
2017-09-22,89.1
2017-09-25,87.5
2017-09-26,88.0
2017-09-27,85.4
2017-09-28,85.5
2017-09-29,84.6
2017-10-03,83.3
2017-10-04,83.45
2017-10-05,88.65
2017-10-06,88.05
2017-10-09,86.65
2017-10-10,90.4
2017-10-11,91.3
2017-10-12,109.55
2017-10-13,105.05
2017-10-16,106.65
2017-10-17,107.0
2017-10-18,103.5
2017-10-19,104.85
2017-10-23,102.6
2017-10-24,106.7
2017-10-25,109.9
2017-10-26,110.9
2017-10-27,111.5
2017-10-30,108.75
2017-10-31,109.15
2017-11-01,109.05
2017-11-02,108.05
2017-11-03,109.1
2017-11-06,108.95
2017-11-07,105.75
2017-11-08,105.1
2017-11-09,108.45
2017-11-10,107.35
2017-11-13,104.15
2017-11-14,103.35
2017-11-15,104.4
2017-11-16,103.05
2017-11-17,99.75
2017-11-20,103.7
2017-11-21,110.85
2017-11-22,107.85
2017-11-23,114.3
2017-11-24,114.65
2017-11-27,115.1
2017-11-28,115.9
2017-11-29,116.15
2017-11-30,117.25
2017-12-01,118.25
2017-12-04,116.9
2017-12-05,112.5
2017-12-06,112.15
2017-12-07,112.8
2017-12-08,113.85
2017-12-11,114.45
2017-12-12,112.1
2017-12-13,110.1
2017-12-14,109.3
2017-12-15,110.7
2017-12-18,109.15
2017-12-19,110.9
2017-12-20,126.45
2017-12-21,126.6
2017-12-22,127.0
2017-12-26,135.9
2017-12-27,131.3
2017-12-28,130.8
2017-12-29,131.0
