Date,JKLAKSHMI
2017-01-02,365.0
2017-01-03,363.95
2017-01-04,363.25
2017-01-05,360.1
2017-01-06,356.9
2017-01-09,358.35
2017-01-10,356.55
2017-01-11,358.7
2017-01-12,366.45
2017-01-13,364.75
2017-01-16,367.85
2017-01-17,367.6
2017-01-18,370.0
2017-01-19,367.05
2017-01-20,358.05
2017-01-23,351.4
2017-01-24,354.8
2017-01-25,358.7
2017-01-27,368.05
2017-01-30,371.55
2017-01-31,372.3
2017-02-01,383.1
2017-02-02,392.35
2017-02-03,393.95
2017-02-06,400.1
2017-02-07,391.9
2017-02-08,387.75
2017-02-09,380.55
2017-02-10,385.55
2017-02-13,387.8
2017-02-14,386.95
2017-02-15,382.0
2017-02-16,389.0
2017-02-17,387.05
2017-02-20,388.35
2017-02-21,394.4
2017-02-22,393.4
2017-02-23,395.65
2017-02-27,405.05
2017-02-28,410.9
2017-03-01,406.9
2017-03-02,408.4
2017-03-03,405.3
2017-03-06,411.75
2017-03-07,408.15
2017-03-08,409.55
2017-03-09,410.2
2017-03-10,417.9
2017-03-14,429.8
2017-03-15,431.0
2017-03-16,430.25
2017-03-17,426.05
2017-03-20,430.0
2017-03-21,449.75
2017-03-22,444.7
2017-03-23,440.45
2017-03-24,434.85
2017-03-27,433.8
2017-03-28,450.0
2017-03-29,450.3
2017-03-30,450.75
2017-03-31,460.95
2017-04-03,465.65
2017-04-05,458.05
2017-04-06,453.0
2017-04-07,452.25
2017-04-10,448.25
2017-04-11,459.55
2017-04-12,456.6
2017-04-13,456.75
2017-04-17,455.4
2017-04-18,452.9
2017-04-19,454.65
2017-04-20,465.95
2017-04-21,468.8
2017-04-24,489.0
2017-04-25,483.6
2017-04-26,473.95
2017-04-27,466.95
2017-04-28,461.15
2017-05-02,465.5
2017-05-03,470.05
2017-05-04,490.45
2017-05-05,486.4
2017-05-08,490.2
2017-05-09,501.05
2017-05-10,511.65
2017-05-11,503.45
2017-05-12,504.3
2017-05-15,510.8
2017-05-16,527.5
2017-05-17,516.2
2017-05-18,478.95
2017-05-19,469.55
2017-05-22,475.75
2017-05-23,485.6
2017-05-24,481.9
2017-05-25,478.05
2017-05-26,481.15
2017-05-29,496.3
2017-05-30,495.4
2017-05-31,489.5
2017-06-01,485.9
2017-06-02,488.85
2017-06-05,498.9
2017-06-06,490.2
2017-06-07,487.25
2017-06-08,483.1
2017-06-09,480.4
2017-06-12,473.8
2017-06-13,472.1
2017-06-14,482.3
2017-06-15,478.2
2017-06-16,496.95
2017-06-19,495.25
2017-06-20,484.4
2017-06-21,494.85
2017-06-22,488.9
2017-06-23,489.6
2017-06-27,493.3
2017-06-28,484.0
2017-06-29,482.95
2017-06-30,484.9
2017-07-03,479.5
2017-07-04,476.1
2017-07-05,474.6
2017-07-06,474.55
2017-07-07,470.25
2017-07-10,470.85
2017-07-11,464.55
2017-07-12,470.35
2017-07-13,469.7
2017-07-14,461.45
2017-07-17,468.1
2017-07-18,466.0
2017-07-19,470.75
2017-07-20,465.75
2017-07-21,465.6
2017-07-24,466.45
2017-07-25,467.55
2017-07-26,459.3
2017-07-27,459.3
2017-07-28,443.3
2017-07-31,457.65
2017-08-01,454.95
2017-08-02,455.15
2017-08-03,454.15
2017-08-04,449.55
2017-08-07,446.1
2017-08-08,440.3
2017-08-09,429.45
2017-08-10,417.6
2017-08-11,418.3
2017-08-14,421.2
2017-08-16,418.55
2017-08-17,418.65
2017-08-18,416.85
2017-08-21,413.3
2017-08-22,412.45
2017-08-23,416.85
2017-08-24,411.7
2017-08-28,413.05
2017-08-29,414.05
2017-08-30,416.95
2017-08-31,425.55
2017-09-01,440.15
2017-09-04,429.9
2017-09-05,431.8
2017-09-06,428.35
2017-09-07,422.7
2017-09-08,422.45
2017-09-11,418.85
2017-09-12,428.1
2017-09-13,424.6
2017-09-14,426.5
2017-09-15,430.85
2017-09-18,424.95
2017-09-19,419.2
2017-09-20,417.6
2017-09-21,415.65
2017-09-22,404.65
2017-09-25,390.05
2017-09-26,387.2
2017-09-27,386.6
2017-09-28,385.05
2017-09-29,387.95
2017-10-03,386.2
2017-10-04,388.5
2017-10-05,394.05
2017-10-06,394.7
2017-10-09,397.4
2017-10-10,386.6
2017-10-11,377.2
2017-10-12,385.25
2017-10-13,384.85
2017-10-16,392.15
2017-10-17,392.8
2017-10-18,390.5
2017-10-19,403.15
2017-10-23,407.5
2017-10-24,416.1
2017-10-25,429.05
2017-10-26,440.5
2017-10-27,440.6
2017-10-30,441.0
2017-10-31,433.2
2017-11-01,435.55
2017-11-02,434.95
2017-11-03,438.6
2017-11-06,441.95
2017-11-07,437.05
2017-11-08,436.35
2017-11-09,453.9
2017-11-10,441.2
2017-11-13,440.05
2017-11-14,438.7
2017-11-15,433.05
2017-11-16,437.05
2017-11-17,427.35
2017-11-20,408.15
2017-11-21,398.8
2017-11-22,393.5
2017-11-23,393.3
2017-11-24,391.85
2017-11-27,408.85
2017-11-28,408.15
2017-11-29,409.55
2017-11-30,409.6
2017-12-01,410.0
2017-12-04,410.25
2017-12-05,411.6
2017-12-06,412.1
2017-12-07,411.25
2017-12-08,415.3
2017-12-11,414.0
2017-12-12,411.55
2017-12-13,429.35
2017-12-14,440.35
2017-12-15,438.6
2017-12-18,432.7
2017-12-19,441.0
2017-12-20,458.7
2017-12-21,451.95
2017-12-22,444.25
2017-12-26,439.65
2017-12-27,435.1
2017-12-28,431.9
2017-12-29,439.9
