Date,ITI
2017-01-02,49.0
2017-01-03,49.05
2017-01-04,48.95
2017-01-05,48.7
2017-01-06,46.95
2017-01-09,50.95
2017-01-10,51.2
2017-01-11,50.4
2017-01-12,50.75
2017-01-13,50.05
2017-01-16,49.5
2017-01-17,51.3
2017-01-18,51.0
2017-01-19,50.35
2017-01-20,47.45
2017-01-23,48.3
2017-01-24,51.25
2017-01-25,51.7
2017-01-27,50.65
2017-01-30,51.6
2017-01-31,50.75
2017-02-01,48.85
2017-02-02,48.4
2017-02-03,49.15
2017-02-06,48.55
2017-02-07,48.7
2017-02-08,48.75
2017-02-09,49.65
2017-02-10,46.15
2017-02-13,43.95
2017-02-14,44.65
2017-02-15,43.4
2017-02-16,43.6
2017-02-17,43.3
2017-02-20,41.75
2017-02-21,43.6
2017-02-22,42.4
2017-02-23,41.55
2017-02-27,43.9
2017-02-28,43.45
2017-03-01,44.3
2017-03-02,43.05
2017-03-03,48.35
2017-03-06,46.9
2017-03-07,46.35
2017-03-08,50.65
2017-03-09,50.05
2017-03-10,49.25
2017-03-14,51.25
2017-03-15,51.4
2017-03-16,52.1
2017-03-17,52.55
2017-03-20,56.8
2017-03-21,56.05
2017-03-22,57.25
2017-03-23,68.7
2017-03-24,65.6
2017-03-27,67.95
2017-03-28,69.85
2017-03-29,69.7
2017-03-30,72.2
2017-03-31,71.25
2017-04-03,70.65
2017-04-05,69.55
2017-04-06,70.95
2017-04-07,70.25
2017-04-10,71.15
2017-04-11,70.75
2017-04-12,75.1
2017-04-13,81.15
2017-04-17,80.8
2017-04-18,74.75
2017-04-19,76.35
2017-04-20,77.8
2017-04-21,88.2
2017-04-24,104.25
2017-04-25,101.15
2017-04-26,109.35
2017-04-27,110.5
2017-04-28,115.15
2017-05-02,111.15
2017-05-03,105.8
2017-05-04,104.95
2017-05-05,107.4
2017-05-08,106.6
2017-05-09,108.1
2017-05-10,106.35
2017-05-11,106.6
2017-05-12,102.85
2017-05-15,102.25
2017-05-16,98.8
2017-05-17,94.1
2017-05-18,86.75
2017-05-19,87.9
2017-05-22,84.4
2017-05-23,77.05
2017-05-24,73.2
2017-05-25,72.45
2017-05-26,76.05
2017-05-29,77.65
2017-05-30,75.35
2017-05-31,74.45
2017-06-01,78.15
2017-06-02,80.65
2017-06-05,84.65
2017-06-06,84.65
2017-06-07,96.7
2017-06-08,99.95
2017-06-09,106.65
2017-06-12,106.2
2017-06-13,107.35
2017-06-14,103.05
2017-06-15,105.5
2017-06-16,101.35
2017-06-19,94.25
2017-06-20,92.8
2017-06-21,96.6
2017-06-22,93.2
2017-06-23,90.2
2017-06-27,86.4
2017-06-28,88.05
2017-06-29,88.9
2017-06-30,90.25
2017-07-03,91.15
2017-07-04,90.1
2017-07-05,99.1
2017-07-06,100.55
2017-07-07,99.25
2017-07-10,101.05
2017-07-11,97.7
2017-07-12,99.9
2017-07-13,97.65
2017-07-14,94.5
2017-07-17,93.2
2017-07-18,99.3
2017-07-19,98.4
2017-07-20,103.75
2017-07-21,102.55
2017-07-24,100.75
2017-07-25,103.45
2017-07-26,101.35
2017-07-27,99.15
2017-07-28,98.45
2017-07-31,98.75
2017-08-01,97.1
2017-08-02,96.15
2017-08-03,93.65
2017-08-04,94.65
2017-08-07,95.7
2017-08-08,93.9
2017-08-09,90.15
2017-08-10,77.05
2017-08-11,80.2
2017-08-14,85.4
2017-08-16,88.15
2017-08-17,87.5
2017-08-18,86.25
2017-08-21,86.35
2017-08-22,84.25
2017-08-23,88.95
2017-08-24,91.65
2017-08-28,91.65
2017-08-29,91.65
2017-08-30,98.5
2017-08-31,100.35
2017-09-01,101.9
2017-09-04,97.95
2017-09-05,103.9
2017-09-06,101.95
2017-09-07,101.85
2017-09-08,97.95
2017-09-11,99.85
2017-09-12,100.0
2017-09-13,94.7
2017-09-14,93.0
2017-09-15,91.8
2017-09-18,100.45
2017-09-19,107.1
2017-09-20,102.0
2017-09-21,122.4
2017-09-22,139.45
2017-09-25,132.35
2017-09-26,144.6
2017-09-27,150.55
2017-09-28,149.0
2017-09-29,137.2
2017-10-03,132.55
2017-10-04,140.1
2017-10-05,150.45
2017-10-06,152.4
2017-10-09,153.9
2017-10-10,155.8
2017-10-11,154.0
2017-10-12,154.55
2017-10-13,152.8
2017-10-16,151.1
2017-10-17,148.95
2017-10-18,146.4
2017-10-19,144.6
2017-10-23,149.5
2017-10-24,152.35
2017-10-25,157.05
2017-10-26,159.75
2017-10-27,155.7
2017-10-30,154.65
2017-10-31,152.4
2017-11-01,153.55
2017-11-02,151.95
2017-11-03,149.15
2017-11-06,158.65
2017-11-07,151.65
2017-11-08,146.15
2017-11-09,146.1
2017-11-10,143.35
2017-11-13,143.95
2017-11-14,145.05
2017-11-15,140.6
2017-11-16,143.05
2017-11-17,141.65
2017-11-20,141.85
2017-11-21,141.5
2017-11-22,143.45
2017-11-23,143.05
2017-11-24,142.25
2017-11-27,143.3
2017-11-28,144.75
2017-11-29,142.1
2017-11-30,141.8
2017-12-01,141.5
2017-12-04,141.0
2017-12-05,137.25
2017-12-06,133.45
2017-12-07,136.95
2017-12-08,136.75
2017-12-11,136.55
2017-12-12,134.2
2017-12-13,132.8
2017-12-14,130.6
2017-12-15,128.65
2017-12-18,126.85
2017-12-19,134.45
2017-12-20,144.55
2017-12-21,141.2
2017-12-22,138.95
2017-12-26,137.3
2017-12-27,137.15
2017-12-28,138.85
2017-12-29,137.5
