Date,VASWANI
2017-01-02,9.6
2017-01-03,9.5
2017-01-04,9.15
2017-01-05,9.8
2017-01-06,9.9
2017-01-09,9.95
2017-01-10,10.05
2017-01-11,9.9
2017-01-12,9.55
2017-01-13,10.1
2017-01-16,10.2
2017-01-17,10.2
2017-01-18,10.25
2017-01-19,10.95
2017-01-20,11.1
2017-01-23,12.05
2017-01-24,13.05
2017-01-25,12.75
2017-01-27,12.3
2017-01-30,12.05
2017-01-31,12.05
2017-02-01,12.2
2017-02-02,12.0
2017-02-03,11.4
2017-02-06,11.85
2017-02-07,11.9
2017-02-08,11.95
2017-02-09,11.55
2017-02-10,11.6
2017-02-13,11.1
2017-02-14,11.25
2017-02-15,10.7
2017-02-16,10.8
2017-02-17,10.65
2017-02-20,10.45
2017-02-21,10.5
2017-02-22,10.85
2017-02-23,10.65
2017-02-27,10.7
2017-02-28,10.9
2017-03-01,11.0
2017-03-02,10.8
2017-03-03,10.95
2017-03-06,10.8
2017-03-07,10.9
2017-03-08,10.4
2017-03-09,10.3
2017-03-10,10.2
2017-03-14,10.2
2017-03-15,10.0
2017-03-16,10.2
2017-03-17,9.85
2017-03-20,9.65
2017-03-21,9.25
2017-03-22,9.05
2017-03-23,9.25
2017-03-24,9.1
2017-03-27,9.45
2017-03-28,9.2
2017-03-29,9.25
2017-03-30,9.65
2017-03-31,9.25
2017-04-03,9.5
2017-04-05,9.35
2017-04-06,9.6
2017-04-07,9.6
2017-04-10,9.75
2017-04-11,10.0
2017-04-12,10.35
2017-04-13,10.4
2017-04-17,9.85
2017-04-18,10.4
2017-04-19,10.0
2017-04-20,10.0
2017-04-21,10.35
2017-04-24,10.5
2017-04-25,10.1
2017-04-26,10.0
2017-04-27,9.6
2017-04-28,10.25
2017-05-02,9.85
2017-05-03,10.0
2017-05-04,10.0
2017-05-05,10.15
2017-05-08,9.8
2017-05-09,9.85
2017-05-10,10.0
2017-05-11,9.65
2017-05-12,10.15
2017-05-15,9.6
2017-05-16,10.55
2017-05-17,10.75
2017-05-18,10.55
2017-05-19,10.35
2017-05-22,10.25
2017-05-23,9.55
2017-05-24,9.85
2017-05-25,10.1
2017-05-26,9.7
2017-05-29,9.7
2017-05-30,9.35
2017-05-31,9.65
2017-06-01,9.9
2017-06-02,9.8
2017-06-05,9.95
2017-06-06,9.7
2017-06-07,10.15
2017-06-08,9.8
2017-06-09,10.35
2017-06-12,9.6
2017-06-13,9.55
2017-06-14,9.2
2017-06-15,9.3
2017-06-16,9.35
2017-06-19,9.5
2017-06-20,9.45
2017-06-21,9.3
2017-06-22,9.25
2017-06-23,9.25
2017-06-27,9.45
2017-06-28,9.4
2017-06-29,9.2
2017-06-30,8.55
2017-07-03,8.6
2017-07-04,8.4
2017-07-05,8.75
2017-07-06,9.5
2017-07-07,9.5
2017-07-10,9.4
2017-07-11,9.65
2017-07-12,9.5
2017-07-13,9.55
2017-07-14,9.45
2017-07-17,9.25
2017-07-18,9.3
2017-07-19,11.15
2017-07-20,12.85
2017-07-21,13.75
2017-07-24,13.35
2017-07-25,13.45
2017-07-26,13.25
2017-07-27,13.0
2017-07-28,12.9
2017-07-31,13.1
2017-08-01,13.25
2017-08-02,14.4
2017-08-03,14.05
2017-08-04,14.1
2017-08-07,14.25
2017-08-08,13.45
2017-08-09,13.15
2017-08-10,12.0
2017-08-11,11.45
2017-08-14,12.55
2017-08-16,12.95
2017-08-17,12.65
2017-08-18,13.0
2017-08-21,13.6
2017-08-22,13.4
2017-08-23,13.25
2017-08-24,13.0
2017-08-28,13.0
2017-08-29,13.0
2017-08-30,14.2
2017-08-31,14.45
2017-09-01,15.25
2017-09-04,16.85
2017-09-05,16.45
2017-09-06,16.15
2017-09-07,17.6
2017-09-08,17.25
2017-09-11,16.8
2017-09-12,16.85
2017-09-13,16.05
2017-09-14,15.35
2017-09-15,17.5
2017-09-18,18.75
2017-09-19,22.4
2017-09-20,23.0
2017-09-21,20.7
2017-09-22,18.7
2017-09-25,16.9
2017-09-26,17.2
2017-09-27,16.55
2017-09-28,17.05
2017-09-29,16.85
2017-10-03,16.65
2017-10-04,16.7
2017-10-05,16.2
2017-10-06,16.35
2017-10-09,15.9
2017-10-10,15.4
2017-10-11,14.65
2017-10-12,13.95
2017-10-13,14.15
2017-10-16,14.85
2017-10-17,15.55
2017-10-18,16.3
2017-10-19,16.85
2017-10-23,16.05
2017-10-24,15.5
2017-10-25,14.95
2017-10-26,15.35
2017-10-27,15.1
2017-10-30,14.95
2017-10-31,15.5
2017-11-01,15.5
2017-11-02,15.15
2017-11-03,15.0
2017-11-06,14.65
2017-11-07,14.55
2017-11-08,14.15
2017-11-09,13.95
2017-11-10,14.6
2017-11-13,15.2
2017-11-14,15.7
2017-11-15,15.25
2017-11-16,14.9
2017-11-17,14.45
2017-11-20,14.2
2017-11-21,14.9
2017-11-22,15.3
2017-11-23,15.15
2017-11-24,14.45
2017-11-27,14.9
2017-11-28,14.25
2017-11-29,14.65
2017-11-30,14.35
2017-12-01,14.5
2017-12-04,14.2
2017-12-05,14.0
2017-12-06,14.0
2017-12-07,14.0
2017-12-08,14.65
2017-12-11,15.3
2017-12-12,15.25
2017-12-13,14.85
2017-12-14,14.95
2017-12-15,14.3
2017-12-18,14.15
2017-12-19,14.5
2017-12-20,14.7
2017-12-21,14.75
2017-12-22,15.8
2017-12-26,16.2
2017-12-27,16.0
2017-12-28,16.7
2017-12-29,17.8
