Date,AMBUJACEM
2017-01-02,214.6
2017-01-03,215.2
2017-01-04,212.15
2017-01-05,214.35
2017-01-06,212.6
2017-01-09,210.7
2017-01-10,209.4
2017-01-11,215.85
2017-01-12,214.25
2017-01-13,213.25
2017-01-16,212.5
2017-01-17,212.9
2017-01-18,217.55
2017-01-19,220.35
2017-01-20,217.7
2017-01-23,220.1
2017-01-24,223.4
2017-01-25,229.15
2017-01-27,232.8
2017-01-30,229.45
2017-01-31,229.05
2017-02-01,234.4
2017-02-02,231.6
2017-02-03,229.25
2017-02-06,239.6
2017-02-07,234.85
2017-02-08,238.65
2017-02-09,238.4
2017-02-10,237.55
2017-02-13,239.2
2017-02-14,237.8
2017-02-15,235.05
2017-02-16,235.65
2017-02-17,238.2
2017-02-20,239.4
2017-02-21,238.95
2017-02-22,233.15
2017-02-23,232.0
2017-02-27,229.9
2017-02-28,229.35
2017-03-01,228.85
2017-03-02,228.6
2017-03-03,225.4
2017-03-06,224.95
2017-03-07,224.8
2017-03-08,225.25
2017-03-09,227.15
2017-03-10,229.05
2017-03-14,233.7
2017-03-15,233.0
2017-03-16,235.4
2017-03-17,234.1
2017-03-20,234.2
2017-03-21,237.15
2017-03-22,233.0
2017-03-23,232.65
2017-03-24,229.9
2017-03-27,227.6
2017-03-28,228.35
2017-03-29,230.65
2017-03-30,234.0
2017-03-31,236.65
2017-04-03,237.55
2017-04-05,238.75
2017-04-06,243.35
2017-04-07,242.45
2017-04-10,244.9
2017-04-11,248.9
2017-04-12,249.1
2017-04-13,245.2
2017-04-17,246.85
2017-04-18,240.75
2017-04-19,240.15
2017-04-20,241.1
2017-04-21,239.4
2017-04-24,246.7
2017-04-25,246.4
2017-04-26,246.0
2017-04-27,249.5
2017-04-28,245.9
2017-05-02,241.8
2017-05-03,242.55
2017-05-04,243.9
2017-05-05,246.55
2017-05-08,260.75
2017-05-09,257.55
2017-05-10,259.7
2017-05-11,260.3
2017-05-12,258.4
2017-05-15,258.15
2017-05-16,260.65
2017-05-17,258.0
2017-05-18,252.2
2017-05-19,251.25
2017-05-22,243.35
2017-05-23,239.8
2017-05-24,235.3
2017-05-25,240.05
2017-05-26,240.4
2017-05-29,240.25
2017-05-30,242.45
2017-05-31,241.25
2017-06-01,240.35
2017-06-02,240.45
2017-06-05,240.35
2017-06-06,235.05
2017-06-07,236.6
2017-06-08,235.0
2017-06-09,235.05
2017-06-12,230.65
2017-06-13,231.25
2017-06-14,234.05
2017-06-15,236.1
2017-06-16,237.25
2017-06-19,237.8
2017-06-20,241.2
2017-06-21,240.35
2017-06-22,244.95
2017-06-23,243.3
2017-06-27,240.75
2017-06-28,245.65
2017-06-29,246.9
2017-06-30,246.55
2017-07-03,247.45
2017-07-04,249.1
2017-07-05,253.25
2017-07-06,256.6
2017-07-07,253.45
2017-07-10,254.4
2017-07-11,255.15
2017-07-12,261.0
2017-07-13,263.15
2017-07-14,261.9
2017-07-17,266.15
2017-07-18,266.25
2017-07-19,264.6
2017-07-20,261.6
2017-07-21,266.1
2017-07-24,268.1
2017-07-25,267.8
2017-07-26,264.9
2017-07-27,264.6
2017-07-28,262.6
2017-07-31,263.15
2017-08-01,260.8
2017-08-02,266.6
2017-08-03,272.1
2017-08-04,277.45
2017-08-07,279.5
2017-08-08,274.15
2017-08-09,273.2
2017-08-10,267.45
2017-08-11,263.35
2017-08-14,265.1
2017-08-16,270.05
2017-08-17,270.9
2017-08-18,274.95
2017-08-21,274.4
2017-08-22,273.15
2017-08-23,276.65
2017-08-24,275.4
2017-08-28,279.35
2017-08-29,275.0
2017-08-30,280.15
2017-08-31,280.35
2017-09-01,282.6
2017-09-04,276.8
2017-09-05,282.45
2017-09-06,282.6
2017-09-07,281.05
2017-09-08,282.55
2017-09-11,285.1
2017-09-12,288.8
2017-09-13,285.75
2017-09-14,284.7
2017-09-15,284.35
2017-09-18,282.3
2017-09-19,285.1
2017-09-20,279.9
2017-09-21,276.75
2017-09-22,269.9
2017-09-25,262.25
2017-09-26,261.3
2017-09-27,262.4
2017-09-28,268.05
2017-09-29,266.45
2017-10-03,268.35
2017-10-04,269.55
2017-10-05,273.95
2017-10-06,278.75
2017-10-09,280.25
2017-10-10,277.65
2017-10-11,274.0
2017-10-12,277.4
2017-10-13,277.55
2017-10-16,279.8
2017-10-17,280.85
2017-10-18,277.9
2017-10-19,274.05
2017-10-23,281.8
2017-10-24,282.2
2017-10-25,281.75
2017-10-26,276.45
2017-10-27,278.9
2017-10-30,283.55
2017-10-31,281.5
2017-11-01,283.05
2017-11-02,279.55
2017-11-03,282.6
2017-11-06,280.05
2017-11-07,276.65
2017-11-08,273.5
2017-11-09,271.0
2017-11-10,270.1
2017-11-13,271.2
2017-11-14,271.35
2017-11-15,276.15
2017-11-16,275.15
2017-11-17,274.5
2017-11-20,264.7
2017-11-21,261.65
2017-11-22,265.6
2017-11-23,264.95
2017-11-24,264.95
2017-11-27,262.4
2017-11-28,263.05
2017-11-29,263.05
2017-11-30,262.5
2017-12-01,263.55
2017-12-04,261.1
2017-12-05,260.45
2017-12-06,261.7
2017-12-07,265.85
2017-12-08,268.1
2017-12-11,269.1
2017-12-12,265.3
2017-12-13,264.1
2017-12-14,264.75
2017-12-15,264.4
2017-12-18,264.0
2017-12-19,270.65
2017-12-20,267.45
2017-12-21,268.6
2017-12-22,267.6
2017-12-26,273.3
2017-12-27,271.3
2017-12-28,271.6
2017-12-29,272.05
