Date,FEL
2017-01-02,17.05
2017-01-03,17.2
2017-01-04,17.15
2017-01-05,17.2
2017-01-06,17.0
2017-01-09,17.0
2017-01-10,17.05
2017-01-11,17.2
2017-01-12,17.3
2017-01-13,17.35
2017-01-16,17.55
2017-01-17,18.0
2017-01-18,18.2
2017-01-19,18.5
2017-01-20,18.05
2017-01-23,18.45
2017-01-24,18.5
2017-01-25,18.9
2017-01-27,19.35
2017-01-30,21.7
2017-01-31,22.05
2017-02-01,22.5
2017-02-02,22.95
2017-02-03,23.05
2017-02-06,22.75
2017-02-07,24.5
2017-02-08,28.25
2017-02-09,29.3
2017-02-10,29.6
2017-02-13,27.95
2017-02-14,25.75
2017-02-15,27.35
2017-02-16,27.95
2017-02-17,28.2
2017-02-20,27.6
2017-02-21,28.55
2017-02-22,27.7
2017-02-23,27.8
2017-02-27,27.85
2017-02-28,28.0
2017-03-01,27.9
2017-03-02,27.85
2017-03-03,27.65
2017-03-06,27.45
2017-03-07,27.45
2017-03-08,27.0
2017-03-09,27.45
2017-03-10,26.65
2017-03-14,26.2
2017-03-15,26.55
2017-03-16,26.75
2017-03-17,27.15
2017-03-20,27.6
2017-03-21,27.0
2017-03-22,26.9
2017-03-23,27.05
2017-03-24,28.2
2017-03-27,27.8
2017-03-28,27.8
2017-03-29,28.05
2017-03-30,28.95
2017-03-31,30.25
2017-04-03,31.95
2017-04-05,30.7
2017-04-06,31.45
2017-04-07,30.5
2017-04-10,31.05
2017-04-11,30.6
2017-04-12,29.75
2017-04-13,29.45
2017-04-17,31.9
2017-04-18,29.9
2017-04-19,31.7
2017-04-20,31.8
2017-04-21,31.55
2017-04-24,31.0
2017-04-25,31.05
2017-04-26,31.5
2017-04-27,30.85
2017-04-28,30.9
2017-05-02,32.5
2017-05-03,32.35
2017-05-04,33.25
2017-05-05,32.55
2017-05-08,32.85
2017-05-09,32.3
2017-05-10,31.7
2017-05-11,31.6
2017-05-12,31.0
2017-05-15,30.85
2017-05-16,31.45
2017-05-17,31.6
2017-05-18,30.45
2017-05-19,28.85
2017-05-22,29.65
2017-05-23,28.7
2017-05-24,28.5
2017-05-25,28.55
2017-05-26,29.8
2017-05-29,28.35
2017-05-30,27.75
2017-05-31,27.9
2017-06-01,29.15
2017-06-02,29.6
2017-06-05,29.4
2017-06-06,28.9
2017-06-07,33.15
2017-06-08,35.95
2017-06-09,36.35
2017-06-12,35.85
2017-06-13,35.1
2017-06-14,34.3
2017-06-15,32.5
2017-06-16,34.4
2017-06-19,34.7
2017-06-20,34.1
2017-06-21,33.7
2017-06-22,33.2
2017-06-23,32.5
2017-06-27,31.4
2017-06-28,31.95
2017-06-29,32.35
2017-06-30,31.95
2017-07-03,33.35
2017-07-04,33.35
2017-07-05,34.1
2017-07-06,35.6
2017-07-07,34.75
2017-07-10,34.85
2017-07-11,34.3
2017-07-12,34.05
2017-07-13,34.75
2017-07-14,34.5
2017-07-17,34.6
2017-07-18,35.3
2017-07-19,37.7
2017-07-20,37.55
2017-07-21,38.65
2017-07-24,40.0
2017-07-25,38.6
2017-07-26,38.85
2017-07-27,37.3
2017-07-28,38.35
2017-07-31,38.1
2017-08-01,37.6
2017-08-02,37.45
2017-08-03,37.15
2017-08-04,37.9
2017-08-07,37.4
2017-08-08,36.1
2017-08-09,36.55
2017-08-10,36.05
2017-08-11,35.5
2017-08-14,36.75
2017-08-16,37.95
2017-08-17,38.4
2017-08-18,38.5
2017-08-21,38.9
2017-08-22,41.25
2017-08-23,42.9
2017-08-24,43.95
2017-08-28,46.3
2017-08-29,44.3
2017-08-30,46.2
2017-08-31,46.4
2017-09-01,45.4
2017-09-04,43.9
2017-09-05,45.7
2017-09-06,49.35
2017-09-07,55.95
2017-09-08,56.55
2017-09-11,52.9
2017-09-12,53.45
2017-09-13,54.05
2017-09-14,54.35
2017-09-15,53.9
2017-09-18,52.95
2017-09-19,52.3
2017-09-20,55.9
2017-09-21,54.3
2017-09-22,50.7
2017-09-25,48.25
2017-09-26,51.65
2017-09-27,49.6
2017-09-28,50.2
2017-09-29,51.1
2017-10-03,51.15
2017-10-04,51.4
2017-10-05,53.1
2017-10-06,52.6
2017-10-09,51.8
2017-10-10,52.8
2017-10-11,50.4
2017-10-12,51.35
2017-10-13,50.5
2017-10-16,50.5
2017-10-17,50.1
2017-10-18,49.1
2017-10-19,49.6
2017-10-23,49.3
2017-10-24,48.55
2017-10-25,48.55
2017-10-26,47.0
2017-10-27,50.45
2017-10-30,51.7
2017-10-31,51.6
2017-11-01,50.85
2017-11-02,49.75
2017-11-03,50.7
2017-11-06,49.15
2017-11-07,49.0
2017-11-08,47.75
2017-11-09,47.7
2017-11-10,47.9
2017-11-13,47.75
2017-11-14,48.35
2017-11-15,47.0
2017-11-16,46.6
2017-11-17,47.05
2017-11-20,49.8
2017-11-21,50.25
2017-11-22,52.05
2017-11-23,52.15
2017-11-24,53.55
2017-11-27,54.1
2017-11-28,55.15
2017-11-29,54.15
2017-11-30,54.15
2017-12-01,51.8
2017-12-04,50.85
2017-12-05,49.15
2017-12-06,50.2
2017-12-07,49.7
2017-12-08,54.85
2017-12-11,52.1
2017-12-12,50.1
2017-12-13,50.1
2017-12-14,50.6
2017-12-15,51.25
2017-12-18,49.75
2017-12-19,49.95
2017-12-20,49.85
2017-12-21,49.95
2017-12-22,50.0
2017-12-26,49.4
2017-12-27,48.55
2017-12-28,48.3
2017-12-29,48.45
