Date,CYIENT
2017-01-02,492.25
2017-01-03,491.95
2017-01-04,491.9
2017-01-05,491.4
2017-01-06,486.95
2017-01-09,485.55
2017-01-10,487.05
2017-01-11,492.2
2017-01-12,496.65
2017-01-13,502.25
2017-01-16,496.15
2017-01-17,489.2
2017-01-18,479.3
2017-01-19,477.55
2017-01-20,465.0
2017-01-23,466.6
2017-01-24,471.75
2017-01-25,472.1
2017-01-27,467.2
2017-01-30,468.35
2017-01-31,460.95
2017-02-01,448.4
2017-02-02,454.3
2017-02-03,456.9
2017-02-06,464.6
2017-02-07,464.6
2017-02-08,463.6
2017-02-09,466.75
2017-02-10,468.85
2017-02-13,468.1
2017-02-14,468.0
2017-02-15,465.25
2017-02-16,470.1
2017-02-17,470.85
2017-02-20,470.15
2017-02-21,473.6
2017-02-22,475.05
2017-02-23,471.75
2017-02-27,476.3
2017-02-28,482.75
2017-03-01,478.25
2017-03-02,475.4
2017-03-03,470.9
2017-03-06,470.05
2017-03-07,471.85
2017-03-08,465.85
2017-03-09,468.25
2017-03-10,466.65
2017-03-14,468.0
2017-03-15,465.45
2017-03-16,465.2
2017-03-17,464.6
2017-03-20,482.4
2017-03-21,472.1
2017-03-22,471.6
2017-03-23,471.95
2017-03-24,474.5
2017-03-27,475.3
2017-03-28,473.4
2017-03-29,474.8
2017-03-30,474.8
2017-03-31,467.5
2017-04-03,465.35
2017-04-05,484.45
2017-04-06,486.4
2017-04-07,476.4
2017-04-10,473.1
2017-04-11,472.15
2017-04-12,477.7
2017-04-13,479.25
2017-04-17,483.5
2017-04-18,487.4
2017-04-19,493.6
2017-04-20,502.65
2017-04-21,520.75
2017-04-24,540.25
2017-04-25,535.6
2017-04-26,533.05
2017-04-27,537.85
2017-04-28,547.65
2017-05-02,557.1
2017-05-03,547.15
2017-05-04,527.7
2017-05-05,513.95
2017-05-08,532.7
2017-05-09,533.3
2017-05-10,535.1
2017-05-11,531.0
2017-05-12,529.0
2017-05-15,531.75
2017-05-16,539.05
2017-05-17,527.3
2017-05-18,516.55
2017-05-19,513.5
2017-05-22,505.1
2017-05-23,506.75
2017-05-24,503.15
2017-05-25,503.3
2017-05-26,503.45
2017-05-29,503.15
2017-05-30,501.15
2017-05-31,478.0
2017-06-01,494.85
2017-06-02,504.25
2017-06-05,507.3
2017-06-06,526.8
2017-06-07,524.85
2017-06-08,526.9
2017-06-09,524.0
2017-06-12,525.1
2017-06-13,524.95
2017-06-14,522.6
2017-06-15,505.5
2017-06-16,507.7
2017-06-19,509.5
2017-06-20,507.5
2017-06-21,506.7
2017-06-22,514.15
2017-06-23,514.35
2017-06-27,509.3
2017-06-28,510.2
2017-06-29,510.2
2017-06-30,507.7
2017-07-03,510.55
2017-07-04,520.15
2017-07-05,526.2
2017-07-06,527.65
2017-07-07,520.05
2017-07-10,523.65
2017-07-11,528.2
2017-07-12,524.5
2017-07-13,512.85
2017-07-14,510.6
2017-07-17,515.6
2017-07-18,517.25
2017-07-19,523.7
2017-07-20,521.1
2017-07-21,532.05
2017-07-24,544.25
2017-07-25,538.15
2017-07-26,534.25
2017-07-27,525.75
2017-07-28,525.6
2017-07-31,524.85
2017-08-01,525.6
2017-08-02,525.55
2017-08-03,528.35
2017-08-04,527.55
2017-08-07,523.7
2017-08-08,527.65
2017-08-09,524.3
2017-08-10,507.6
2017-08-11,492.95
2017-08-14,490.9
2017-08-16,499.9
2017-08-17,507.05
2017-08-18,510.0
2017-08-21,505.85
2017-08-22,515.25
2017-08-23,520.95
2017-08-24,530.6
2017-08-28,536.55
2017-08-29,528.4
2017-08-30,530.15
2017-08-31,531.0
2017-09-01,534.8
2017-09-04,532.35
2017-09-05,529.25
2017-09-06,530.05
2017-09-07,530.4
2017-09-08,530.25
2017-09-11,529.2
2017-09-12,529.35
2017-09-13,524.25
2017-09-14,509.55
2017-09-15,501.35
2017-09-18,505.65
2017-09-19,499.9
2017-09-20,493.5
2017-09-21,501.3
2017-09-22,511.85
2017-09-25,510.2
2017-09-26,525.7
2017-09-27,485.95
2017-09-28,515.7
2017-09-29,510.85
2017-10-03,507.5
2017-10-04,515.1
2017-10-05,508.0
2017-10-06,509.7
2017-10-09,520.55
2017-10-10,518.05
2017-10-11,518.9
2017-10-12,516.75
2017-10-13,539.05
2017-10-16,553.6
2017-10-17,552.95
2017-10-18,545.45
2017-10-19,550.05
2017-10-23,541.1
2017-10-24,559.8
2017-10-25,560.95
2017-10-26,569.75
2017-10-27,554.25
2017-10-30,557.7
2017-10-31,540.55
2017-11-01,542.15
2017-11-02,543.8
2017-11-03,530.55
2017-11-06,529.85
2017-11-07,525.55
2017-11-08,529.55
2017-11-09,539.1
2017-11-10,539.5
2017-11-13,540.35
2017-11-14,540.55
2017-11-15,537.5
2017-11-16,549.7
2017-11-17,544.55
2017-11-20,554.25
2017-11-21,557.4
2017-11-22,558.2
2017-11-23,581.65
2017-11-24,567.05
2017-11-27,571.5
2017-11-28,562.5
2017-11-29,557.9
2017-11-30,575.75
2017-12-01,562.0
2017-12-04,579.15
2017-12-05,581.45
2017-12-06,585.5
2017-12-07,590.15
2017-12-08,584.85
2017-12-11,578.7
2017-12-12,568.2
2017-12-13,558.4
2017-12-14,552.95
2017-12-15,554.25
2017-12-18,557.1
2017-12-19,558.55
2017-12-20,558.7
2017-12-21,570.95
2017-12-22,573.55
2017-12-26,564.75
2017-12-27,569.6
2017-12-28,580.6
2017-12-29,583.25
