Date,NAGAROIL
2017-01-02,4.85
2017-01-03,5.15
2017-01-04,5.1
2017-01-05,5.15
2017-01-06,5.05
2017-01-09,5.0
2017-01-10,5.0
2017-01-11,5.0
2017-01-12,4.95
2017-01-13,4.95
2017-01-16,4.9
2017-01-17,4.9
2017-01-18,4.9
2017-01-19,4.95
2017-01-20,4.85
2017-01-23,4.85
2017-01-24,4.85
2017-01-25,4.85
2017-01-27,4.95
2017-01-30,4.85
2017-01-31,4.9
2017-02-01,4.9
2017-02-02,5.0
2017-02-03,5.0
2017-02-06,5.1
2017-02-07,5.1
2017-02-08,5.0
2017-02-09,5.0
2017-02-10,4.95
2017-02-13,4.85
2017-02-14,4.8
2017-02-15,4.6
2017-02-16,4.75
2017-02-17,4.75
2017-02-20,4.7
2017-02-21,4.65
2017-02-22,4.6
2017-02-23,4.9
2017-02-27,4.75
2017-02-28,4.8
2017-03-01,4.8
2017-03-02,4.7
2017-03-03,4.75
2017-03-06,4.8
2017-03-07,4.7
2017-03-08,4.65
2017-03-09,4.5
2017-03-10,4.55
2017-03-14,4.55
2017-03-15,4.5
2017-03-16,4.75
2017-03-17,4.65
2017-03-20,4.7
2017-03-21,4.65
2017-03-22,4.65
2017-03-23,4.6
2017-03-24,4.6
2017-03-27,4.55
2017-03-28,4.55
2017-03-29,4.55
2017-03-30,4.55
2017-03-31,4.6
2017-04-03,4.65
2017-04-05,4.75
2017-04-06,4.65
2017-04-07,4.65
2017-04-10,4.65
2017-04-11,4.7
2017-04-12,4.7
2017-04-13,4.6
2017-04-17,4.65
2017-04-18,4.6
2017-04-19,4.55
2017-04-20,5.45
2017-04-21,5.65
2017-04-24,5.5
2017-04-25,5.4
2017-04-26,5.05
2017-04-27,4.95
2017-04-28,5.1
2017-05-02,4.95
2017-05-03,4.9
2017-05-04,4.95
2017-05-05,4.85
2017-05-08,4.8
2017-05-09,4.85
2017-05-10,4.75
2017-05-11,4.8
2017-05-12,4.7
2017-05-15,4.7
2017-05-16,4.75
2017-05-17,4.7
2017-05-18,4.7
2017-05-19,4.65
2017-05-22,4.55
2017-05-23,4.5
2017-05-24,4.45
2017-05-25,4.45
2017-05-26,4.55
2017-05-29,4.45
2017-05-30,4.35
2017-05-31,4.4
2017-06-01,4.45
2017-06-02,4.45
2017-06-05,4.35
2017-06-06,4.3
2017-06-07,4.25
2017-06-08,4.25
2017-06-09,4.25
2017-06-12,4.2
2017-06-13,4.3
2017-06-14,4.2
2017-06-15,4.15
2017-06-16,4.2
2017-06-19,4.1
2017-06-20,4.15
2017-06-21,4.1
2017-06-22,4.15
2017-06-23,4.05
2017-06-27,4.1
2017-06-28,4.05
2017-06-29,4.05
2017-06-30,4.2
2017-07-03,4.2
2017-07-04,4.1
2017-07-05,4.15
2017-07-06,4.15
2017-07-07,4.1
2017-07-10,4.05
2017-07-11,4.1
2017-07-12,4.1
2017-07-13,4.0
2017-07-14,4.05
2017-07-17,4.0
2017-07-18,4.05
2017-07-19,3.95
2017-07-20,4.0
2017-07-21,4.0
2017-07-24,4.15
2017-07-25,4.2
2017-07-26,4.55
2017-07-27,4.25
2017-07-28,4.1
2017-07-31,4.1
2017-08-01,4.1
2017-08-02,4.05
2017-08-03,4.0
2017-08-04,3.95
2017-08-07,4.0
2017-08-08,3.9
2017-08-09,3.9
2017-08-10,3.75
2017-08-11,3.65
2017-08-14,3.8
2017-08-16,3.85
2017-08-17,3.8
2017-08-18,3.75
2017-08-21,3.7
2017-08-22,3.55
2017-08-23,3.65
2017-08-24,3.7
2017-08-28,3.6
2017-08-29,3.45
2017-08-30,3.05
2017-08-31,3.1
2017-09-01,3.3
2017-09-04,3.2
2017-09-05,3.25
2017-09-06,3.2
2017-09-07,3.25
2017-09-08,3.2
2017-09-11,3.15
2017-09-12,3.2
2017-09-13,3.2
2017-09-14,3.2
2017-09-15,3.1
2017-09-18,3.1
2017-09-19,3.05
2017-09-20,3.05
2017-09-21,3.05
2017-09-22,3.0
2017-09-25,3.0
2017-09-26,3.0
2017-09-27,2.9
2017-09-28,2.9
2017-09-29,2.95
2017-10-03,2.9
2017-10-04,2.9
2017-10-05,2.95
2017-10-06,2.95
2017-10-09,2.95
2017-10-10,3.2
2017-10-11,3.1
2017-10-12,3.1
2017-10-13,3.1
2017-10-16,3.05
2017-10-17,3.15
2017-10-18,3.1
2017-10-19,3.15
2017-10-23,3.15
2017-10-24,3.15
2017-10-25,3.25
2017-10-26,3.2
2017-10-27,3.45
2017-10-30,3.85
2017-10-31,3.85
2017-11-01,3.85
2017-11-02,3.8
2017-11-03,3.65
2017-11-06,3.7
2017-11-07,3.6
2017-11-08,3.5
2017-11-09,3.45
2017-11-10,3.55
2017-11-13,3.4
2017-11-14,3.35
2017-11-15,3.3
2017-11-16,3.25
2017-11-17,3.9
2017-11-20,4.5
2017-11-21,4.25
2017-11-22,4.05
2017-11-23,4.05
2017-11-24,4.05
2017-11-27,4.0
2017-11-28,4.15
2017-11-29,4.3
2017-11-30,4.2
2017-12-01,4.15
2017-12-04,4.1
2017-12-05,4.05
2017-12-06,3.95
2017-12-07,4.0
2017-12-08,4.0
2017-12-11,3.95
2017-12-12,3.95
2017-12-13,3.9
2017-12-14,3.9
2017-12-15,3.85
2017-12-18,3.8
2017-12-19,3.75
2017-12-20,3.65
2017-12-21,4.05
2017-12-22,4.05
2017-12-26,4.05
2017-12-27,4.0
2017-12-28,4.05
2017-12-29,4.15
