Date,DONEAR
2017-01-02,63.25
2017-01-03,64.75
2017-01-04,63.3
2017-01-05,63.7
2017-01-06,61.3
2017-01-09,60.3
2017-01-10,60.05
2017-01-11,63.05
2017-01-12,62.0
2017-01-13,61.65
2017-01-16,62.1
2017-01-17,61.55
2017-01-18,61.2
2017-01-19,60.75
2017-01-20,59.35
2017-01-23,59.55
2017-01-24,59.25
2017-01-25,58.7
2017-01-27,58.4
2017-01-30,57.75
2017-01-31,57.25
2017-02-01,57.9
2017-02-02,57.15
2017-02-03,57.2
2017-02-06,60.05
2017-02-07,63.0
2017-02-08,65.0
2017-02-09,67.65
2017-02-10,66.85
2017-02-13,64.05
2017-02-14,69.4
2017-02-15,66.85
2017-02-16,69.45
2017-02-17,67.8
2017-02-20,68.45
2017-02-21,67.65
2017-02-22,68.5
2017-02-23,71.1
2017-02-27,74.5
2017-02-28,76.25
2017-03-01,77.75
2017-03-02,74.3
2017-03-03,76.55
2017-03-06,77.95
2017-03-07,75.9
2017-03-08,74.75
2017-03-09,71.4
2017-03-10,70.6
2017-03-14,73.45
2017-03-15,77.5
2017-03-16,78.15
2017-03-17,76.8
2017-03-20,79.75
2017-03-21,81.4
2017-03-22,81.45
2017-03-23,82.2
2017-03-24,81.3
2017-03-27,83.0
2017-03-28,82.65
2017-03-29,78.65
2017-03-30,77.65
2017-03-31,78.45
2017-04-03,78.1
2017-04-05,77.4
2017-04-06,76.7
2017-04-07,76.95
2017-04-10,77.2
2017-04-11,77.5
2017-04-12,77.1
2017-04-13,76.6
2017-04-17,76.0
2017-04-18,75.5
2017-04-19,75.0
2017-04-20,77.7
2017-04-21,76.85
2017-04-24,76.95
2017-04-25,76.2
2017-04-26,75.8
2017-04-27,75.5
2017-04-28,74.55
2017-05-02,73.2
2017-05-03,77.25
2017-05-04,75.9
2017-05-05,74.4
2017-05-08,74.7
2017-05-09,74.75
2017-05-10,74.2
2017-05-11,74.3
2017-05-12,73.8
2017-05-15,74.1
2017-05-16,73.15
2017-05-17,73.05
2017-05-18,71.15
2017-05-19,69.25
2017-05-22,73.1
2017-05-23,69.55
2017-05-24,67.05
2017-05-25,67.75
2017-05-26,69.6
2017-05-29,68.55
2017-05-30,68.0
2017-05-31,68.65
2017-06-01,67.4
2017-06-02,67.3
2017-06-05,68.3
2017-06-06,67.35
2017-06-07,66.25
2017-06-08,66.7
2017-06-09,65.05
2017-06-12,62.9
2017-06-13,63.5
2017-06-14,69.3
2017-06-15,70.0
2017-06-16,69.1
2017-06-19,71.15
2017-06-20,71.6
2017-06-21,69.2
2017-06-22,70.65
2017-06-23,67.25
2017-06-27,69.75
2017-06-28,68.25
2017-06-29,68.6
2017-06-30,69.15
2017-07-03,68.3
2017-07-04,69.8
2017-07-05,69.45
2017-07-06,68.95
2017-07-07,68.85
2017-07-10,74.6
2017-07-11,73.0
2017-07-12,71.35
2017-07-13,68.55
2017-07-14,68.75
2017-07-17,68.65
2017-07-18,67.75
2017-07-19,67.55
2017-07-20,66.55
2017-07-21,67.1
2017-07-24,65.5
2017-07-25,63.4
2017-07-26,65.65
2017-07-27,64.3
2017-07-28,65.6
2017-07-31,64.95
2017-08-01,63.65
2017-08-02,64.3
2017-08-03,63.85
2017-08-04,64.0
2017-08-07,63.7
2017-08-08,63.95
2017-08-09,62.2
2017-08-10,58.0
2017-08-11,55.05
2017-08-14,60.1
2017-08-16,59.95
2017-08-17,60.0
2017-08-18,58.95
2017-08-21,56.25
2017-08-22,55.2
2017-08-23,57.35
2017-08-24,56.8
2017-08-28,55.95
2017-08-29,55.4
2017-08-30,59.8
2017-08-31,61.2
2017-09-01,61.6
2017-09-04,62.55
2017-09-05,63.1
2017-09-06,63.75
2017-09-07,66.7
2017-09-08,65.05
2017-09-11,64.9
2017-09-12,64.4
2017-09-13,60.15
2017-09-14,59.55
2017-09-15,59.8
2017-09-18,59.2
2017-09-19,58.75
2017-09-20,58.55
2017-09-21,58.25
2017-09-22,56.5
2017-09-25,55.1
2017-09-26,56.05
2017-09-27,55.6
2017-09-28,54.95
2017-09-29,56.3
2017-10-03,57.45
2017-10-04,55.6
2017-10-05,55.3
2017-10-06,58.35
2017-10-09,59.2
2017-10-10,57.5
2017-10-11,57.5
2017-10-12,59.85
2017-10-13,58.9
2017-10-16,60.3
2017-10-17,60.8
2017-10-18,62.4
2017-10-19,61.0
2017-10-23,61.7
2017-10-24,60.9
2017-10-25,60.15
2017-10-26,59.35
2017-10-27,59.5
2017-10-30,61.7
2017-10-31,62.15
2017-11-01,61.3
2017-11-02,60.4
2017-11-03,59.6
2017-11-06,59.65
2017-11-07,59.05
2017-11-08,57.4
2017-11-09,58.4
2017-11-10,58.55
2017-11-13,62.2
2017-11-14,61.65
2017-11-15,60.2
2017-11-16,61.55
2017-11-17,61.25
2017-11-20,64.6
2017-11-21,69.5
2017-11-22,70.1
2017-11-23,70.2
2017-11-24,77.95
2017-11-27,86.45
2017-11-28,82.15
2017-11-29,84.55
2017-11-30,81.95
2017-12-01,79.7
2017-12-04,76.4
2017-12-05,69.1
2017-12-06,70.4
