Date,GODFRYPHLP
2017-01-02,1014.1
2017-01-03,1027.75
2017-01-04,1063.1
2017-01-05,1054.15
2017-01-06,1034.05
2017-01-09,1036.2
2017-01-10,1066.55
2017-01-11,1053.8
2017-01-12,1067.5
2017-01-13,1068.5
2017-01-16,1052.5
2017-01-17,1048.35
2017-01-18,1057.8
2017-01-19,1048.7
2017-01-20,1028.65
2017-01-23,1044.55
2017-01-24,1053.9
2017-01-25,1051.45
2017-01-27,1049.95
2017-01-30,1030.6
2017-01-31,1010.7
2017-02-01,1024.95
2017-02-02,1042.3
2017-02-03,1070.95
2017-02-06,1060.35
2017-02-07,1063.7
2017-02-08,1073.9
2017-02-09,1062.65
2017-02-10,1050.45
2017-02-13,1057.1
2017-02-14,1043.75
2017-02-15,1022.65
2017-02-16,1022.95
2017-02-17,1042.6
2017-02-20,1041.0
2017-02-21,1037.2
2017-02-22,1032.25
2017-02-23,1035.75
2017-02-27,1037.4
2017-02-28,1036.5
2017-03-01,1051.4
2017-03-02,1027.85
2017-03-03,1017.1
2017-03-06,1009.85
2017-03-07,998.75
2017-03-08,998.15
2017-03-09,1005.5
2017-03-10,1021.2
2017-03-14,1077.25
2017-03-15,1258.7
2017-03-16,1284.15
2017-03-17,1303.4
2017-03-20,1247.95
2017-03-21,1228.85
2017-03-22,1178.05
2017-03-23,1181.1
2017-03-24,1176.8
2017-03-27,1117.8
2017-03-28,1184.25
2017-03-29,1141.3
2017-03-30,1142.85
2017-03-31,1133.1
2017-04-03,1158.0
2017-04-05,1148.4
2017-04-06,1139.15
2017-04-07,1142.35
2017-04-10,1138.8
2017-04-11,1137.8
2017-04-12,1121.1
2017-04-13,1111.55
2017-04-17,1123.05
2017-04-18,1088.0
2017-04-19,1081.45
2017-04-20,1149.45
2017-04-21,1135.75
2017-04-24,1159.45
2017-04-25,1210.15
2017-04-26,1187.55
2017-04-27,1228.95
2017-04-28,1193.4
2017-05-02,1221.05
2017-05-03,1243.5
2017-05-04,1226.15
2017-05-05,1195.65
2017-05-08,1179.1
2017-05-09,1195.85
2017-05-10,1202.25
2017-05-11,1290.1
2017-05-12,1256.5
2017-05-15,1266.1
2017-05-16,1249.35
2017-05-17,1288.05
2017-05-18,1240.75
2017-05-19,1253.0
2017-05-22,1236.3
2017-05-23,1181.05
2017-05-24,1170.0
2017-05-25,1212.25
2017-05-26,1231.7
2017-05-29,1197.95
2017-05-30,1212.05
2017-05-31,1228.7
2017-06-01,1256.65
2017-06-02,1260.5
2017-06-05,1259.5
