Date,GRINDWELL
2017-01-02,326.0
2017-01-03,328.55
2017-01-04,328.05
2017-01-05,323.65
2017-01-06,319.95
2017-01-09,328.35
2017-01-10,325.3
2017-01-11,325.5
2017-01-12,322.4
2017-01-13,324.15
2017-01-16,322.3
2017-01-17,327.35
2017-01-18,328.7
2017-01-19,326.85
2017-01-20,323.2
2017-01-23,320.45
2017-01-24,324.15
2017-01-25,326.3
2017-01-27,326.9
2017-01-30,320.3
2017-01-31,316.25
2017-02-01,322.35
2017-02-02,321.9
2017-02-03,322.45
2017-02-06,327.65
2017-02-07,329.5
2017-02-08,329.9
2017-02-09,329.9
2017-02-10,326.5
2017-02-13,322.6
2017-02-14,324.05
2017-02-15,319.0
2017-02-16,322.7
2017-02-17,330.65
2017-02-20,338.0
2017-02-21,335.8
2017-02-22,339.8
2017-02-23,332.3
2017-02-27,332.95
2017-02-28,329.45
2017-03-01,335.75
2017-03-02,330.95
2017-03-03,335.45
2017-03-06,339.75
2017-03-07,341.9
2017-03-08,337.25
2017-03-09,338.85
2017-03-10,333.9
2017-03-14,336.2
2017-03-15,339.05
2017-03-16,343.8
2017-03-17,344.35
2017-03-20,338.15
2017-03-21,341.0
2017-03-22,338.2
2017-03-23,338.05
2017-03-24,340.7
2017-03-27,338.7
2017-03-28,339.7
2017-03-29,349.75
2017-03-30,355.9
2017-03-31,355.45
2017-04-03,353.55
2017-04-05,347.65
2017-04-06,352.05
2017-04-07,356.85
2017-04-10,360.65
2017-04-11,391.25
2017-04-12,390.65
2017-04-13,393.9
2017-04-17,379.9
2017-04-18,383.7
2017-04-19,390.45
2017-04-20,391.6
2017-04-21,394.1
2017-04-24,389.95
2017-04-25,388.55
2017-04-26,380.75
2017-04-27,388.6
2017-04-28,387.1
2017-05-02,398.0
2017-05-03,387.8
2017-05-04,392.05
2017-05-05,391.0
2017-05-08,389.95
2017-05-09,387.8
2017-05-10,389.45
2017-05-11,390.85
2017-05-12,386.0
2017-05-15,384.45
2017-05-16,379.15
2017-05-17,388.7
2017-05-18,385.5
2017-05-19,380.4
2017-05-22,380.75
2017-05-23,380.55
2017-05-24,381.4
2017-05-25,391.1
2017-05-26,387.5
2017-05-29,387.25
2017-05-30,390.2
2017-05-31,405.6
2017-06-01,393.95
2017-06-02,396.05
2017-06-05,397.5
2017-06-06,400.45
2017-06-07,405.4
2017-06-08,402.4
2017-06-09,400.9
2017-06-12,398.95
2017-06-13,400.8
2017-06-14,400.25
2017-06-15,395.25
2017-06-16,390.9
2017-06-19,393.3
2017-06-20,409.5
2017-06-21,401.3
2017-06-22,401.25
2017-06-23,401.35
2017-06-27,387.05
2017-06-28,386.2
2017-06-29,392.85
2017-06-30,402.4
2017-07-03,425.35
2017-07-04,428.6
2017-07-05,428.05
2017-07-06,424.55
2017-07-07,421.1
2017-07-10,412.75
2017-07-11,418.1
2017-07-12,416.2
2017-07-13,414.05
2017-07-14,436.4
2017-07-17,427.1
2017-07-18,416.25
2017-07-19,428.55
2017-07-20,429.05
2017-07-21,428.25
2017-07-24,425.7
2017-07-25,419.7
2017-07-26,427.55
2017-07-27,424.6
2017-07-28,421.5
2017-07-31,423.6
2017-08-01,420.7
2017-08-02,417.55
2017-08-03,417.1
2017-08-04,407.6
2017-08-07,411.15
2017-08-08,406.9
2017-08-09,393.7
2017-08-10,371.35
2017-08-11,380.6
2017-08-14,386.8
2017-08-16,394.0
2017-08-17,392.0
2017-08-18,394.65
2017-08-21,390.55
2017-08-22,393.85
2017-08-23,399.55
2017-08-24,399.55
2017-08-28,393.5
2017-08-29,401.3
2017-08-30,400.85
2017-08-31,400.9
2017-09-01,398.55
2017-09-04,400.85
2017-09-05,402.1
2017-09-06,397.45
2017-09-07,399.95
2017-09-08,407.0
2017-09-11,410.1
2017-09-12,406.85
2017-09-13,408.65
2017-09-14,406.9
2017-09-15,412.75
2017-09-18,415.3
2017-09-19,420.3
2017-09-20,420.25
2017-09-21,422.4
2017-09-22,420.2
2017-09-25,419.7
2017-09-26,421.25
2017-09-27,415.2
2017-09-28,418.1
2017-09-29,421.0
2017-10-03,423.7
2017-10-04,420.85
2017-10-05,419.45
2017-10-06,419.3
2017-10-09,419.25
2017-10-10,419.65
2017-10-11,426.15
2017-10-12,425.3
2017-10-13,420.0
2017-10-16,437.8
2017-10-17,434.6
2017-10-18,440.15
2017-10-19,437.75
2017-10-23,437.2
2017-10-24,440.3
2017-10-25,445.35
2017-10-26,460.5
2017-10-27,471.6
2017-10-30,473.3
2017-10-31,475.25
2017-11-01,493.1
2017-11-02,491.25
2017-11-03,487.35
2017-11-06,484.1
2017-11-07,475.05
2017-11-08,469.65
2017-11-09,470.9
2017-11-10,471.45
2017-11-13,474.85
2017-11-14,470.6
2017-11-15,470.1
2017-11-16,480.05
2017-11-17,494.5
2017-11-20,500.2
2017-11-21,500.4
2017-11-22,502.0
2017-11-23,503.1
2017-11-24,521.45
2017-11-27,513.5
2017-11-28,519.8
2017-11-29,523.45
2017-11-30,515.9
2017-12-01,510.25
2017-12-04,508.1
2017-12-05,521.45
2017-12-06,524.35
2017-12-07,515.6
2017-12-08,524.2
2017-12-11,522.65
2017-12-12,515.2
2017-12-13,515.15
2017-12-14,518.75
2017-12-15,515.7
2017-12-18,519.65
2017-12-19,519.8
2017-12-20,520.25
2017-12-21,537.45
2017-12-22,541.15
2017-12-26,541.7
2017-12-27,530.2
2017-12-28,530.65
2017-12-29,547.65
