Date,TIMKEN
2017-01-02,620.5
2017-01-03,642.75
2017-01-04,642.9
2017-01-05,627.75
2017-01-06,619.3
2017-01-09,621.35
2017-01-10,618.2
2017-01-11,631.4
2017-01-12,627.95
2017-01-13,622.95
2017-01-16,632.85
2017-01-17,629.0
2017-01-18,650.4
2017-01-19,646.8
2017-01-20,632.25
2017-01-23,641.25
2017-01-24,642.7
2017-01-25,656.4
2017-01-27,652.35
2017-01-30,644.5
2017-01-31,645.65
2017-02-01,654.8
2017-02-02,639.7
2017-02-03,606.95
2017-02-06,621.1
2017-02-07,613.7
2017-02-08,612.55
2017-02-09,607.45
2017-02-10,630.0
2017-02-13,625.45
2017-02-14,624.55
2017-02-15,617.2
2017-02-16,612.55
2017-02-17,611.6
2017-02-20,611.75
2017-02-21,611.8
2017-02-22,611.75
2017-02-23,608.05
2017-02-27,608.1
2017-02-28,609.3
2017-03-01,607.1
2017-03-02,607.1
2017-03-03,604.5
2017-03-06,608.6
2017-03-07,602.5
2017-03-08,611.85
2017-03-09,614.15
2017-03-10,615.05
2017-03-14,611.3
2017-03-15,615.85
2017-03-16,629.7
2017-03-17,633.9
2017-03-20,620.8
2017-03-21,617.5
2017-03-22,616.4
2017-03-23,610.2
2017-03-24,612.45
2017-03-27,611.65
2017-03-28,616.3
2017-03-29,635.7
2017-03-30,626.15
2017-03-31,645.05
2017-04-03,644.2
2017-04-05,636.8
2017-04-06,647.2
2017-04-07,671.55
2017-04-10,693.55
2017-04-11,707.6
2017-04-12,699.95
2017-04-13,705.8
2017-04-17,710.4
2017-04-18,713.8
2017-04-19,717.5
2017-04-20,719.9
2017-04-21,719.65
2017-04-24,729.8
2017-04-25,734.95
2017-04-26,722.3
2017-04-27,718.4
2017-04-28,723.75
2017-05-02,728.6
2017-05-03,725.35
2017-05-04,723.9
2017-05-05,724.9
2017-05-08,728.0
2017-05-09,716.15
2017-05-10,724.9
2017-05-11,708.85
2017-05-12,695.85
2017-05-15,705.6
2017-05-16,704.6
2017-05-17,720.25
2017-05-18,721.1
2017-05-19,719.75
2017-05-22,720.1
2017-05-23,691.6
2017-05-24,695.35
2017-05-25,680.05
2017-05-26,699.2
2017-05-29,690.45
2017-05-30,670.9
2017-05-31,678.2
2017-06-01,678.35
2017-06-02,678.8
2017-06-05,684.95
2017-06-06,687.2
2017-06-07,691.1
2017-06-08,692.7
2017-06-09,704.05
2017-06-12,690.45
2017-06-13,686.85
2017-06-14,691.05
2017-06-15,690.2
2017-06-16,697.15
2017-06-19,681.35
2017-06-20,678.95
2017-06-21,671.65
2017-06-22,670.9
2017-06-23,659.6
2017-06-27,648.0
2017-06-28,676.05
2017-06-29,676.0
2017-06-30,668.4
2017-07-03,672.2
2017-07-04,673.35
2017-07-05,780.95
2017-07-06,780.0
2017-07-07,759.1
2017-07-10,764.1
2017-07-11,751.4
2017-07-12,739.5
2017-07-13,723.65
2017-07-14,714.15
2017-07-17,708.4
2017-07-18,710.9
2017-07-19,767.45
2017-07-20,737.7
2017-07-21,724.85
2017-07-24,717.95
2017-07-25,712.35
2017-07-26,725.15
2017-07-27,731.05
2017-07-28,734.7
2017-07-31,719.95
2017-08-01,718.25
2017-08-02,718.5
2017-08-03,712.65
2017-08-04,698.65
2017-08-07,711.9
2017-08-08,692.3
2017-08-09,680.8
2017-08-10,692.25
2017-08-11,677.2
2017-08-14,684.35
2017-08-16,697.2
2017-08-17,722.7
2017-08-18,712.3
2017-08-21,720.65
2017-08-22,699.65
2017-08-23,716.8
2017-08-24,722.55
2017-08-28,719.8
2017-08-29,718.0
2017-08-30,722.2
2017-08-31,719.65
2017-09-01,712.35
2017-09-04,705.15
2017-09-05,720.3
2017-09-06,733.2
2017-09-07,749.2
2017-09-08,753.65
2017-09-11,754.0
2017-09-12,741.5
2017-09-13,749.45
2017-09-14,759.65
2017-09-15,786.0
2017-09-18,792.2
2017-09-19,779.55
2017-09-20,764.15
2017-09-21,764.75
2017-09-22,754.55
2017-09-25,738.95
2017-09-26,757.15
2017-09-27,758.75
2017-09-28,759.05
2017-09-29,772.2
2017-10-03,776.05
2017-10-04,765.85
2017-10-05,763.55
2017-10-06,764.6
2017-10-09,771.45
2017-10-10,767.75
2017-10-11,758.7
2017-10-12,760.8
2017-10-13,768.35
2017-10-16,773.75
2017-10-17,779.9
2017-10-18,779.4
2017-10-19,772.25
2017-10-23,766.35
2017-10-24,779.25
2017-10-25,777.5
2017-10-26,784.4
2017-10-27,771.65
2017-10-30,771.5
2017-10-31,774.8
2017-11-01,783.7
2017-11-02,774.1
2017-11-03,784.95
2017-11-06,774.35
2017-11-07,777.5
2017-11-08,781.6
2017-11-09,787.9
2017-11-10,784.8
2017-11-13,783.3
2017-11-14,788.0
2017-11-15,777.9
2017-11-16,786.6
2017-11-17,782.6
2017-11-20,803.45
2017-11-21,859.6
2017-11-22,851.5
2017-11-23,825.6
2017-11-24,847.9
2017-11-27,844.25
2017-11-28,854.1
2017-11-29,870.75
2017-11-30,869.7
2017-12-01,859.95
2017-12-04,887.7
2017-12-05,896.8
2017-12-06,884.7
2017-12-07,888.75
2017-12-08,878.75
2017-12-11,877.4
2017-12-12,870.65
2017-12-13,858.45
2017-12-14,855.95
2017-12-15,879.35
2017-12-18,882.6
2017-12-19,874.8
2017-12-20,887.1
2017-12-21,888.05
2017-12-22,894.35
2017-12-26,886.3
2017-12-27,893.65
2017-12-28,899.05
2017-12-29,879.95
