Date,UNICHEMLAB
2017-01-02,259.9
2017-01-03,260.75
2017-01-04,264.7
2017-01-05,266.1
2017-01-06,274.9
2017-01-09,277.8
2017-01-10,274.9
2017-01-11,275.85
2017-01-12,273.85
2017-01-13,273.75
2017-01-16,273.75
2017-01-17,276.2
2017-01-18,273.6
2017-01-19,272.65
2017-01-20,269.6
2017-01-23,275.25
2017-01-24,275.45
2017-01-25,273.65
2017-01-27,269.2
2017-01-30,270.8
2017-01-31,270.45
2017-02-01,270.45
2017-02-02,273.3
2017-02-03,275.8
2017-02-06,279.15
2017-02-07,274.7
2017-02-08,273.45
2017-02-09,268.8
2017-02-10,270.1
2017-02-13,272.85
2017-02-14,278.3
2017-02-15,270.35
2017-02-16,271.4
2017-02-17,265.95
2017-02-20,267.05
2017-02-21,262.05
2017-02-22,255.8
2017-02-23,250.55
2017-02-27,250.9
2017-02-28,248.55
2017-03-01,251.1
2017-03-02,254.15
2017-03-03,257.15
2017-03-06,265.05
2017-03-07,263.6
2017-03-08,264.15
2017-03-09,279.9
2017-03-10,279.9
2017-03-14,283.55
2017-03-15,279.75
2017-03-16,281.75
2017-03-17,279.65
2017-03-20,291.7
2017-03-21,287.3
2017-03-22,281.9
2017-03-23,282.0
2017-03-24,279.75
2017-03-27,272.7
2017-03-28,273.4
2017-03-29,281.35
2017-03-30,285.35
2017-03-31,287.05
2017-04-03,282.95
2017-04-05,285.0
2017-04-06,281.25
2017-04-07,277.0
2017-04-10,276.5
2017-04-11,280.2
2017-04-12,277.15
2017-04-13,285.3
2017-04-17,290.95
2017-04-18,284.1
2017-04-19,280.3
2017-04-20,283.8
2017-04-21,285.7
2017-04-24,277.1
2017-04-25,275.8
2017-04-26,271.35
2017-04-27,281.25
2017-04-28,274.55
2017-05-02,273.2
2017-05-03,272.85
2017-05-04,271.9
2017-05-05,266.95
2017-05-08,265.5
2017-05-09,264.4
2017-05-10,262.9
2017-05-11,263.3
2017-05-12,263.25
2017-05-15,263.3
2017-05-16,264.35
2017-05-17,263.95
2017-05-18,260.6
2017-05-19,255.65
2017-05-22,256.7
2017-05-23,250.95
2017-05-24,252.1
2017-05-25,251.5
2017-05-26,245.8
2017-05-29,241.9
2017-05-30,253.55
2017-05-31,248.4
2017-06-01,250.85
2017-06-02,251.65
2017-06-05,249.25
2017-06-06,245.95
2017-06-07,253.3
2017-06-08,248.05
2017-06-09,253.9
2017-06-12,263.0
2017-06-13,266.1
2017-06-14,269.0
2017-06-15,267.75
2017-06-16,265.75
2017-06-19,263.75
2017-06-20,261.0
2017-06-21,263.05
2017-06-22,264.85
2017-06-23,259.45
2017-06-27,258.25
2017-06-28,260.0
2017-06-29,261.45
2017-06-30,268.35
2017-07-03,269.0
2017-07-04,267.1
2017-07-05,267.1
2017-07-06,263.9
2017-07-07,269.75
2017-07-10,270.2
2017-07-11,268.9
2017-07-12,272.15
2017-07-13,272.0
2017-07-14,273.9
2017-07-17,272.35
2017-07-18,272.0
2017-07-19,273.15
2017-07-20,273.85
2017-07-21,273.75
2017-07-24,272.8
2017-07-25,272.05
2017-07-26,271.15
2017-07-27,270.25
2017-07-28,266.75
2017-07-31,265.45
2017-08-01,265.55
2017-08-02,269.1
2017-08-03,268.55
2017-08-04,262.9
2017-08-07,261.45
2017-08-08,261.4
2017-08-09,251.95
2017-08-10,245.05
2017-08-11,240.7
2017-08-14,242.65
2017-08-16,250.25
2017-08-17,251.3
2017-08-18,248.8
2017-08-21,244.8
2017-08-22,244.0
2017-08-23,242.25
2017-08-24,242.2
2017-08-28,243.5
2017-08-29,241.95
2017-08-30,242.25
2017-08-31,244.55
2017-09-01,245.65
2017-09-04,241.25
2017-09-05,247.05
2017-09-06,248.65
2017-09-07,247.25
2017-09-08,247.85
2017-09-11,246.05
2017-09-12,246.35
2017-09-13,248.4
2017-09-14,247.35
2017-09-15,240.2
2017-09-18,243.25
2017-09-19,250.4
2017-09-20,245.35
2017-09-21,249.6
2017-09-22,243.3
2017-09-25,240.85
2017-09-26,237.8
2017-09-27,237.8
2017-09-28,237.95
2017-09-29,243.85
2017-10-03,248.6
2017-10-04,252.1
2017-10-05,257.2
2017-10-06,262.6
2017-10-09,262.7
2017-10-10,261.2
2017-10-11,252.35
2017-10-12,252.95
2017-10-13,253.85
2017-10-16,254.55
2017-10-17,252.25
2017-10-18,250.8
2017-10-19,251.1
2017-10-23,259.0
2017-10-24,260.15
2017-10-25,261.45
2017-10-26,287.3
2017-10-27,304.05
2017-10-30,311.8
2017-10-31,305.2
2017-11-01,316.95
2017-11-02,313.05
2017-11-03,314.3
2017-11-06,310.55
2017-11-07,296.6
2017-11-08,291.15
2017-11-09,304.0
2017-11-10,302.7
2017-11-13,291.9
2017-11-14,289.7
2017-11-15,285.95
2017-11-16,287.4
2017-11-17,291.5
2017-11-20,289.6
2017-11-21,289.7
2017-11-22,286.3
2017-11-23,291.25
2017-11-24,300.15
2017-11-27,300.6
2017-11-28,300.25
2017-11-29,297.5
2017-11-30,300.6
2017-12-01,294.75
2017-12-04,296.2
2017-12-05,297.6
2017-12-06,297.85
2017-12-07,297.9
2017-12-08,300.9
2017-12-11,301.4
2017-12-12,300.4
2017-12-13,296.85
2017-12-14,299.05
2017-12-15,305.0
2017-12-18,305.4
2017-12-19,306.0
2017-12-20,304.6
2017-12-21,304.45
2017-12-22,316.6
2017-12-26,320.55
2017-12-27,315.05
2017-12-28,323.45
2017-12-29,331.05
