Date,RAMKY
2017-01-02,63.85
2017-01-03,65.2
2017-01-04,68.05
2017-01-05,68.9
2017-01-06,68.35
2017-01-09,65.7
2017-01-10,62.55
2017-01-11,64.05
2017-01-12,63.45
2017-01-13,63.3
2017-01-16,64.55
2017-01-17,64.95
2017-01-18,66.1
2017-01-19,66.0
2017-01-20,65.3
2017-01-23,66.05
2017-01-24,70.55
2017-01-25,75.05
2017-01-27,73.3
2017-01-30,72.6
2017-01-31,72.75
2017-02-01,74.85
2017-02-02,73.55
2017-02-03,73.1
2017-02-06,74.1
2017-02-07,75.2
2017-02-08,75.7
2017-02-09,74.6
2017-02-10,73.95
2017-02-13,75.1
2017-02-14,77.65
2017-02-15,80.3
2017-02-16,80.1
2017-02-17,79.8
2017-02-20,85.6
2017-02-21,82.95
2017-02-22,82.45
2017-02-23,82.4
2017-02-27,81.15
2017-02-28,81.3
2017-03-01,80.45
2017-03-02,78.65
2017-03-03,78.15
2017-03-06,77.3
2017-03-07,74.7
2017-03-08,74.1
2017-03-09,82.95
2017-03-10,82.75
2017-03-14,79.65
2017-03-15,82.15
2017-03-16,86.05
2017-03-17,88.8
2017-03-20,106.55
2017-03-21,95.7
2017-03-22,90.95
2017-03-23,106.0
2017-03-24,104.95
2017-03-27,105.8
2017-03-28,105.1
2017-03-29,100.75
2017-03-30,102.7
2017-03-31,101.55
2017-04-03,107.8
2017-04-05,114.05
2017-04-06,112.65
2017-04-07,111.55
2017-04-10,113.55
2017-04-11,118.2
2017-04-12,112.9
2017-04-13,110.65
2017-04-17,110.6
2017-04-18,110.35
2017-04-19,109.75
2017-04-20,110.6
2017-04-21,110.65
2017-04-24,111.65
2017-04-25,110.7
2017-04-26,108.3
2017-04-27,106.35
2017-04-28,104.0
2017-05-02,109.45
2017-05-03,110.05
2017-05-04,107.35
2017-05-05,105.1
2017-05-08,110.2
2017-05-09,110.8
2017-05-10,108.8
2017-05-11,105.75
2017-05-12,106.2
2017-05-15,105.95
2017-05-16,108.8
2017-05-17,107.9
2017-05-18,104.7
2017-05-19,102.8
2017-05-22,102.5
2017-05-23,97.0
2017-05-24,96.35
2017-05-25,96.25
2017-05-26,96.5
2017-05-29,92.95
2017-05-30,92.95
2017-05-31,95.65
2017-06-01,94.4
2017-06-02,102.05
2017-06-05,104.25
2017-06-06,101.0
2017-06-07,101.55
2017-06-08,98.2
2017-06-09,99.4
2017-06-12,96.9
2017-06-13,99.0
2017-06-14,98.25
2017-06-15,97.65
2017-06-16,102.15
2017-06-19,102.05
2017-06-20,101.35
2017-06-21,101.1
2017-06-22,101.7
2017-06-23,99.0
2017-06-27,95.9
2017-06-28,95.75
2017-06-29,97.55
2017-06-30,95.3
2017-07-03,97.2
2017-07-04,96.85
2017-07-05,96.3
2017-07-06,97.7
2017-07-07,96.75
2017-07-10,97.65
2017-07-11,97.25
2017-07-12,97.2
2017-07-13,96.1
2017-07-14,94.65
2017-07-17,95.35
2017-07-18,95.0
2017-07-19,96.8
2017-07-20,99.75
2017-07-21,100.1
2017-07-24,98.85
2017-07-25,99.95
2017-07-26,101.45
2017-07-27,98.4
2017-07-28,98.65
2017-07-31,96.25
2017-08-01,99.95
2017-08-02,99.05
2017-08-03,96.55
2017-08-04,96.5
2017-08-07,95.9
2017-08-08,92.15
2017-08-09,87.4
2017-08-10,80.6
2017-08-11,82.7
2017-08-14,81.65
2017-08-16,80.4
2017-08-17,79.8
2017-08-18,81.6
2017-08-21,81.75
2017-08-22,80.05
2017-08-23,80.65
2017-08-24,81.2
2017-08-28,83.1
2017-08-29,82.55
2017-08-30,91.35
2017-08-31,90.7
2017-09-01,91.65
2017-09-04,94.05
2017-09-05,101.9
2017-09-06,102.7
2017-09-07,100.75
2017-09-08,101.45
2017-09-11,101.1
2017-09-12,100.1
2017-09-13,97.15
2017-09-14,99.2
2017-09-15,97.65
2017-09-18,99.1
2017-09-19,103.45
2017-09-20,100.85
2017-09-21,99.95
2017-09-22,97.85
2017-09-25,97.1
2017-09-26,96.45
2017-09-27,94.05
2017-09-28,95.45
2017-09-29,97.9
2017-10-03,108.45
2017-10-04,108.75
2017-10-05,129.05
2017-10-06,139.85
2017-10-09,137.95
2017-10-10,136.4
2017-10-11,129.5
2017-10-12,131.55
2017-10-13,138.05
2017-10-16,140.65
2017-10-17,141.55
2017-10-18,150.7
2017-10-19,154.65
2017-10-23,160.55
2017-10-24,161.4
2017-10-25,160.45
2017-10-26,163.35
2017-10-27,172.3
2017-10-30,177.4
2017-10-31,181.7
2017-11-01,180.2
2017-11-02,181.15
2017-11-03,183.3
2017-11-06,187.95
2017-11-07,181.9
2017-11-08,172.2
2017-11-09,179.25
2017-11-10,174.15
2017-11-13,176.95
2017-11-14,173.05
2017-11-15,168.0
2017-11-16,167.7
2017-11-17,167.8
2017-11-20,180.9
2017-11-21,181.85
2017-11-22,185.25
2017-11-23,194.2
2017-11-24,199.6
2017-11-27,206.7
2017-11-28,204.95
2017-11-29,205.05
2017-11-30,211.1
2017-12-01,218.45
2017-12-04,238.75
2017-12-05,258.75
2017-12-06,245.85
2017-12-07,239.95
2017-12-08,230.85
2017-12-11,237.3
2017-12-12,227.1
2017-12-13,220.85
2017-12-14,217.5
2017-12-15,228.35
2017-12-18,233.95
2017-12-19,236.6
2017-12-20,232.65
2017-12-21,236.8
2017-12-22,236.05
2017-12-26,236.0
2017-12-27,226.25
2017-12-28,223.35
2017-12-29,223.05
