Date,ADANIPORTS
2017-01-02,273.8
2017-01-03,273.95
2017-01-04,274.9
2017-01-05,287.5
2017-01-06,286.05
2017-01-09,284.7
2017-01-10,293.9
2017-01-11,295.65
2017-01-12,292.75
2017-01-13,294.05
2017-01-16,300.65
2017-01-17,294.85
2017-01-18,291.9
2017-01-19,295.35
2017-01-20,284.15
2017-01-23,286.25
2017-01-24,293.15
2017-01-25,304.65
2017-01-27,303.95
2017-01-30,302.6
2017-01-31,293.35
2017-02-01,304.6
2017-02-02,304.15
2017-02-03,303.55
2017-02-06,309.2
2017-02-07,303.65
2017-02-08,305.55
2017-02-09,304.8
2017-02-10,311.25
2017-02-13,309.55
2017-02-14,307.0
2017-02-15,299.95
2017-02-16,298.6
2017-02-17,297.25
2017-02-20,300.3
2017-02-21,304.15
2017-02-22,300.3
2017-02-23,297.25
2017-02-27,296.65
2017-02-28,301.75
2017-03-01,302.5
2017-03-02,293.85
2017-03-03,296.35
2017-03-06,303.15
2017-03-07,308.25
2017-03-08,306.5
2017-03-09,300.9
2017-03-10,298.8
2017-03-14,309.25
2017-03-15,310.3
2017-03-16,325.7
2017-03-17,325.4
2017-03-20,325.45
2017-03-21,325.75
2017-03-22,323.65
2017-03-23,325.6
2017-03-24,323.25
2017-03-27,319.3
2017-03-28,320.85
2017-03-29,321.0
2017-03-30,339.3
2017-03-31,339.6
2017-04-03,342.1
2017-04-05,358.15
2017-04-06,356.65
2017-04-07,347.15
2017-04-10,352.15
2017-04-11,333.8
2017-04-12,327.6
2017-04-13,320.45
2017-04-17,320.0
2017-04-18,319.35
2017-04-19,325.8
2017-04-20,332.4
2017-04-21,326.0
2017-04-24,331.0
2017-04-25,331.35
2017-04-26,323.5
2017-04-27,322.5
2017-04-28,327.7
2017-05-02,330.6
2017-05-03,327.45
2017-05-04,339.45
2017-05-05,344.95
2017-05-08,340.5
2017-05-09,347.5
2017-05-10,351.9
2017-05-11,360.05
2017-05-12,357.95
2017-05-15,356.2
2017-05-16,354.5
2017-05-17,348.55
2017-05-18,347.9
2017-05-19,349.45
2017-05-22,354.45
2017-05-23,331.65
2017-05-24,339.65
2017-05-25,340.75
2017-05-26,348.0
2017-05-29,327.8
2017-05-30,340.35
2017-05-31,339.0
2017-06-01,349.2
2017-06-02,357.9
2017-06-05,361.05
2017-06-06,361.45
2017-06-07,359.1
2017-06-08,359.15
2017-06-09,359.85
2017-06-12,356.85
2017-06-13,359.4
2017-06-14,359.5
2017-06-15,360.0
2017-06-16,363.15
2017-06-19,373.8
2017-06-20,375.65
2017-06-21,369.95
2017-06-22,369.45
2017-06-23,365.45
2017-06-27,367.7
2017-06-28,364.5
2017-06-29,364.5
2017-06-30,363.05
2017-07-03,368.0
2017-07-04,371.7
2017-07-05,372.9
2017-07-06,373.05
2017-07-07,371.6
2017-07-10,374.95
2017-07-11,372.7
2017-07-12,373.85
2017-07-13,375.95
2017-07-14,375.6
2017-07-17,381.25
2017-07-18,381.9
2017-07-19,381.05
2017-07-20,380.0
2017-07-21,381.9
2017-07-24,388.45
2017-07-25,390.75
2017-07-26,393.05
2017-07-27,392.5
2017-07-28,395.75
2017-07-31,395.9
2017-08-01,404.0
2017-08-02,411.25
2017-08-03,407.35
2017-08-04,406.65
2017-08-07,414.25
2017-08-08,414.8
2017-08-09,397.25
2017-08-10,385.65
2017-08-11,382.75
2017-08-14,396.2
2017-08-16,397.55
2017-08-17,389.3
2017-08-18,386.2
2017-08-21,375.95
2017-08-22,375.65
2017-08-23,385.0
2017-08-24,380.05
2017-08-28,387.5
2017-08-29,383.3
2017-08-30,389.75
2017-08-31,392.95
2017-09-01,394.9
2017-09-04,384.85
2017-09-05,390.3
2017-09-06,385.05
2017-09-07,387.7
2017-09-08,385.9
2017-09-11,385.35
2017-09-12,389.05
2017-09-13,390.0
2017-09-14,403.1
2017-09-15,405.15
2017-09-18,404.7
2017-09-19,406.9
2017-09-20,409.7
2017-09-21,410.2
2017-09-22,401.2
2017-09-25,388.65
2017-09-26,390.55
2017-09-27,372.55
2017-09-28,372.05
2017-09-29,376.75
2017-10-03,383.7
2017-10-04,387.65
2017-10-05,385.9
2017-10-06,389.25
2017-10-09,393.7
2017-10-10,396.85
2017-10-11,396.95
2017-10-12,403.7
2017-10-13,408.2
2017-10-16,406.8
2017-10-17,406.85
2017-10-18,406.9
2017-10-19,401.4
2017-10-23,407.05
2017-10-24,406.2
2017-10-25,415.45
2017-10-26,414.3
2017-10-27,432.05
2017-10-30,429.8
2017-10-31,430.35
2017-11-01,433.1
2017-11-02,437.25
2017-11-03,434.85
2017-11-06,437.55
2017-11-07,431.55
2017-11-08,429.7
2017-11-09,433.4
2017-11-10,432.05
2017-11-13,413.35
2017-11-14,410.75
2017-11-15,407.1
2017-11-16,397.2
2017-11-17,400.95
2017-11-20,398.6
2017-11-21,400.8
2017-11-22,414.5
2017-11-23,407.1
2017-11-24,404.6
2017-11-27,399.5
2017-11-28,396.95
2017-11-29,403.45
2017-11-30,398.0
2017-12-01,386.75
2017-12-04,388.15
2017-12-05,388.85
2017-12-06,385.75
2017-12-07,389.7
2017-12-08,393.4
2017-12-11,391.75
2017-12-12,402.5
2017-12-13,394.0
2017-12-14,395.1
2017-12-15,401.35
2017-12-18,404.6
2017-12-19,405.8
2017-12-20,404.4
2017-12-21,402.3
2017-12-22,402.15
2017-12-26,404.55
2017-12-27,404.2
2017-12-28,398.7
2017-12-29,405.65
