Date,JKCEMENT
2017-01-02,738.0
2017-01-03,731.4
2017-01-04,725.95
2017-01-05,729.45
2017-01-06,716.55
2017-01-09,718.3
2017-01-10,706.35
2017-01-11,702.85
2017-01-12,689.8
2017-01-13,682.6
2017-01-16,703.2
2017-01-17,702.85
2017-01-18,717.35
2017-01-19,708.85
2017-01-20,709.55
2017-01-23,719.8
2017-01-24,730.3
2017-01-25,716.9
2017-01-27,735.7
2017-01-30,737.85
2017-01-31,722.9
2017-02-01,740.1
2017-02-02,768.9
2017-02-03,754.7
2017-02-06,801.25
2017-02-07,788.2
2017-02-08,838.65
2017-02-09,840.45
2017-02-10,834.85
2017-02-13,850.05
2017-02-14,841.45
2017-02-15,824.05
2017-02-16,846.9
2017-02-17,860.7
2017-02-20,899.45
2017-02-21,891.55
2017-02-22,884.8
2017-02-23,879.15
2017-02-27,889.45
2017-02-28,886.0
2017-03-01,875.85
2017-03-02,868.05
2017-03-03,865.1
2017-03-06,869.8
2017-03-07,863.4
2017-03-08,861.45
2017-03-09,856.05
2017-03-10,860.15
2017-03-14,884.7
2017-03-15,899.6
2017-03-16,898.7
2017-03-17,891.85
2017-03-20,899.45
2017-03-21,885.75
2017-03-22,887.55
2017-03-23,882.25
2017-03-24,888.6
2017-03-27,899.55
2017-03-28,900.8
2017-03-29,898.9
2017-03-30,909.6
2017-03-31,934.95
2017-04-03,943.55
2017-04-05,938.6
2017-04-06,927.8
2017-04-07,928.4
2017-04-10,934.8
2017-04-11,945.05
2017-04-12,936.05
2017-04-13,936.45
2017-04-17,917.7
2017-04-18,921.35
2017-04-19,928.7
2017-04-20,940.1
2017-04-21,939.55
2017-04-24,963.0
2017-04-25,977.8
2017-04-26,955.9
2017-04-27,968.8
2017-04-28,974.75
2017-05-02,981.95
2017-05-03,989.65
2017-05-04,995.45
2017-05-05,997.8
2017-05-08,999.25
2017-05-09,1015.75
2017-05-10,1024.5
2017-05-11,1053.3
2017-05-12,1071.55
2017-05-15,1118.75
2017-05-16,1123.35
2017-05-17,1114.65
2017-05-18,1103.8
2017-05-19,1111.0
2017-05-22,1095.15
2017-05-23,1096.95
2017-05-24,1095.2
2017-05-25,1097.1
2017-05-26,1098.8
2017-05-29,1090.85
2017-05-30,1106.1
2017-05-31,1109.8
2017-06-01,1106.9
2017-06-02,1105.35
2017-06-05,1092.9
2017-06-06,1074.45
2017-06-07,1047.9
2017-06-08,1039.65
2017-06-09,1025.9
2017-06-12,1020.05
2017-06-13,1023.25
2017-06-14,1045.6
2017-06-15,1029.4
2017-06-16,1013.7
2017-06-19,1001.15
2017-06-20,996.7
2017-06-21,980.3
2017-06-22,981.0
2017-06-23,968.25
2017-06-27,946.75
2017-06-28,943.9
2017-06-29,935.55
2017-06-30,938.9
2017-07-03,949.2
2017-07-04,967.8
2017-07-05,979.65
2017-07-06,980.05
2017-07-07,970.2
2017-07-10,974.15
2017-07-11,971.15
2017-07-12,966.65
2017-07-13,978.8
2017-07-14,962.55
2017-07-17,971.6
2017-07-18,977.7
2017-07-19,979.55
2017-07-20,983.65
2017-07-21,979.05
2017-07-24,983.45
2017-07-25,972.15
2017-07-26,992.2
2017-07-27,1007.0
2017-07-28,1012.25
2017-07-31,1018.0
2017-08-01,1018.3
2017-08-02,1008.2
2017-08-03,1007.2
2017-08-04,1012.2
2017-08-07,1026.45
2017-08-08,1033.25
2017-08-09,1026.2
2017-08-10,1015.75
2017-08-11,1030.7
2017-08-14,1037.4
2017-08-16,1032.25
2017-08-17,1028.8
2017-08-18,999.35
2017-08-21,1001.15
2017-08-22,1013.4
2017-08-23,1011.7
2017-08-24,1013.45
2017-08-28,1016.65
2017-08-29,997.05
2017-08-30,1010.8
2017-08-31,1005.1
2017-09-01,1011.65
2017-09-04,1005.65
2017-09-05,1017.1
2017-09-06,1020.5
2017-09-07,1011.55
2017-09-08,1023.1
2017-09-11,1025.2
2017-09-12,1047.85
2017-09-13,1050.95
2017-09-14,1038.45
2017-09-15,1005.7
2017-09-18,1019.7
2017-09-19,1021.95
2017-09-20,1010.2
2017-09-21,987.15
2017-09-22,952.8
2017-09-25,944.55
2017-09-26,956.25
2017-09-27,960.8
2017-09-28,950.2
2017-09-29,954.0
2017-10-03,969.8
2017-10-04,983.35
2017-10-05,979.05
2017-10-06,971.9
2017-10-09,971.55
2017-10-10,980.95
2017-10-11,977.05
2017-10-12,975.2
2017-10-13,954.4
2017-10-16,956.85
2017-10-17,959.55
2017-10-18,953.65
2017-10-19,976.6
2017-10-23,950.9
2017-10-24,986.05
2017-10-25,983.2
2017-10-26,995.85
2017-10-27,1004.35
2017-10-30,1006.35
2017-10-31,1002.4
2017-11-01,1004.4
2017-11-02,1008.3
2017-11-03,999.25
2017-11-06,1002.3
2017-11-07,1021.55
2017-11-08,1021.05
2017-11-09,1023.7
2017-11-10,1037.35
2017-11-13,1053.1
2017-11-14,1076.55
2017-11-15,1053.0
2017-11-16,1072.6
2017-11-17,1081.0
2017-11-20,1025.75
2017-11-21,995.5
2017-11-22,995.9
2017-11-23,1000.1
2017-11-24,998.7
2017-11-27,991.45
2017-11-28,990.55
2017-11-29,995.85
2017-11-30,999.55
2017-12-01,984.4
2017-12-04,997.8
2017-12-05,995.65
2017-12-06,990.4
2017-12-07,999.65
2017-12-08,999.5
2017-12-11,999.85
2017-12-12,994.1
2017-12-13,1056.65
2017-12-14,1062.5
2017-12-15,1074.8
2017-12-18,1069.3
2017-12-19,1071.15
2017-12-20,1070.85
2017-12-21,1072.05
2017-12-22,1079.1
2017-12-26,1084.3
2017-12-27,1093.3
2017-12-28,1101.2
2017-12-29,1110.7
