Date,WHIRLPOOL
2017-01-02,894.05
2017-01-03,931.85
2017-01-04,949.55
2017-01-05,934.3
2017-01-06,920.4
2017-01-09,912.35
2017-01-10,913.8
2017-01-11,933.25
2017-01-12,937.9
2017-01-13,928.9
2017-01-16,906.9
2017-01-17,920.8
2017-01-18,912.8
2017-01-19,923.65
2017-01-20,905.9
2017-01-23,900.35
2017-01-24,914.6
2017-01-25,946.15
2017-01-27,981.95
2017-01-30,969.8
2017-01-31,950.35
2017-02-01,964.35
2017-02-02,1003.55
2017-02-03,1034.3
2017-02-06,1067.6
2017-02-07,1030.7
2017-02-08,1011.3
2017-02-09,995.1
2017-02-10,992.05
2017-02-13,984.85
2017-02-14,983.55
2017-02-15,963.9
2017-02-16,999.7
2017-02-17,985.45
2017-02-20,1030.45
2017-02-21,1057.25
2017-02-22,1045.95
2017-02-23,1046.7
2017-02-27,1036.35
2017-02-28,1036.75
2017-03-01,1017.4
2017-03-02,1039.5
2017-03-03,1026.5
2017-03-06,1037.3
2017-03-07,1057.75
2017-03-08,1063.35
2017-03-09,1045.6
2017-03-10,1023.05
2017-03-14,1038.6
2017-03-15,1042.4
2017-03-16,1064.75
2017-03-17,1104.55
2017-03-20,1133.45
2017-03-21,1131.3
2017-03-22,1114.3
2017-03-23,1131.05
2017-03-24,1158.0
2017-03-27,1180.1
2017-03-28,1196.15
2017-03-29,1196.9
2017-03-30,1232.8
2017-03-31,1221.7
2017-04-03,1234.2
2017-04-05,1215.3
2017-04-06,1215.15
2017-04-07,1220.2
2017-04-10,1222.9
2017-04-11,1217.65
2017-04-12,1201.2
2017-04-13,1217.5
2017-04-17,1211.85
2017-04-18,1216.55
2017-04-19,1229.25
2017-04-20,1215.75
2017-04-21,1211.0
2017-04-24,1206.65
2017-04-25,1232.75
2017-04-26,1215.5
2017-04-27,1201.05
2017-04-28,1210.7
2017-05-02,1229.3
2017-05-03,1223.45
2017-05-04,1209.45
2017-05-05,1187.1
2017-05-08,1204.35
2017-05-09,1193.6
2017-05-10,1205.9
2017-05-11,1206.8
2017-05-12,1176.75
2017-05-15,1229.65
2017-05-16,1195.05
2017-05-17,1192.2
2017-05-18,1191.45
2017-05-19,1174.25
2017-05-22,1165.4
2017-05-23,1157.9
2017-05-24,1148.6
2017-05-25,1148.9
2017-05-26,1190.5
2017-05-29,1182.3
2017-05-30,1175.7
2017-05-31,1174.75
2017-06-01,1181.6
2017-06-02,1170.7
2017-06-05,1161.0
2017-06-06,1162.8
2017-06-07,1151.65
2017-06-08,1149.55
2017-06-09,1145.9
2017-06-12,1133.1
2017-06-13,1139.7
2017-06-14,1116.8
2017-06-15,1116.7
2017-06-16,1134.6
2017-06-19,1122.3
2017-06-20,1112.3
2017-06-21,1109.05
2017-06-22,1118.6
2017-06-23,1108.6
2017-06-27,1120.65
2017-06-28,1126.6
2017-06-29,1113.4
2017-06-30,1138.35
2017-07-03,1141.75
2017-07-04,1130.05
2017-07-05,1184.85
2017-07-06,1172.9
2017-07-07,1169.8
2017-07-10,1155.35
2017-07-11,1166.85
2017-07-12,1171.45
2017-07-13,1161.55
2017-07-14,1147.15
2017-07-17,1142.4
2017-07-18,1143.25
2017-07-19,1159.85
2017-07-20,1159.55
2017-07-21,1142.05
2017-07-24,1151.0
2017-07-25,1151.5
2017-07-26,1161.55
2017-07-27,1162.55
2017-07-28,1156.25
2017-07-31,1170.65
2017-08-01,1161.35
2017-08-02,1159.6
2017-08-03,1166.05
2017-08-04,1158.7
2017-08-07,1193.5
2017-08-08,1179.65
2017-08-09,1173.6
2017-08-10,1160.8
2017-08-11,1150.15
2017-08-14,1166.3
2017-08-16,1179.45
2017-08-17,1175.85
2017-08-18,1173.15
2017-08-21,1188.4
2017-08-22,1184.2
2017-08-23,1178.2
2017-08-24,1171.4
2017-08-28,1198.0
2017-08-29,1176.7
2017-08-30,1180.25
2017-08-31,1182.1
2017-09-01,1188.3
2017-09-04,1181.55
2017-09-05,1202.35
2017-09-06,1190.5
2017-09-07,1202.35
2017-09-08,1223.8
2017-09-11,1209.75
2017-09-12,1220.3
2017-09-13,1196.3
2017-09-14,1233.75
2017-09-15,1230.95
2017-09-18,1286.7
2017-09-19,1326.65
2017-09-20,1284.8
2017-09-21,1292.0
2017-09-22,1256.0
2017-09-25,1242.8
2017-09-26,1258.85
2017-09-27,1233.35
2017-09-28,1255.7
2017-09-29,1282.75
2017-10-03,1284.8
2017-10-04,1347.0
