Date,DEN
2017-01-02,66.0
2017-01-03,67.0
2017-01-04,70.95
2017-01-05,73.4
2017-01-06,72.05
2017-01-09,72.2
2017-01-10,71.25
2017-01-11,72.15
2017-01-12,72.4
2017-01-13,80.85
2017-01-16,85.3
2017-01-17,86.75
2017-01-18,87.8
2017-01-19,87.95
2017-01-20,88.65
2017-01-23,92.8
2017-01-24,87.7
2017-01-25,87.75
2017-01-27,87.7
2017-01-30,87.9
2017-01-31,87.7
2017-02-01,87.35
2017-02-02,86.8
2017-02-03,87.1
2017-02-06,86.7
2017-02-07,84.1
2017-02-08,84.4
2017-02-09,87.75
2017-02-10,87.0
2017-02-13,85.8
2017-02-14,83.7
2017-02-15,82.75
2017-02-16,81.7
2017-02-17,81.5
2017-02-20,81.95
2017-02-21,82.0
2017-02-22,79.65
2017-02-23,80.3
2017-02-27,79.95
2017-02-28,81.15
2017-03-01,82.0
2017-03-02,81.35
2017-03-03,80.45
2017-03-06,81.1
2017-03-07,82.7
2017-03-08,80.3
2017-03-09,82.15
2017-03-10,81.65
2017-03-14,83.6
2017-03-15,83.7
2017-03-16,82.3
2017-03-17,83.55
2017-03-20,81.35
2017-03-21,81.3
2017-03-22,81.4
2017-03-23,81.2
2017-03-24,81.0
2017-03-27,82.25
2017-03-28,81.2
2017-03-29,80.55
2017-03-30,81.4
2017-03-31,82.7
2017-04-03,84.45
2017-04-05,91.3
2017-04-06,90.4
2017-04-07,89.5
2017-04-10,90.05
2017-04-11,90.85
2017-04-12,90.75
2017-04-13,95.75
2017-04-17,91.85
2017-04-18,95.65
2017-04-19,99.2
2017-04-20,98.95
2017-04-21,98.75
2017-04-24,98.1
2017-04-25,96.95
2017-04-26,94.85
2017-04-27,94.6
2017-04-28,95.5
2017-05-02,96.05
2017-05-03,100.85
2017-05-04,100.5
2017-05-05,98.1
2017-05-08,98.05
2017-05-09,97.85
2017-05-10,103.0
2017-05-11,101.9
2017-05-12,99.2
2017-05-15,100.2
2017-05-16,99.75
2017-05-17,101.5
2017-05-18,97.1
2017-05-19,95.7
2017-05-22,96.8
2017-05-23,89.55
2017-05-24,91.3
2017-05-25,88.25
2017-05-26,89.9
2017-05-29,86.05
2017-05-30,87.7
2017-05-31,85.45
2017-06-01,86.85
2017-06-02,86.05
2017-06-05,83.55
2017-06-06,82.45
2017-06-07,83.45
2017-06-08,83.95
2017-06-09,83.6
2017-06-12,82.4
2017-06-13,83.75
2017-06-14,81.8
2017-06-15,82.4
2017-06-16,83.55
2017-06-19,82.5
2017-06-20,82.5
2017-06-21,84.3
2017-06-22,83.1
2017-06-23,81.0
2017-06-27,77.95
2017-06-28,78.4
2017-06-29,80.1
2017-06-30,78.0
2017-07-03,78.25
2017-07-04,80.5
2017-07-05,79.7
2017-07-06,81.0
2017-07-07,81.6
2017-07-10,81.7
2017-07-11,81.45
2017-07-12,82.0
2017-07-13,81.95
2017-07-14,81.85
2017-07-17,78.65
2017-07-18,77.75
2017-07-19,78.5
2017-07-20,79.0
2017-07-21,79.0
2017-07-24,77.95
2017-07-25,79.2
2017-07-26,81.8
2017-07-27,83.55
2017-07-28,83.4
2017-07-31,84.45
2017-08-01,84.2
2017-08-02,85.45
2017-08-03,83.05
2017-08-04,83.3
2017-08-07,83.1
2017-08-08,80.2
2017-08-09,81.75
2017-08-10,76.6
2017-08-11,76.7
2017-08-14,81.55
2017-08-16,81.45
2017-08-17,82.9
2017-08-18,83.45
2017-08-21,82.3
2017-08-22,84.05
2017-08-23,90.7
2017-08-24,92.75
2017-08-28,91.0
2017-08-29,87.95
2017-08-30,89.25
2017-08-31,86.45
2017-09-01,88.05
2017-09-04,88.1
2017-09-05,88.1
2017-09-06,86.15
2017-09-07,85.7
2017-09-08,85.8
2017-09-11,85.0
2017-09-12,87.95
2017-09-13,90.55
2017-09-14,92.75
2017-09-15,93.9
2017-09-18,94.9
2017-09-19,94.75
2017-09-20,93.1
2017-09-21,94.45
2017-09-22,89.45
2017-09-25,84.9
2017-09-26,87.85
2017-09-27,90.75
2017-09-28,90.1
2017-09-29,89.75
2017-10-03,86.55
2017-10-04,86.15
2017-10-05,87.65
2017-10-06,86.3
2017-10-09,86.05
2017-10-10,88.0
2017-10-11,86.05
2017-10-12,86.15
2017-10-13,86.0
2017-10-16,85.0
2017-10-17,84.4
2017-10-18,84.3
2017-10-19,84.0
2017-10-23,83.35
2017-10-24,84.2
2017-10-25,83.25
2017-10-26,83.9
2017-10-27,83.7
2017-10-30,86.25
2017-10-31,85.65
2017-11-01,84.7
2017-11-02,84.0
2017-11-03,92.6
2017-11-06,91.85
2017-11-07,88.65
2017-11-08,92.45
2017-11-09,95.5
2017-11-10,94.7
2017-11-13,93.45
2017-11-14,92.1
2017-11-15,92.35
2017-11-16,93.95
2017-11-17,92.15
2017-11-20,92.15
2017-11-21,92.95
2017-11-22,90.4
2017-11-23,89.65
2017-11-24,90.1
2017-11-27,91.15
2017-11-28,92.55
2017-11-29,94.05
2017-11-30,99.65
2017-12-01,100.35
2017-12-04,95.4
2017-12-05,105.35
2017-12-06,105.95
2017-12-07,110.4
2017-12-08,107.3
2017-12-11,110.75
2017-12-12,105.3
2017-12-13,105.0
2017-12-14,103.7
2017-12-15,104.55
2017-12-18,102.8
2017-12-19,114.65
2017-12-20,113.35
2017-12-21,110.1
2017-12-22,109.7
2017-12-26,105.95
2017-12-27,104.55
2017-12-28,103.9
2017-12-29,105.9
