Date,ENGINERSIN
2017-01-02,153.45
2017-01-03,154.7
2017-01-04,153.75
2017-01-05,154.95
2017-01-06,152.95
2017-01-09,152.55
2017-01-10,157.0
2017-01-11,156.15
2017-01-12,154.8
2017-01-13,154.4
2017-01-16,154.55
2017-01-17,153.3
2017-01-18,152.15
2017-01-19,150.1
2017-01-20,146.2
2017-01-23,148.25
2017-01-24,150.65
2017-01-25,152.0
2017-01-27,155.15
2017-01-30,151.2
2017-01-31,147.9
2017-02-01,152.6
2017-02-02,150.05
2017-02-03,150.15
2017-02-06,152.0
2017-02-07,150.15
2017-02-08,158.45
2017-02-09,158.95
2017-02-10,156.6
2017-02-13,151.75
2017-02-14,150.6
2017-02-15,145.75
2017-02-16,148.35
2017-02-17,152.6
2017-02-20,152.15
2017-02-21,153.2
2017-02-22,150.9
2017-02-23,147.55
2017-02-27,147.4
2017-02-28,150.55
2017-03-01,149.6
2017-03-02,147.55
2017-03-03,148.2
2017-03-06,147.5
2017-03-07,145.2
2017-03-08,143.65
2017-03-09,145.35
2017-03-10,144.75
2017-03-14,148.65
2017-03-15,150.3
2017-03-16,155.1
2017-03-17,154.75
2017-03-20,154.9
2017-03-21,151.2
2017-03-22,148.8
2017-03-23,146.8
2017-03-24,147.6
2017-03-27,146.75
2017-03-28,146.75
2017-03-29,146.2
2017-03-30,143.75
2017-03-31,143.95
2017-04-03,144.35
2017-04-05,150.6
2017-04-06,150.8
2017-04-07,150.1
2017-04-10,150.2
2017-04-11,154.4
2017-04-12,154.85
2017-04-13,157.85
2017-04-17,161.05
2017-04-18,160.5
2017-04-19,162.0
2017-04-20,168.95
2017-04-21,168.2
2017-04-24,172.75
2017-04-25,170.55
2017-04-26,167.95
2017-04-27,167.05
2017-04-28,166.4
2017-05-02,170.5
2017-05-03,169.95
2017-05-04,169.85
2017-05-05,165.9
2017-05-08,167.8
2017-05-09,167.55
2017-05-10,168.15
2017-05-11,165.8
2017-05-12,165.95
2017-05-15,168.7
2017-05-16,173.5
2017-05-17,173.75
2017-05-18,167.35
2017-05-19,165.6
2017-05-22,162.5
2017-05-23,162.15
2017-05-24,153.95
2017-05-25,154.5
2017-05-26,158.3
2017-05-29,154.2
2017-05-30,156.2
2017-05-31,158.1
2017-06-01,159.95
2017-06-02,161.0
2017-06-05,158.85
2017-06-06,155.45
2017-06-07,155.05
2017-06-08,154.0
2017-06-09,153.05
2017-06-12,151.65
2017-06-13,151.3
2017-06-14,156.2
2017-06-15,158.35
2017-06-16,157.9
2017-06-19,157.9
2017-06-20,160.15
2017-06-21,157.5
2017-06-22,155.05
2017-06-23,155.25
2017-06-27,154.35
2017-06-28,153.15
2017-06-29,151.5
2017-06-30,153.7
2017-07-03,154.2
2017-07-04,155.05
2017-07-05,156.85
2017-07-06,156.05
2017-07-07,155.35
2017-07-10,156.8
2017-07-11,157.05
2017-07-12,156.95
2017-07-13,157.15
2017-07-14,156.05
2017-07-17,156.75
2017-07-18,157.05
2017-07-19,157.45
2017-07-20,164.7
2017-07-21,164.85
2017-07-24,164.9
2017-07-25,162.7
2017-07-26,162.75
2017-07-27,159.95
2017-07-28,159.45
2017-07-31,158.85
2017-08-01,161.0
2017-08-02,162.95
2017-08-03,159.7
2017-08-04,159.55
2017-08-07,159.7
2017-08-08,159.6
2017-08-09,155.2
2017-08-10,146.3
2017-08-11,149.6
2017-08-14,150.7
2017-08-16,150.85
2017-08-17,151.85
2017-08-18,153.1
2017-08-21,148.6
2017-08-22,149.8
2017-08-23,151.15
2017-08-24,152.15
2017-08-28,153.8
2017-08-29,156.2
2017-08-30,156.7
2017-08-31,155.5
2017-09-01,156.45
2017-09-04,154.85
2017-09-05,157.7
2017-09-06,160.75
2017-09-07,160.0
2017-09-08,159.9
2017-09-11,158.9
2017-09-12,159.2
2017-09-13,158.6
2017-09-14,157.2
2017-09-15,158.15
2017-09-18,158.6
2017-09-19,157.3
2017-09-20,157.0
2017-09-21,158.05
2017-09-22,152.7
2017-09-25,153.1
2017-09-26,153.1
2017-09-27,150.75
2017-09-28,148.65
2017-09-29,148.75
2017-10-03,148.15
2017-10-04,150.8
2017-10-05,147.45
2017-10-06,148.55
2017-10-09,148.6
2017-10-10,149.95
2017-10-11,150.65
2017-10-12,153.75
2017-10-13,152.05
2017-10-16,151.35
2017-10-17,150.75
2017-10-18,149.75
2017-10-19,149.7
2017-10-23,151.65
2017-10-24,152.0
2017-10-25,158.0
2017-10-26,169.4
2017-10-27,181.4
2017-10-30,188.0
2017-10-31,185.55
2017-11-01,183.75
2017-11-02,183.55
2017-11-03,192.05
2017-11-06,188.9
2017-11-07,193.2
2017-11-08,188.9
2017-11-09,190.4
2017-11-10,188.75
2017-11-13,185.8
2017-11-14,183.45
2017-11-15,181.6
2017-11-16,184.1
2017-11-17,183.2
2017-11-20,187.45
2017-11-21,184.05
2017-11-22,181.75
2017-11-23,183.6
2017-11-24,184.5
2017-11-27,183.1
2017-11-28,182.5
2017-11-29,184.4
2017-11-30,187.6
2017-12-01,181.55
2017-12-04,181.85
2017-12-05,183.85
2017-12-06,181.2
2017-12-07,182.4
2017-12-08,183.3
2017-12-11,187.05
2017-12-12,190.45
2017-12-13,185.9
2017-12-14,186.4
2017-12-15,189.3
2017-12-18,188.55
2017-12-19,191.05
2017-12-20,191.45
2017-12-21,192.35
2017-12-22,204.9
2017-12-26,202.6
2017-12-27,200.6
2017-12-28,199.0
2017-12-29,199.3
