Date,JINDRILL
2017-01-02,169.05
2017-01-03,175.25
2017-01-04,174.15
2017-01-05,174.15
2017-01-06,170.65
2017-01-09,167.55
2017-01-10,169.3
2017-01-11,172.55
2017-01-12,169.5
2017-01-13,167.55
2017-01-16,166.95
2017-01-17,167.9
2017-01-18,171.55
2017-01-19,175.2
2017-01-20,172.6
2017-01-23,173.75
2017-01-24,173.85
2017-01-25,172.0
2017-01-27,173.6
2017-01-30,171.3
2017-01-31,167.75
2017-02-01,169.8
2017-02-02,174.8
2017-02-03,172.0
2017-02-06,174.65
2017-02-07,171.45
2017-02-08,171.55
2017-02-09,172.75
2017-02-10,173.3
2017-02-13,167.95
2017-02-14,170.0
2017-02-15,166.3
2017-02-16,169.8
2017-02-17,167.45
2017-02-20,168.1
2017-02-21,174.45
2017-02-22,173.4
2017-02-23,170.8
2017-02-27,171.7
2017-02-28,173.7
2017-03-01,179.35
2017-03-02,175.1
2017-03-03,171.2
2017-03-06,170.4
2017-03-07,168.45
2017-03-08,165.45
2017-03-09,164.95
2017-03-10,165.0
2017-03-14,162.85
2017-03-15,166.05
2017-03-16,166.2
2017-03-17,167.75
2017-03-20,167.7
2017-03-21,168.7
2017-03-22,166.8
2017-03-23,168.4
2017-03-24,166.8
2017-03-27,163.35
2017-03-28,164.2
2017-03-29,163.0
2017-03-30,164.45
2017-03-31,166.05
2017-04-03,164.6
2017-04-05,167.15
2017-04-06,170.15
2017-04-07,173.15
2017-04-10,174.4
2017-04-11,174.4
2017-04-12,172.0
2017-04-13,179.65
2017-04-17,179.2
2017-04-18,173.1
2017-04-19,173.3
2017-04-20,173.55
2017-04-21,174.6
2017-04-24,174.35
2017-04-25,174.15
2017-04-26,172.3
2017-04-27,171.55
2017-04-28,171.05
2017-05-02,169.55
2017-05-03,168.05
2017-05-04,169.75
2017-05-05,166.7
2017-05-08,168.45
2017-05-09,168.0
2017-05-10,168.4
2017-05-11,168.75
2017-05-12,166.6
2017-05-15,168.25
2017-05-16,169.45
2017-05-17,168.2
2017-05-18,167.85
2017-05-19,167.1
2017-05-22,164.6
2017-05-23,161.85
2017-05-24,155.85
2017-05-25,158.8
2017-05-26,161.0
2017-05-29,148.35
2017-05-30,140.75
2017-05-31,140.6
2017-06-01,142.2
2017-06-02,143.4
2017-06-05,145.5
2017-06-06,144.5
2017-06-07,144.85
2017-06-08,143.05
2017-06-09,143.15
2017-06-12,142.15
2017-06-13,141.45
2017-06-14,142.4
2017-06-15,142.15
2017-06-16,158.2
2017-06-19,152.4
2017-06-20,155.0
2017-06-21,152.4
2017-06-22,150.9
2017-06-23,147.7
2017-06-27,145.0
2017-06-28,143.8
2017-06-29,156.75
2017-06-30,153.85
2017-07-03,154.05
2017-07-04,154.3
2017-07-05,155.45
2017-07-06,157.9
2017-07-07,155.35
2017-07-10,156.2
2017-07-11,156.2
2017-07-12,155.8
2017-07-13,167.6
2017-07-14,176.55
2017-07-17,177.25
2017-07-18,174.65
2017-07-19,171.1
2017-07-20,169.35
2017-07-21,169.3
2017-07-24,167.85
2017-07-25,167.6
2017-07-26,170.05
2017-07-27,168.9
2017-07-28,165.8
2017-07-31,165.45
2017-08-01,170.1
2017-08-02,165.55
2017-08-03,163.9
2017-08-04,163.35
2017-08-07,163.95
2017-08-08,163.05
2017-08-09,160.15
2017-08-10,153.4
2017-08-11,153.95
2017-08-14,156.7
2017-08-16,158.15
2017-08-17,169.9
2017-08-18,163.2
2017-08-21,162.5
2017-08-22,159.1
2017-08-23,160.0
2017-08-24,160.95
2017-08-28,161.25
2017-08-29,158.45
2017-08-30,159.25
2017-08-31,160.65
2017-09-01,159.05
2017-09-04,157.45
2017-09-05,158.75
2017-09-06,162.6
2017-09-07,161.4
2017-09-08,160.5
2017-09-11,158.45
2017-09-12,158.7
2017-09-13,158.4
2017-09-14,157.45
2017-09-15,159.9
2017-09-18,161.0
2017-09-19,161.5
2017-09-20,166.6
2017-09-21,163.05
2017-09-22,162.3
2017-09-25,158.85
2017-09-26,164.45
2017-09-27,160.3
2017-09-28,162.25
2017-09-29,160.6
2017-10-03,159.6
2017-10-04,159.6
2017-10-05,159.15
2017-10-06,161.05
2017-10-09,160.75
2017-10-10,162.25
2017-10-11,164.6
2017-10-12,166.35
2017-10-13,162.8
2017-10-16,160.95
2017-10-17,159.05
2017-10-18,157.0
2017-10-19,156.95
2017-10-23,154.4
2017-10-24,154.15
2017-10-25,154.3
2017-10-26,156.4
2017-10-27,157.35
2017-10-30,158.0
2017-10-31,157.5
2017-11-01,157.05
2017-11-02,156.3
2017-11-03,156.8
2017-11-06,167.05
2017-11-07,169.3
2017-11-08,168.15
2017-11-09,162.35
2017-11-10,159.25
2017-11-13,157.3
2017-11-14,158.15
2017-11-15,151.0
2017-11-16,149.95
2017-11-17,150.25
2017-11-20,154.7
2017-11-21,155.85
2017-11-22,155.65
2017-11-23,157.75
2017-11-24,161.9
2017-11-27,161.55
2017-11-28,163.0
2017-11-29,163.95
2017-11-30,160.4
2017-12-01,161.0
2017-12-04,161.1
2017-12-05,157.9
2017-12-06,154.05
2017-12-07,156.8
2017-12-08,155.7
2017-12-11,156.6
2017-12-12,162.85
2017-12-13,157.1
2017-12-14,155.15
2017-12-15,155.85
2017-12-18,155.55
2017-12-19,156.55
2017-12-20,155.95
2017-12-21,157.15
2017-12-22,158.05
2017-12-26,164.25
2017-12-27,166.25
2017-12-28,175.7
2017-12-29,173.85
