Date,BERGEPAINT
2017-01-02,211.55
2017-01-03,213.45
2017-01-04,214.65
2017-01-05,213.95
2017-01-06,219.45
2017-01-09,225.55
2017-01-10,219.75
2017-01-11,218.5
2017-01-12,214.95
2017-01-13,213.95
2017-01-16,213.15
2017-01-17,214.85
2017-01-18,214.7
2017-01-19,213.2
2017-01-20,210.4
2017-01-23,209.5
2017-01-24,210.05
2017-01-25,213.2
2017-01-27,211.15
2017-01-30,212.85
2017-01-31,211.5
2017-02-01,212.8
2017-02-02,222.2
2017-02-03,223.1
2017-02-06,219.9
2017-02-07,216.7
2017-02-08,222.9
2017-02-09,225.4
2017-02-10,229.8
2017-02-13,222.4
2017-02-14,223.15
2017-02-15,222.35
2017-02-16,224.1
2017-02-17,224.05
2017-02-20,224.0
2017-02-21,224.35
2017-02-22,228.45
2017-02-23,231.45
2017-02-27,233.0
2017-02-28,231.8
2017-03-01,231.1
2017-03-02,229.95
2017-03-03,225.1
2017-03-06,227.75
2017-03-07,223.9
2017-03-08,221.05
2017-03-09,224.4
2017-03-10,223.45
2017-03-14,229.6
2017-03-15,228.0
2017-03-16,230.95
2017-03-17,231.9
2017-03-20,229.65
2017-03-21,230.4
2017-03-22,228.0
2017-03-23,231.25
2017-03-24,228.5
2017-03-27,231.15
2017-03-28,229.45
2017-03-29,234.95
2017-03-30,238.0
2017-03-31,242.1
2017-04-03,248.3
2017-04-05,247.45
2017-04-06,242.25
2017-04-07,237.75
2017-04-10,234.8
2017-04-11,234.05
2017-04-12,239.05
2017-04-13,236.15
2017-04-17,241.0
2017-04-18,239.65
2017-04-19,244.6
2017-04-20,246.15
2017-04-21,247.25
2017-04-24,250.55
2017-04-25,257.1
2017-04-26,255.45
2017-04-27,261.35
2017-04-28,261.25
2017-05-02,257.7
2017-05-03,251.45
2017-05-04,254.15
2017-05-05,258.85
2017-05-08,262.65
2017-05-09,260.3
2017-05-10,260.15
2017-05-11,260.95
2017-05-12,256.35
2017-05-15,259.5
2017-05-16,261.5
2017-05-17,260.9
2017-05-18,254.1
2017-05-19,247.8
2017-05-22,249.15
2017-05-23,244.1
2017-05-24,242.45
2017-05-25,242.65
2017-05-26,258.0
2017-05-29,256.9
2017-05-30,256.0
2017-05-31,251.75
2017-06-01,251.65
2017-06-02,253.95
2017-06-05,256.0
2017-06-06,251.2
2017-06-07,251.65
2017-06-08,250.85
2017-06-09,251.25
2017-06-12,251.5
2017-06-13,249.2
2017-06-14,249.5
2017-06-15,253.2
2017-06-16,250.6
2017-06-19,249.9
2017-06-20,249.0
2017-06-21,251.3
2017-06-22,248.8
2017-06-23,245.4
2017-06-27,241.55
2017-06-28,236.35
2017-06-29,238.9
2017-06-30,246.25
2017-07-03,246.15
2017-07-04,244.4
2017-07-05,244.95
2017-07-06,244.6
2017-07-07,245.15
2017-07-10,251.65
2017-07-11,254.8
2017-07-12,257.2
2017-07-13,255.55
2017-07-14,253.25
2017-07-17,253.2
2017-07-18,253.15
2017-07-19,256.25
2017-07-20,253.75
2017-07-21,252.35
2017-07-24,255.2
2017-07-25,253.5
2017-07-26,255.4
2017-07-27,249.0
2017-07-28,251.4
2017-07-31,247.8
2017-08-01,248.75
2017-08-02,250.75
2017-08-03,247.0
2017-08-04,241.35
2017-08-07,248.95
2017-08-08,253.1
2017-08-09,256.1
2017-08-10,247.35
2017-08-11,238.2
2017-08-14,247.4
2017-08-16,246.6
2017-08-17,242.1
2017-08-18,240.55
2017-08-21,238.85
2017-08-22,237.15
2017-08-23,237.2
2017-08-24,240.55
2017-08-28,244.25
2017-08-29,244.0
2017-08-30,242.0
2017-08-31,246.0
2017-09-01,249.95
2017-09-04,244.75
2017-09-05,255.45
2017-09-06,259.5
2017-09-07,258.75
2017-09-08,256.35
2017-09-11,266.6
2017-09-12,267.75
2017-09-13,267.75
2017-09-14,271.9
2017-09-15,264.45
2017-09-18,268.05
2017-09-19,266.45
2017-09-20,264.45
2017-09-21,261.15
2017-09-22,252.8
2017-09-25,247.05
2017-09-26,243.15
2017-09-27,242.9
2017-09-28,240.0
2017-09-29,245.1
2017-10-03,247.3
2017-10-04,253.6
2017-10-05,256.25
2017-10-06,257.85
2017-10-09,260.9
2017-10-10,262.75
2017-10-11,256.2
2017-10-12,259.2
2017-10-13,256.25
2017-10-16,266.3
2017-10-17,265.15
2017-10-18,263.7
2017-10-19,261.9
2017-10-23,264.55
2017-10-24,274.4
2017-10-25,280.15
2017-10-26,271.1
2017-10-27,273.3
2017-10-30,267.5
2017-10-31,266.05
2017-11-01,266.65
2017-11-02,267.3
2017-11-03,261.0
2017-11-06,256.15
2017-11-07,248.05
2017-11-08,252.85
2017-11-09,253.7
2017-11-10,252.1
2017-11-13,249.05
2017-11-14,249.25
2017-11-15,249.65
2017-11-16,250.95
2017-11-17,256.1
2017-11-20,252.15
2017-11-21,247.7
2017-11-22,249.8
2017-11-23,257.1
2017-11-24,256.9
2017-11-27,261.4
2017-11-28,261.5
2017-11-29,257.7
2017-11-30,258.55
2017-12-01,256.35
2017-12-04,251.5
2017-12-05,251.0
2017-12-06,247.3
2017-12-07,252.3
2017-12-08,251.75
2017-12-11,252.4
2017-12-12,251.7
2017-12-13,249.85
2017-12-14,245.05
2017-12-15,250.75
2017-12-18,252.55
2017-12-19,256.85
2017-12-20,255.15
2017-12-21,259.95
2017-12-22,260.0
2017-12-26,260.05
2017-12-27,259.8
2017-12-28,260.55
2017-12-29,273.75
