Date,PITTIENG
2017-01-02,51.45
2017-01-03,52.3
2017-01-04,52.9
2017-01-05,52.9
2017-01-06,52.4
2017-01-09,53.35
2017-01-10,53.45
2017-01-11,56.55
2017-01-12,57.4
2017-01-13,61.6
2017-01-16,61.45
2017-01-17,59.75
2017-01-18,60.65
2017-01-19,61.6
2017-01-20,58.65
2017-01-23,58.75
2017-01-24,58.95
2017-01-25,58.05
2017-01-27,61.6
2017-01-30,60.0
2017-01-31,59.45
2017-02-01,60.4
2017-02-02,60.05
2017-02-03,61.15
2017-02-06,60.55
2017-02-07,60.15
2017-02-08,60.35
2017-02-09,60.05
2017-02-10,60.05
2017-02-13,59.35
2017-02-14,62.95
2017-02-15,61.45
2017-02-16,62.8
2017-02-17,66.85
2017-02-20,67.3
2017-02-21,67.65
2017-02-22,66.3
2017-02-23,64.0
2017-02-27,65.05
2017-02-28,64.45
2017-03-01,64.9
2017-03-02,64.45
2017-03-03,64.1
2017-03-06,64.25
2017-03-07,64.0
2017-03-08,64.05
2017-03-09,65.55
2017-03-10,63.9
2017-03-14,65.15
2017-03-15,65.0
2017-03-16,64.3
2017-03-17,62.35
2017-03-20,63.5
2017-03-21,62.4
2017-03-22,62.2
2017-03-23,62.1
2017-03-24,62.05
2017-03-27,61.9
2017-03-28,61.8
2017-03-29,61.3
2017-03-30,62.45
2017-03-31,61.85
2017-04-03,61.95
2017-04-05,62.85
2017-04-06,64.6
2017-04-07,63.15
2017-04-10,65.2
2017-04-11,65.65
2017-04-12,64.7
2017-04-13,63.9
2017-04-17,63.45
2017-04-18,63.8
2017-04-19,63.65
2017-04-20,63.8
2017-04-21,64.0
2017-04-24,64.4
2017-04-25,64.15
2017-04-26,62.5
2017-04-27,62.25
2017-04-28,61.55
2017-05-02,63.65
2017-05-03,64.2
2017-05-04,63.7
2017-05-05,61.35
2017-05-08,62.1
2017-05-09,61.05
2017-05-10,61.85
2017-05-11,64.4
2017-05-12,62.5
2017-05-15,64.15
2017-05-16,64.75
2017-05-17,64.15
2017-05-18,64.05
2017-05-19,63.9
2017-05-22,62.25
2017-05-23,59.1
2017-05-24,55.75
2017-05-25,56.7
2017-05-26,57.1
2017-05-29,54.75
2017-05-30,55.15
2017-05-31,58.75
2017-06-01,57.7
2017-06-02,58.55
2017-06-05,58.5
2017-06-06,57.55
2017-06-07,56.8
2017-06-08,56.9
2017-06-09,56.8
2017-06-12,57.15
2017-06-13,56.65
2017-06-14,56.05
2017-06-15,55.95
2017-06-16,57.75
2017-06-19,57.95
2017-06-20,57.05
2017-06-21,57.25
2017-06-22,57.1
2017-06-23,56.15
2017-06-27,54.65
2017-06-28,54.25
2017-06-29,54.75
2017-06-30,55.0
2017-07-03,55.05
2017-07-04,54.0
2017-07-05,55.55
2017-07-06,55.95
2017-07-07,57.6
2017-07-10,57.15
2017-07-11,56.65
2017-07-12,56.95
2017-07-13,57.05
2017-07-14,56.45
2017-07-17,56.1
2017-07-18,55.1
2017-07-19,54.8
2017-07-20,54.45
2017-07-21,53.9
2017-07-24,54.1
2017-07-25,53.35
2017-07-26,52.25
2017-07-27,51.65
2017-07-28,53.1
2017-07-31,54.95
2017-08-01,55.95
2017-08-02,54.5
2017-08-03,54.25
2017-08-04,54.25
2017-08-07,53.7
2017-08-08,52.0
2017-08-09,51.15
2017-08-10,47.9
2017-08-11,48.2
2017-08-14,50.9
2017-08-16,52.05
2017-08-17,53.95
2017-08-18,64.35
2017-08-21,60.65
2017-08-22,59.05
2017-08-23,58.75
2017-08-24,60.65
2017-08-28,61.3
2017-08-29,59.75
2017-08-30,58.95
2017-08-31,58.85
2017-09-01,58.95
2017-09-04,57.95
2017-09-05,61.7
2017-09-06,62.55
2017-09-07,61.25
2017-09-08,60.75
2017-09-11,63.65
2017-09-12,61.95
2017-09-13,61.05
2017-09-14,61.55
2017-09-15,60.0
2017-09-18,59.8
2017-09-19,59.15
2017-09-20,58.7
2017-09-21,58.3
2017-09-22,57.0
2017-09-25,57.4
2017-09-26,56.5
2017-09-27,55.2
2017-09-28,54.3
2017-09-29,54.95
2017-10-03,54.65
2017-10-04,55.3
2017-10-05,57.85
2017-10-06,57.3
2017-10-09,57.6
2017-10-10,58.85
2017-10-11,58.95
2017-10-12,60.25
2017-10-13,60.1
2017-10-16,59.7
2017-10-17,61.25
2017-10-18,71.0
2017-10-19,71.75
2017-10-23,67.9
2017-10-24,71.15
2017-10-25,70.25
2017-10-26,68.1
2017-10-27,69.65
2017-10-30,68.6
2017-10-31,67.85
2017-11-01,68.85
2017-11-02,69.45
2017-11-03,71.25
2017-11-06,72.75
2017-11-07,70.7
2017-11-08,68.05
2017-11-09,68.05
2017-11-10,68.35
2017-11-13,67.5
2017-11-14,67.45
2017-11-15,64.85
2017-11-16,66.1
2017-11-17,64.85
2017-11-20,64.2
2017-11-21,65.95
2017-11-22,67.9
2017-11-23,78.35
2017-11-24,76.7
2017-11-27,77.9
2017-11-28,76.55
2017-11-29,76.45
2017-11-30,76.15
2017-12-01,84.6
2017-12-04,81.35
2017-12-05,85.0
2017-12-06,87.6
2017-12-07,88.5
2017-12-08,87.1
2017-12-11,94.25
2017-12-12,96.3
2017-12-13,99.2
2017-12-14,99.65
2017-12-15,98.6
2017-12-18,104.15
2017-12-19,114.95
2017-12-20,110.7
2017-12-21,107.1
2017-12-22,103.85
2017-12-26,105.3
2017-12-27,104.4
2017-12-28,101.05
2017-12-29,106.45
