Date,ASTRAMICRO
2017-01-02,110.45
2017-01-03,113.1
2017-01-04,113.1
2017-01-05,113.9
2017-01-06,113.8
2017-01-09,117.95
2017-01-10,121.85
2017-01-11,120.8
2017-01-12,119.1
2017-01-13,117.55
2017-01-16,117.15
2017-01-17,116.0
2017-01-18,116.5
2017-01-19,118.05
2017-01-20,122.35
2017-01-23,123.3
2017-01-24,124.75
2017-01-25,124.4
2017-01-27,123.95
2017-01-30,118.55
2017-01-31,118.2
2017-02-01,118.2
2017-02-02,114.05
2017-02-03,115.85
2017-02-06,116.35
2017-02-07,115.1
2017-02-08,115.25
2017-02-09,111.9
2017-02-10,112.5
2017-02-13,112.6
2017-02-14,112.45
2017-02-15,110.4
2017-02-16,113.0
2017-02-17,112.55
2017-02-20,113.0
2017-02-21,115.05
2017-02-22,115.95
2017-02-23,116.85
2017-02-27,117.25
2017-02-28,118.25
2017-03-01,116.9
2017-03-02,116.65
2017-03-03,115.75
2017-03-06,116.3
2017-03-07,114.95
2017-03-08,113.4
2017-03-09,113.7
2017-03-10,113.35
2017-03-14,112.85
2017-03-15,113.5
2017-03-16,114.4
2017-03-17,114.15
2017-03-20,112.95
2017-03-21,110.95
2017-03-22,109.05
2017-03-23,113.8
2017-03-24,114.65
2017-03-27,112.8
2017-03-28,112.05
2017-03-29,111.3
2017-03-30,111.2
2017-03-31,111.0
2017-04-03,112.5
2017-04-05,112.65
2017-04-06,115.95
2017-04-07,115.9
2017-04-10,117.0
2017-04-11,118.15
2017-04-12,117.95
2017-04-13,117.35
2017-04-17,114.95
2017-04-18,115.05
2017-04-19,115.35
2017-04-20,125.25
2017-04-21,123.15
2017-04-24,127.7
2017-04-25,126.7
2017-04-26,123.5
2017-04-27,125.75
2017-04-28,127.55
2017-05-02,131.15
2017-05-03,133.1
2017-05-04,133.7
2017-05-05,130.4
2017-05-08,134.7
2017-05-09,140.8
2017-05-10,145.05
2017-05-11,138.65
2017-05-12,142.25
2017-05-15,139.35
2017-05-16,136.9
2017-05-17,139.8
2017-05-18,134.75
2017-05-19,134.0
2017-05-22,131.3
2017-05-23,128.4
2017-05-24,127.05
2017-05-25,133.1
2017-05-26,135.8
2017-05-29,131.0
2017-05-30,130.7
2017-05-31,132.5
2017-06-01,131.95
2017-06-02,133.4
2017-06-05,140.85
2017-06-06,137.9
2017-06-07,142.7
2017-06-08,142.9
2017-06-09,145.9
2017-06-12,144.85
2017-06-13,143.9
2017-06-14,141.55
2017-06-15,139.2
2017-06-16,140.1
2017-06-19,139.9
2017-06-20,139.35
2017-06-21,138.65
2017-06-22,139.95
2017-06-23,136.9
2017-06-27,132.1
2017-06-28,133.8
2017-06-29,135.0
2017-06-30,141.8
2017-07-03,140.35
2017-07-04,141.85
2017-07-05,142.7
2017-07-06,141.0
2017-07-07,138.9
2017-07-10,139.75
2017-07-11,138.15
2017-07-12,138.8
2017-07-13,138.8
2017-07-14,136.7
2017-07-17,137.05
2017-07-18,138.65
2017-07-19,137.3
2017-07-20,137.95
2017-07-21,136.7
2017-07-24,139.3
2017-07-25,141.9
2017-07-26,139.3
2017-07-27,138.55
2017-07-28,138.0
2017-07-31,134.45
2017-08-01,133.8
2017-08-02,133.6
2017-08-03,131.2
2017-08-04,132.4
2017-08-07,131.15
2017-08-08,129.45
2017-08-09,126.5
2017-08-10,120.6
2017-08-11,120.3
2017-08-14,123.25
2017-08-16,126.05
2017-08-17,124.45
2017-08-18,123.0
2017-08-21,121.65
2017-08-22,122.35
2017-08-23,124.35
2017-08-24,122.95
2017-08-28,125.75
2017-08-29,125.2
2017-08-30,126.1
2017-08-31,130.3
2017-09-01,128.55
2017-09-04,126.1
2017-09-05,137.05
2017-09-06,135.9
2017-09-07,134.2
2017-09-08,132.3
2017-09-11,133.9
2017-09-12,134.1
2017-09-13,134.25
2017-09-14,134.15
2017-09-15,134.9
2017-09-18,135.45
2017-09-19,139.25
2017-09-20,136.1
2017-09-21,135.85
2017-09-22,129.65
2017-09-25,124.5
2017-09-26,124.7
2017-09-27,122.3
2017-09-28,123.85
2017-09-29,125.4
2017-10-03,126.25
2017-10-04,130.1
2017-10-05,127.95
2017-10-06,126.75
2017-10-09,126.8
2017-10-10,127.45
2017-10-11,124.35
2017-10-12,124.1
2017-10-13,124.6
2017-10-16,122.55
2017-10-17,123.05
2017-10-18,123.1
2017-10-19,124.4
2017-10-23,126.0
2017-10-24,123.65
2017-10-25,123.8
2017-10-26,123.55
2017-10-27,124.0
2017-10-30,124.85
2017-10-31,119.2
2017-11-01,118.25
2017-11-02,118.8
2017-11-03,118.55
2017-11-06,117.8
2017-11-07,116.25
2017-11-08,102.4
2017-11-09,108.3
2017-11-10,105.75
2017-11-13,105.4
2017-11-14,108.3
2017-11-15,107.65
2017-11-16,109.65
2017-11-17,109.5
2017-11-20,108.55
2017-11-21,109.1
2017-11-22,108.75
2017-11-23,108.1
2017-11-24,110.3
2017-11-27,110.65
2017-11-28,125.35
2017-11-29,118.7
2017-11-30,117.8
2017-12-01,114.65
2017-12-04,113.3
2017-12-05,112.2
2017-12-06,112.55
2017-12-07,113.55
2017-12-08,113.95
2017-12-11,113.65
2017-12-12,112.3
2017-12-13,110.5
2017-12-14,108.2
2017-12-15,110.3
2017-12-18,112.0
2017-12-19,115.4
2017-12-20,116.5
2017-12-21,118.45
2017-12-22,117.2
2017-12-26,115.25
2017-12-27,114.05
2017-12-28,113.65
2017-12-29,113.9
