Date,GOLDSHARE
2017-01-02,2503.15
2017-01-03,2499.95
2017-01-04,2513.3
2017-01-05,2511.0
2017-01-06,2509.9
2017-01-09,2507.8
2017-01-10,2518.9
2017-01-11,2604.35
2017-01-12,2626.0
2017-01-13,2607.6
2017-01-16,2633.3
2017-01-17,2641.85
2017-01-18,2643.85
2017-01-19,2634.85
2017-01-20,2633.3
2017-01-23,2637.65
2017-01-24,2638.8
2017-01-25,2633.6
2017-01-27,2606.25
2017-01-30,2607.55
2017-01-31,2614.4
2017-02-01,2636.5
2017-02-02,2642.3
2017-02-03,2627.35
2017-02-06,2638.3
2017-02-07,2662.7
2017-02-08,2671.1
2017-02-09,2664.45
2017-02-10,2637.45
2017-02-13,2647.55
2017-02-14,2637.5
2017-02-15,2628.9
2017-02-16,2651.65
2017-02-17,2662.95
2017-02-20,2655.6
2017-02-21,2647.85
2017-02-22,2661.2
2017-02-23,2638.95
2017-02-27,2670.5
2017-02-28,2676.75
2017-03-01,2662.5
2017-03-02,2656.4
2017-03-03,2637.45
2017-03-06,2645.2
2017-03-07,2631.5
2017-03-08,2604.7
2017-03-09,2596.2
2017-03-10,2580.8
2017-03-14,2558.75
2017-03-15,2543.2
2017-03-16,2567.5
2017-03-17,2573.1
2017-03-20,2576.8
2017-03-21,2575.65
2017-03-22,2601.65
2017-03-23,2599.7
2017-03-24,2595.2
2017-03-27,2604.75
2017-03-28,2602.9
2017-03-29,2596.75
2017-03-30,2593.2
2017-03-31,2584.2
2017-04-03,2579.75
2017-04-05,2595.8
2017-04-06,2593.8
2017-04-07,2600.3
2017-04-10,2586.65
2017-04-11,2584.2
2017-04-12,2621.55
2017-04-13,2640.65
2017-04-17,2653.45
2017-04-18,2636.0
2017-04-19,2632.55
2017-04-20,2627.05
2017-04-21,2632.7
2017-04-24,2613.65
2017-04-25,2613.95
2017-04-26,2605.6
2017-04-27,2602.4
2017-04-28,2615.25
2017-05-02,2593.95
2017-05-03,2587.45
2017-05-04,2561.5
2017-05-05,2563.75
2017-05-08,2545.9
2017-05-09,2545.55
