Date,KOPRAN
2017-01-02,52.85
2017-01-03,54.5
2017-01-04,55.4
2017-01-05,55.55
2017-01-06,54.3
2017-01-09,54.05
2017-01-10,54.95
2017-01-11,54.9
2017-01-12,53.25
2017-01-13,52.75
2017-01-16,53.35
2017-01-17,53.65
2017-01-18,54.0
2017-01-19,54.45
2017-01-20,52.6
2017-01-23,52.4
2017-01-24,52.6
2017-01-25,52.65
2017-01-27,52.35
2017-01-30,52.15
2017-01-31,51.55
2017-02-01,53.4
2017-02-02,53.75
2017-02-03,57.6
2017-02-06,58.55
2017-02-07,61.9
2017-02-08,70.45
2017-02-09,67.7
2017-02-10,68.15
2017-02-13,66.85
2017-02-14,66.35
2017-02-15,63.55
2017-02-16,66.6
2017-02-17,67.9
2017-02-20,69.3
2017-02-21,68.9
2017-02-22,66.8
2017-02-23,66.55
2017-02-27,67.9
2017-02-28,66.9
2017-03-01,67.95
2017-03-02,69.6
2017-03-03,72.05
2017-03-06,73.15
2017-03-07,71.25
2017-03-08,70.9
2017-03-09,71.3
2017-03-10,70.7
2017-03-14,70.3
2017-03-15,70.65
2017-03-16,73.85
2017-03-17,73.05
2017-03-20,74.5
2017-03-21,73.7
2017-03-22,72.35
2017-03-23,73.2
2017-03-24,75.55
2017-03-27,77.1
2017-03-28,76.85
2017-03-29,75.9
2017-03-30,77.5
2017-03-31,75.95
2017-04-03,79.05
2017-04-05,81.65
2017-04-06,79.55
2017-04-07,79.65
2017-04-10,82.45
2017-04-11,97.3
2017-04-12,99.8
2017-04-13,95.1
2017-04-17,96.1
2017-04-18,92.75
2017-04-19,93.5
2017-04-20,95.15
2017-04-21,93.4
2017-04-24,91.1
2017-04-25,94.2
2017-04-26,91.15
2017-04-27,89.7
2017-04-28,90.9
2017-05-02,90.05
2017-05-03,90.3
2017-05-04,88.55
2017-05-05,86.05
2017-05-08,87.95
2017-05-09,92.6
2017-05-10,94.8
2017-05-11,93.45
2017-05-12,93.5
2017-05-15,95.2
2017-05-16,95.25
2017-05-17,94.95
2017-05-18,91.45
2017-05-19,93.2
2017-05-22,91.25
2017-05-23,90.0
2017-05-24,85.5
2017-05-25,84.9
2017-05-26,86.05
2017-05-29,80.35
2017-05-30,86.45
2017-05-31,84.0
2017-06-01,83.45
2017-06-02,85.75
2017-06-05,86.15
2017-06-06,84.2
2017-06-07,86.2
2017-06-08,86.15
2017-06-09,85.5
2017-06-12,83.65
2017-06-13,87.8
2017-06-14,86.4
2017-06-15,86.0
2017-06-16,84.8
2017-06-19,84.3
2017-06-20,84.05
2017-06-21,84.75
2017-06-22,84.45
2017-06-23,84.5
2017-06-27,83.9
2017-06-28,82.5
2017-06-29,82.6
2017-06-30,82.45
2017-07-03,82.85
2017-07-04,82.2
2017-07-05,82.4
2017-07-06,83.75
2017-07-07,85.4
2017-07-10,85.2
2017-07-11,87.1
2017-07-12,86.3
2017-07-13,84.6
2017-07-14,83.4
2017-07-17,84.0
2017-07-18,83.4
2017-07-19,83.9
2017-07-20,83.85
2017-07-21,85.65
2017-07-24,84.2
2017-07-25,84.0
2017-07-26,86.5
2017-07-27,84.0
2017-07-28,83.8
2017-07-31,83.05
2017-08-01,81.55
2017-08-02,81.2
2017-08-03,78.35
2017-08-04,74.8
2017-08-07,76.8
2017-08-08,72.85
2017-08-09,71.45
2017-08-10,69.3
2017-08-11,66.1
2017-08-14,67.5
2017-08-16,70.7
2017-08-17,73.65
2017-08-18,71.4
2017-08-21,70.2
2017-08-22,68.45
2017-08-23,69.3
2017-08-24,72.05
2017-08-28,72.1
2017-08-29,69.45
2017-08-30,69.65
2017-08-31,70.25
2017-09-01,72.9
2017-09-04,72.05
2017-09-05,72.8
2017-09-06,75.75
2017-09-07,76.25
2017-09-08,75.05
2017-09-11,78.65
2017-09-12,77.65
2017-09-13,76.15
2017-09-14,71.7
2017-09-15,70.65
2017-09-18,72.8
2017-09-19,71.65
2017-09-20,73.4
2017-09-21,75.65
2017-09-22,71.8
2017-09-25,67.85
2017-09-26,68.45
2017-09-27,66.2
2017-09-28,66.1
2017-09-29,68.05
2017-10-03,69.2
2017-10-04,69.75
2017-10-05,69.55
2017-10-06,77.4
2017-10-09,73.9
2017-10-10,74.65
2017-10-11,71.6
2017-10-12,71.9
2017-10-13,71.45
2017-10-16,71.25
2017-10-17,70.9
2017-10-18,70.35
2017-10-19,70.75
2017-10-23,69.35
2017-10-24,69.55
2017-10-25,69.3
2017-10-26,69.1
2017-10-27,69.35
2017-10-30,69.65
2017-10-31,68.45
2017-11-01,68.9
2017-11-02,72.45
2017-11-03,70.3
2017-11-06,70.5
2017-11-07,68.4
2017-11-08,67.25
2017-11-09,66.25
2017-11-10,66.2
2017-11-13,65.95
2017-11-14,63.75
2017-11-15,61.4
2017-11-16,62.45
2017-11-17,63.3
2017-11-20,65.2
2017-11-21,65.1
2017-11-22,63.45
2017-11-23,63.75
2017-11-24,63.95
2017-11-27,64.25
2017-11-28,64.3
2017-11-29,64.1
2017-11-30,63.2
2017-12-01,64.55
2017-12-04,64.25
2017-12-05,63.5
2017-12-06,63.85
2017-12-07,64.15
2017-12-08,64.3
2017-12-11,64.35
2017-12-12,67.75
2017-12-13,66.2
2017-12-14,65.75
2017-12-15,63.25
2017-12-18,62.4
2017-12-19,63.2
2017-12-20,68.85
2017-12-21,68.9
2017-12-22,68.1
2017-12-26,68.5
2017-12-27,68.95
2017-12-28,68.4
2017-12-29,67.7
