Date,HESTERBIO
2017-01-02,710.85
2017-01-03,714.25
2017-01-04,720.5
2017-01-05,723.0
2017-01-06,728.95
2017-01-09,722.25
2017-01-10,724.65
2017-01-11,727.2
2017-01-12,730.8
2017-01-13,729.65
2017-01-16,739.4
2017-01-17,734.35
2017-01-18,735.8
2017-01-19,762.4
2017-01-20,763.0
2017-01-23,763.65
2017-01-24,765.1
2017-01-25,763.4
2017-01-27,766.1
2017-01-30,770.7
2017-01-31,760.8
2017-02-01,764.55
2017-02-02,768.9
2017-02-03,773.5
2017-02-06,770.4
2017-02-07,770.1
2017-02-08,757.0
2017-02-09,763.85
2017-02-10,760.3
2017-02-13,761.0
2017-02-14,768.4
2017-02-15,757.9
2017-02-16,765.85
2017-02-17,766.25
2017-02-20,765.25
2017-02-21,765.05
2017-02-22,766.75
2017-02-23,766.75
2017-02-27,765.0
2017-02-28,769.75
2017-03-01,766.6
2017-03-02,762.0
2017-03-03,756.2
2017-03-06,755.4
2017-03-07,760.3
2017-03-08,756.5
2017-03-09,757.95
2017-03-10,749.7
2017-03-14,741.5
2017-03-15,735.7
2017-03-16,744.65
2017-03-17,735.1
2017-03-20,735.75
2017-03-21,729.25
2017-03-22,728.6
2017-03-23,748.05
2017-03-24,748.75
2017-03-27,737.55
2017-03-28,732.3
2017-03-29,753.2
2017-03-30,759.5
2017-03-31,765.95
2017-04-03,770.4
2017-04-05,836.15
2017-04-06,918.4
2017-04-07,907.45
2017-04-10,887.2
2017-04-11,906.0
2017-04-12,901.85
2017-04-13,890.6
2017-04-17,888.15
2017-04-18,852.5
2017-04-19,869.6
2017-04-20,854.85
2017-04-21,851.55
2017-04-24,857.9
2017-04-25,862.8
2017-04-26,843.55
2017-04-27,825.35
2017-04-28,836.05
2017-05-02,856.0
2017-05-03,857.55
2017-05-04,852.55
2017-05-05,848.15
2017-05-08,909.1
2017-05-09,900.65
2017-05-10,879.65
2017-05-11,879.2
2017-05-12,885.95
2017-05-15,898.0
2017-05-16,891.2
2017-05-17,893.55
2017-05-18,890.55
2017-05-19,865.95
2017-05-22,854.75
2017-05-23,832.25
2017-05-24,830.05
2017-05-25,829.5
2017-05-26,848.85
2017-05-29,861.9
2017-05-30,866.3
2017-05-31,861.3
2017-06-01,875.15
2017-06-02,878.7
2017-06-05,881.55
2017-06-06,882.7
2017-06-07,906.1
2017-06-08,917.15
2017-06-09,904.3
2017-06-12,899.35
2017-06-13,908.1
2017-06-14,922.85
2017-06-15,911.95
2017-06-16,914.4
2017-06-19,927.5
2017-06-20,920.55
2017-06-21,901.85
2017-06-22,893.3
2017-06-23,883.1
2017-06-27,864.75
2017-06-28,879.5
2017-06-29,895.05
2017-06-30,891.15
2017-07-03,893.65
2017-07-04,906.65
2017-07-05,960.25
2017-07-06,1152.3
2017-07-07,1118.0
2017-07-10,1161.15
2017-07-11,1137.4
2017-07-12,1115.95
2017-07-13,1084.8
2017-07-14,1064.1
2017-07-17,1079.35
2017-07-18,1057.85
2017-07-19,1117.4
2017-07-20,1119.4
2017-07-21,1110.15
2017-07-24,1122.75
2017-07-25,1122.65
2017-07-26,1127.2
2017-07-27,1123.45
2017-07-28,1066.4
2017-07-31,1049.55
2017-08-01,1001.1
2017-08-02,1004.0
