Date,FMGOETZE
2017-01-02,493.65
2017-01-03,488.4
2017-01-04,485.6
2017-01-05,483.55
2017-01-06,495.55
2017-01-09,494.55
2017-01-10,489.25
2017-01-11,506.0
2017-01-12,503.35
2017-01-13,502.35
2017-01-16,498.35
2017-01-17,499.7
2017-01-18,496.0
2017-01-19,501.5
2017-01-20,496.95
2017-01-23,501.5
2017-01-24,500.6
2017-01-25,500.7
2017-01-27,501.25
2017-01-30,495.75
2017-01-31,491.95
2017-02-01,494.8
2017-02-02,498.1
2017-02-03,498.85
2017-02-06,495.5
2017-02-07,491.75
2017-02-08,490.65
2017-02-09,490.65
2017-02-10,486.7
2017-02-13,483.35
2017-02-14,478.65
2017-02-15,472.7
2017-02-16,483.35
2017-02-17,488.75
2017-02-20,485.15
2017-02-21,498.25
2017-02-22,495.1
2017-02-23,494.45
2017-02-27,489.0
2017-02-28,490.05
2017-03-01,502.2
2017-03-02,493.95
2017-03-03,496.6
2017-03-06,501.6
2017-03-07,499.7
2017-03-08,493.95
2017-03-09,500.3
2017-03-10,490.2
2017-03-14,498.3
2017-03-15,494.65
2017-03-16,496.75
2017-03-17,491.9
2017-03-20,489.2
2017-03-21,489.95
2017-03-22,489.75
2017-03-23,492.4
2017-03-24,496.2
2017-03-27,489.25
2017-03-28,486.75
2017-03-29,512.2
2017-03-30,523.6
2017-03-31,547.85
2017-04-03,569.85
2017-04-05,581.45
2017-04-06,581.0
2017-04-07,575.4
2017-04-10,573.6
2017-04-11,584.35
2017-04-12,594.7
2017-04-13,613.05
2017-04-17,620.6
2017-04-18,611.25
2017-04-19,611.75
2017-04-20,614.75
2017-04-21,615.9
2017-04-24,624.8
2017-04-25,619.0
2017-04-26,609.55
2017-04-27,603.1
2017-04-28,600.0
2017-05-02,594.3
2017-05-03,611.55
2017-05-04,597.95
2017-05-05,598.9
2017-05-08,596.95
2017-05-09,593.2
2017-05-10,597.0
2017-05-11,595.85
2017-05-12,591.45
2017-05-15,590.25
2017-05-16,594.15
2017-05-17,590.4
2017-05-18,586.45
2017-05-19,582.7
2017-05-22,590.65
2017-05-23,593.0
2017-05-24,592.25
2017-05-25,590.65
2017-05-26,588.05
2017-05-29,577.15
2017-05-30,588.85
2017-05-31,589.5
2017-06-01,583.85
2017-06-02,591.85
2017-06-05,585.15
2017-06-06,583.85
2017-06-07,582.0
2017-06-08,581.0
2017-06-09,576.95
2017-06-12,576.3
2017-06-13,577.75
2017-06-14,568.5
2017-06-15,555.0
2017-06-16,559.3
2017-06-19,564.15
2017-06-20,572.65
2017-06-21,570.85
2017-06-22,563.75
2017-06-23,562.55
2017-06-27,556.0
2017-06-28,553.9
2017-06-29,542.4
2017-06-30,545.6
2017-07-03,547.45
2017-07-04,550.1
2017-07-05,562.2
2017-07-06,558.3
2017-07-07,565.7
2017-07-10,569.15
2017-07-11,562.0
2017-07-12,564.4
2017-07-13,566.35
2017-07-14,560.6
2017-07-17,560.7
2017-07-18,555.55
2017-07-19,547.5
2017-07-20,552.1
2017-07-21,559.6
2017-07-24,555.15
2017-07-25,547.45
2017-07-26,546.65
2017-07-27,540.65
2017-07-28,542.6
2017-07-31,541.7
2017-08-01,533.35
2017-08-02,539.5
2017-08-03,533.15
2017-08-04,525.5
2017-08-07,535.85
2017-08-08,525.2
2017-08-09,525.8
2017-08-10,532.9
2017-08-11,534.2
2017-08-14,522.8
2017-08-16,525.2
2017-08-17,526.5
2017-08-18,523.85
2017-08-21,514.35
2017-08-22,516.5
2017-08-23,516.8
2017-08-24,507.6
2017-08-28,503.95
2017-08-29,499.6
2017-08-30,499.25
2017-08-31,488.75
2017-09-01,490.1
2017-09-04,503.5
2017-09-05,513.85
2017-09-06,511.25
2017-09-07,526.95
2017-09-08,520.35
2017-09-11,560.65
2017-09-12,542.9
2017-09-13,537.55
2017-09-14,538.7
2017-09-15,532.7
2017-09-18,534.0
2017-09-19,537.95
2017-09-20,532.9
2017-09-21,521.6
2017-09-22,502.4
2017-09-25,490.9
2017-09-26,492.9
2017-09-27,487.3
2017-09-28,493.15
2017-09-29,496.2
2017-10-03,495.75
2017-10-04,485.75
2017-10-05,486.8
2017-10-06,492.65
2017-10-09,499.35
2017-10-10,503.0
2017-10-11,501.85
2017-10-12,498.05
2017-10-13,497.45
2017-10-16,493.5
2017-10-17,489.15
2017-10-18,491.9
2017-10-19,496.9
2017-10-23,487.45
2017-10-24,483.75
2017-10-25,481.55
2017-10-26,479.05
2017-10-27,488.8
2017-10-30,495.95
2017-10-31,501.45
2017-11-01,501.65
2017-11-02,503.4
2017-11-03,498.05
2017-11-06,497.3
2017-11-07,493.0
2017-11-08,491.05
2017-11-09,491.65
2017-11-10,488.6
2017-11-13,490.25
2017-11-14,486.35
2017-11-15,484.8
2017-11-16,490.0
2017-11-17,493.15
2017-11-20,521.5
2017-11-21,511.5
2017-11-22,510.45
2017-11-23,527.95
2017-11-24,523.7
2017-11-27,519.65
2017-11-28,515.0
2017-11-29,516.1
2017-11-30,521.0
2017-12-01,516.4
2017-12-04,534.7
2017-12-05,538.15
2017-12-06,533.6
2017-12-07,529.55
2017-12-08,535.05
2017-12-11,524.95
2017-12-12,517.35
2017-12-13,514.6
2017-12-14,499.5
2017-12-15,491.65
2017-12-18,498.55
2017-12-19,501.55
2017-12-20,506.5
2017-12-21,540.2
2017-12-22,530.95
2017-12-26,529.1
2017-12-27,527.85
2017-12-28,522.2
2017-12-29,528.0
