Date,BPL
2017-01-02,63.75
2017-01-03,67.9
2017-01-04,68.65
2017-01-05,69.2
2017-01-06,67.15
2017-01-09,66.7
2017-01-10,67.8
2017-01-11,67.5
2017-01-12,71.1
2017-01-13,70.55
2017-01-16,68.5
2017-01-17,73.05
2017-01-18,72.4
2017-01-19,72.05
2017-01-20,68.4
2017-01-23,69.3
2017-01-24,69.55
2017-01-25,70.55
2017-01-27,69.35
2017-01-30,69.2
2017-01-31,68.3
2017-02-01,67.0
2017-02-02,66.2
2017-02-03,65.9
2017-02-06,67.75
2017-02-07,67.05
2017-02-08,66.1
2017-02-09,65.3
2017-02-10,65.2
2017-02-13,63.85
2017-02-14,61.7
2017-02-15,59.25
2017-02-16,61.15
2017-02-17,62.6
2017-02-20,64.3
2017-02-21,63.75
2017-02-22,62.6
2017-02-23,62.65
2017-02-27,63.3
2017-02-28,63.3
2017-03-01,64.95
2017-03-02,64.6
2017-03-03,64.35
2017-03-06,65.35
2017-03-07,63.55
2017-03-08,62.3
2017-03-09,61.2
2017-03-10,60.9
2017-03-14,61.25
2017-03-15,60.9
2017-03-16,63.6
2017-03-17,64.3
2017-03-20,65.45
2017-03-21,64.25
2017-03-22,63.8
2017-03-23,63.95
2017-03-24,63.65
2017-03-27,73.35
2017-03-28,74.6
2017-03-29,70.75
2017-03-30,73.75
2017-03-31,73.4
2017-04-03,73.75
2017-04-05,73.8
2017-04-06,79.55
2017-04-07,84.55
2017-04-10,83.0
2017-04-11,82.65
2017-04-12,81.35
2017-04-13,81.35
2017-04-17,79.95
2017-04-18,77.25
2017-04-19,77.6
2017-04-20,78.1
2017-04-21,77.45
2017-04-24,77.6
2017-04-25,79.0
2017-04-26,76.85
2017-04-27,75.3
2017-04-28,74.0
2017-05-02,72.45
2017-05-03,76.1
2017-05-04,81.3
2017-05-05,78.8
2017-05-08,79.1
2017-05-09,79.6
2017-05-10,79.65
2017-05-11,77.8
2017-05-12,76.25
2017-05-15,72.95
2017-05-16,74.45
2017-05-17,82.75
2017-05-18,78.75
2017-05-19,76.95
2017-05-22,71.8
2017-05-23,70.7
2017-05-24,69.1
2017-05-25,70.85
2017-05-26,73.9
2017-05-29,71.0
2017-05-30,70.0
2017-05-31,71.2
2017-06-01,69.7
2017-06-02,73.45
2017-06-05,76.05
2017-06-06,75.0
2017-06-07,76.8
2017-06-08,76.0
2017-06-09,75.4
2017-06-12,73.4
2017-06-13,73.2
2017-06-14,72.75
2017-06-15,70.95
2017-06-16,71.9
2017-06-19,75.2
2017-06-20,72.75
2017-06-21,73.3
2017-06-22,70.95
2017-06-23,68.4
2017-06-27,66.85
2017-06-28,65.6
2017-06-29,67.9
2017-06-30,66.9
2017-07-03,72.65
2017-07-04,71.15
2017-07-05,71.9
2017-07-06,71.25
2017-07-07,70.95
2017-07-10,71.2
2017-07-11,70.8
2017-07-12,71.35
2017-07-13,71.25
2017-07-14,69.25
2017-07-17,70.8
2017-07-18,69.55
2017-07-19,70.2
2017-07-20,70.9
2017-07-21,69.45
2017-07-24,69.2
2017-07-25,69.15
2017-07-26,68.85
2017-07-27,66.4
2017-07-28,66.75
2017-07-31,67.15
2017-08-01,65.45
2017-08-02,67.5
2017-08-03,66.7
2017-08-04,65.9
2017-08-07,65.75
2017-08-08,63.8
2017-08-09,60.7
2017-08-10,57.1
2017-08-11,55.4
2017-08-14,56.9
2017-08-16,59.6
2017-08-17,62.15
2017-08-18,60.45
2017-08-21,58.35
2017-08-22,59.8
2017-08-23,62.1
2017-08-24,61.3
2017-08-28,64.45
2017-08-29,64.4
2017-08-30,64.35
2017-08-31,66.95
2017-09-01,66.65
2017-09-04,64.3
2017-09-05,63.3
2017-09-06,68.25
2017-09-07,67.0
2017-09-08,67.65
2017-09-11,73.45
2017-09-12,71.45
2017-09-13,69.8
2017-09-14,73.8
2017-09-15,72.4
2017-09-18,71.85
2017-09-19,73.1
2017-09-20,72.3
2017-09-21,71.85
2017-09-22,67.45
2017-09-25,65.15
2017-09-26,65.4
2017-09-27,64.8
2017-09-28,65.95
2017-09-29,66.15
2017-10-03,66.45
2017-10-04,66.5
2017-10-05,68.7
2017-10-06,73.2
2017-10-09,72.0
2017-10-10,71.15
2017-10-11,67.85
2017-10-12,68.15
2017-10-13,67.9
2017-10-16,68.0
2017-10-17,68.2
2017-10-18,67.9
2017-10-19,67.4
2017-10-23,65.95
2017-10-24,65.7
2017-10-25,65.35
2017-10-26,65.5
2017-10-27,65.95
2017-10-30,66.65
2017-10-31,66.05
2017-11-01,68.1
2017-11-02,69.15
2017-11-03,68.75
2017-11-06,67.7
2017-11-07,66.05
2017-11-08,65.6
2017-11-09,65.35
2017-11-10,64.85
2017-11-13,64.05
2017-11-14,63.95
2017-11-15,65.35
2017-11-16,66.65
2017-11-17,66.4
2017-11-20,66.65
2017-11-21,68.65
2017-11-22,67.6
2017-11-23,67.15
2017-11-24,67.35
2017-11-27,68.25
2017-11-28,79.9
2017-11-29,78.25
2017-11-30,79.65
2017-12-01,78.5
2017-12-04,76.1
2017-12-05,76.15
2017-12-06,74.8
2017-12-07,78.6
2017-12-08,80.4
2017-12-11,91.3
2017-12-12,102.6
2017-12-13,94.75
2017-12-14,97.0
2017-12-15,100.8
2017-12-18,102.15
2017-12-19,116.05
2017-12-20,117.4
2017-12-21,116.3
2017-12-22,114.6
2017-12-26,112.7
2017-12-27,112.25
2017-12-28,112.25
2017-12-29,111.15
