Date,RUCHISOYA
2017-01-02,19.3
2017-01-03,19.7
2017-01-04,19.85
2017-01-05,20.25
2017-01-06,20.1
2017-01-09,20.25
2017-01-10,20.4
2017-01-11,20.35
2017-01-12,20.0
2017-01-13,20.15
2017-01-16,20.3
2017-01-17,20.1
2017-01-18,20.05
2017-01-19,24.05
2017-01-20,27.2
2017-01-23,26.35
2017-01-24,26.0
2017-01-25,24.8
2017-01-27,24.8
2017-01-30,23.9
2017-01-31,23.35
2017-02-01,22.95
2017-02-02,23.35
2017-02-03,24.95
2017-02-06,25.55
2017-02-07,25.6
2017-02-08,25.75
2017-02-09,25.3
2017-02-10,25.75
2017-02-13,30.2
2017-02-14,28.85
2017-02-15,26.4
2017-02-16,26.55
2017-02-17,26.15
2017-02-20,26.3
2017-02-21,26.35
2017-02-22,26.1
2017-02-23,26.05
2017-02-27,26.4
2017-02-28,26.2
2017-03-01,27.45
2017-03-02,27.9
2017-03-03,27.25
2017-03-06,28.2
2017-03-07,28.9
2017-03-08,29.25
2017-03-09,28.9
2017-03-10,28.8
2017-03-14,28.55
2017-03-15,27.9
2017-03-16,27.95
2017-03-17,27.45
2017-03-20,27.6
2017-03-21,27.2
2017-03-22,26.9
2017-03-23,27.5
2017-03-24,27.2
2017-03-27,26.8
2017-03-28,27.8
2017-03-29,27.8
2017-03-30,27.05
2017-03-31,27.15
2017-04-03,26.85
2017-04-05,26.6
2017-04-06,26.55
2017-04-07,26.25
2017-04-10,25.95
2017-04-11,25.6
2017-04-12,25.7
2017-04-13,25.05
2017-04-17,24.95
2017-04-18,24.6
2017-04-19,24.8
2017-04-20,25.1
2017-04-21,25.8
2017-04-24,26.2
2017-04-25,25.8
2017-04-26,25.4
2017-04-27,25.0
2017-04-28,25.4
2017-05-02,25.2
2017-05-03,24.85
2017-05-04,26.55
2017-05-05,26.05
2017-05-08,25.75
2017-05-09,25.5
2017-05-10,25.85
2017-05-11,26.2
2017-05-12,26.05
2017-05-15,26.0
2017-05-16,26.05
2017-05-17,25.85
2017-05-18,25.05
2017-05-19,24.85
2017-05-22,24.55
2017-05-23,23.95
2017-05-24,23.8
2017-05-25,23.75
2017-05-26,23.85
2017-05-29,22.55
2017-05-30,22.35
2017-05-31,21.9
2017-06-01,22.4
2017-06-02,22.2
2017-06-05,22.25
2017-06-06,22.3
2017-06-07,22.75
2017-06-08,22.45
2017-06-09,22.25
2017-06-12,21.45
2017-06-13,21.05
2017-06-14,21.25
2017-06-15,21.1
2017-06-16,21.15
2017-06-19,21.4
2017-06-20,21.35
2017-06-21,21.25
2017-06-22,21.55
2017-06-23,21.15
2017-06-27,21.45
2017-06-28,21.3
2017-06-29,21.2
2017-06-30,21.25
2017-07-03,21.2
2017-07-04,21.0
2017-07-05,21.25
2017-07-06,21.15
2017-07-07,24.85
2017-07-10,24.35
2017-07-11,24.2
2017-07-12,25.6
2017-07-13,24.95
2017-07-14,24.4
2017-07-17,24.4
2017-07-18,23.35
2017-07-19,24.05
2017-07-20,25.1
2017-07-21,25.0
2017-07-24,24.55
2017-07-25,24.25
2017-07-26,24.9
2017-07-27,24.05
2017-07-28,24.05
2017-07-31,23.3
2017-08-01,23.45
2017-08-02,23.05
2017-08-03,23.25
2017-08-04,23.15
2017-08-07,23.0
2017-08-08,22.25
2017-08-09,22.05
2017-08-10,20.6
2017-08-11,20.7
2017-08-14,23.55
2017-08-16,22.9
2017-08-17,22.4
2017-08-18,22.4
2017-08-21,21.9
2017-08-22,21.5
2017-08-23,21.45
2017-08-24,21.35
2017-08-28,21.5
2017-08-29,19.65
2017-08-30,18.75
2017-08-31,19.1
2017-09-01,19.45
2017-09-04,19.15
2017-09-05,21.0
2017-09-06,22.2
2017-09-07,23.7
2017-09-08,22.95
2017-09-11,23.9
2017-09-12,24.1
2017-09-13,21.8
2017-09-14,22.05
2017-09-15,21.9
2017-09-18,22.35
2017-09-19,24.1
2017-09-20,24.5
2017-09-21,23.95
2017-09-22,23.4
2017-09-25,22.95
2017-09-26,22.85
2017-09-27,22.25
2017-09-28,24.95
2017-09-29,24.25
2017-10-03,24.25
2017-10-04,23.65
2017-10-05,23.2
2017-10-06,23.4
2017-10-09,23.55
2017-10-10,23.35
2017-10-11,22.75
2017-10-12,22.6
2017-10-13,22.6
2017-10-16,23.6
2017-10-17,23.25
2017-10-18,23.1
2017-10-19,23.25
2017-10-23,22.8
2017-10-24,22.7
2017-10-25,22.35
2017-10-26,21.95
2017-10-27,21.65
2017-10-30,23.75
2017-10-31,24.2
2017-11-01,28.5
2017-11-02,29.45
2017-11-03,27.9
2017-11-06,27.35
2017-11-07,25.1
2017-11-08,26.05
2017-11-09,25.8
2017-11-10,25.1
2017-11-13,24.0
2017-11-14,22.35
2017-11-15,21.55
2017-11-16,21.85
2017-11-17,21.9
2017-11-20,24.1
2017-11-21,25.25
2017-11-22,26.4
2017-11-23,24.75
2017-11-24,24.15
2017-11-27,24.9
2017-11-28,24.1
2017-11-29,23.5
2017-11-30,22.8
2017-12-01,21.95
2017-12-04,22.75
2017-12-05,22.9
2017-12-06,21.5
2017-12-07,20.25
2017-12-08,19.25
2017-12-11,19.4
2017-12-12,19.2
2017-12-13,18.8
2017-12-14,16.2
2017-12-15,17.25
2017-12-18,17.15
2017-12-19,17.55
2017-12-20,17.75
2017-12-21,18.85
2017-12-22,20.25
2017-12-26,21.45
2017-12-27,19.75
2017-12-28,19.0
2017-12-29,18.65
