Date,SATHAISPAT
2017-01-02,64.45
2017-01-03,65.1
2017-01-04,64.5
2017-01-05,67.4
2017-01-06,66.8
2017-01-09,66.0
2017-01-10,69.6
2017-01-11,73.5
2017-01-12,72.1
2017-01-13,69.7
2017-01-16,70.4
2017-01-17,72.2
2017-01-18,72.1
2017-01-19,71.5
2017-01-20,71.6
2017-01-23,72.75
2017-01-24,74.15
2017-01-25,72.9
2017-01-27,72.55
2017-01-30,69.45
2017-01-31,66.7
2017-02-01,68.4
2017-02-02,69.55
2017-02-03,72.0
2017-02-06,71.4
2017-02-07,71.6
2017-02-08,71.65
2017-02-09,72.0
2017-02-10,70.8
2017-02-13,70.2
2017-02-14,69.5
2017-02-15,64.6
2017-02-16,65.4
2017-02-17,62.9
2017-02-20,63.05
2017-02-21,63.3
2017-02-22,62.65
2017-02-23,62.55
2017-02-27,61.95
2017-02-28,61.4
2017-03-01,62.85
2017-03-02,60.0
2017-03-03,60.0
2017-03-06,60.2
2017-03-07,59.9
2017-03-08,59.8
2017-03-09,60.5
2017-03-10,59.55
2017-03-14,59.0
2017-03-15,58.9
2017-03-16,58.5
2017-03-17,55.7
2017-03-20,54.65
2017-03-21,53.8
2017-03-22,52.9
2017-03-23,52.95
2017-03-24,58.9
2017-03-27,55.35
2017-03-28,56.5
2017-03-29,55.0
2017-03-30,54.8
2017-03-31,54.0
2017-04-03,54.95
2017-04-05,54.85
2017-04-06,54.95
2017-04-07,54.3
2017-04-10,54.85
2017-04-11,55.1
2017-04-12,60.55
2017-04-13,57.25
2017-04-17,58.3
2017-04-18,59.05
2017-04-19,59.95
2017-04-20,59.3
2017-04-21,59.4
2017-04-24,61.85
2017-04-25,62.65
2017-04-26,58.1
2017-04-27,55.7
2017-04-28,56.1
2017-05-02,53.15
2017-05-03,52.85
2017-05-04,52.95
2017-05-05,50.0
2017-05-08,50.4
2017-05-09,54.05
2017-05-10,54.55
2017-05-11,54.05
2017-05-12,52.35
2017-05-15,52.0
2017-05-16,51.95
2017-05-17,51.95
2017-05-18,50.65
2017-05-19,49.75
2017-05-22,48.05
2017-05-23,46.5
2017-05-24,41.15
2017-05-25,39.9
2017-05-26,39.6
2017-05-29,36.9
2017-05-30,36.8
2017-05-31,38.45
2017-06-01,38.1
2017-06-02,37.55
2017-06-05,43.2
2017-06-06,42.9
2017-06-07,42.55
2017-06-08,41.8
2017-06-09,41.95
2017-06-12,42.85
2017-06-13,43.2
2017-06-14,41.95
2017-06-15,41.05
2017-06-16,41.15
2017-06-19,39.95
2017-06-20,39.6
2017-06-21,39.05
2017-06-22,38.05
2017-06-23,37.4
2017-06-27,36.25
2017-06-28,35.95
2017-06-29,37.75
2017-06-30,41.65
2017-07-03,43.25
2017-07-04,46.75
2017-07-05,44.95
2017-07-06,46.5
2017-07-07,47.0
2017-07-10,46.8
2017-07-11,47.8
2017-07-12,47.1
2017-07-13,47.65
2017-07-14,46.15
2017-07-17,47.15
2017-07-18,47.25
2017-07-19,46.55
2017-07-20,45.05
2017-07-21,45.5
2017-07-24,45.2
2017-07-25,44.4
2017-07-26,44.7
2017-07-27,43.6
2017-07-28,42.6
2017-07-31,42.2
2017-08-01,43.2
2017-08-02,43.85
2017-08-03,43.9
2017-08-04,43.8
2017-08-07,43.35
2017-08-08,41.85
2017-08-09,40.85
2017-08-10,37.1
2017-08-11,36.2
2017-08-14,37.2
2017-08-16,38.05
2017-08-17,38.85
2017-08-18,38.2
2017-08-21,36.1
2017-08-22,35.75
2017-08-23,34.35
2017-08-24,41.2
2017-08-28,46.9
2017-08-29,42.6
2017-08-30,46.85
2017-08-31,51.5
2017-09-01,50.65
2017-09-04,48.8
2017-09-05,48.1
2017-09-06,50.05
2017-09-07,47.25
2017-09-08,46.55
2017-09-11,48.3
2017-09-12,46.85
2017-09-13,45.6
2017-09-14,45.25
2017-09-15,46.5
2017-09-18,45.5
2017-09-19,49.4
2017-09-20,51.9
2017-09-21,48.65
2017-09-22,46.05
2017-09-25,44.05
2017-09-26,45.25
2017-09-27,42.5
2017-09-28,43.95
2017-09-29,44.2
2017-10-03,43.7
2017-10-04,46.55
2017-10-05,42.95
2017-10-06,44.0
2017-10-09,42.05
2017-10-10,41.0
2017-10-11,39.75
2017-10-12,39.9
2017-10-13,41.05
2017-10-16,39.15
2017-10-17,40.3
2017-10-18,39.85
2017-10-19,39.55
2017-10-23,38.9
2017-10-24,40.0
2017-10-25,38.9
2017-10-26,39.95
2017-10-27,39.2
2017-10-30,40.85
2017-10-31,40.05
2017-11-01,40.05
2017-11-02,40.0
2017-11-03,40.2
2017-11-06,39.15
2017-11-07,38.85
2017-11-08,38.4
2017-11-09,38.7
2017-11-10,38.9
2017-11-13,39.25
2017-11-14,38.9
2017-11-15,37.55
2017-11-16,38.05
2017-11-17,36.95
2017-11-20,35.3
2017-11-21,36.1
2017-11-22,35.6
2017-11-23,36.05
2017-11-24,35.95
2017-11-27,35.55
2017-11-28,35.9
2017-11-29,35.3
2017-11-30,35.45
2017-12-01,36.0
2017-12-04,35.1
2017-12-05,34.3
2017-12-06,34.0
2017-12-07,33.45
2017-12-08,34.2
2017-12-11,32.5
2017-12-12,32.8
2017-12-13,32.75
2017-12-14,31.6
2017-12-15,32.05
2017-12-18,30.95
2017-12-19,33.45
2017-12-20,33.15
2017-12-21,33.4
2017-12-22,33.3
2017-12-26,33.5
2017-12-27,32.75
2017-12-28,32.65
2017-12-29,34.35
