Date,ABAN
2017-01-02,230.7
2017-01-03,241.15
2017-01-04,249.1
2017-01-05,246.5
2017-01-06,246.75
2017-01-09,242.95
2017-01-10,244.3
2017-01-11,242.95
2017-01-12,242.6
2017-01-13,242.7
2017-01-16,241.4
2017-01-17,240.35
2017-01-18,243.95
2017-01-19,254.65
2017-01-20,247.2
2017-01-23,251.65
2017-01-24,253.6
2017-01-25,252.4
2017-01-27,252.95
2017-01-30,248.65
2017-01-31,243.4
2017-02-01,246.0
2017-02-02,253.0
2017-02-03,245.6
2017-02-06,246.85
2017-02-07,244.35
2017-02-08,243.0
2017-02-09,245.9
2017-02-10,244.4
2017-02-13,240.4
2017-02-14,237.25
2017-02-15,232.5
2017-02-16,232.9
2017-02-17,232.95
2017-02-20,235.5
2017-02-21,237.25
2017-02-22,240.25
2017-02-23,236.5
2017-02-27,235.05
2017-02-28,238.45
2017-03-01,238.3
2017-03-02,233.55
2017-03-03,230.95
2017-03-06,232.15
2017-03-07,231.45
2017-03-08,225.45
2017-03-09,218.05
2017-03-10,218.65
2017-03-14,220.0
2017-03-15,223.55
2017-03-16,225.2
2017-03-17,225.25
2017-03-20,224.05
2017-03-21,221.65
2017-03-22,218.35
2017-03-23,223.2
2017-03-24,222.15
2017-03-27,221.7
2017-03-28,221.0
2017-03-29,220.25
2017-03-30,222.05
2017-03-31,225.15
2017-04-03,227.85
2017-04-05,232.45
2017-04-06,230.8
2017-04-07,230.85
2017-04-10,233.0
2017-04-11,233.95
2017-04-12,231.55
2017-04-13,233.65
2017-04-17,230.95
2017-04-18,226.6
2017-04-19,226.45
2017-04-20,226.2
2017-04-21,227.3
2017-04-24,226.7
2017-04-25,227.95
2017-04-26,225.65
2017-04-27,224.05
2017-04-28,224.4
2017-05-02,223.05
2017-05-03,221.8
2017-05-04,222.75
2017-05-05,218.0
2017-05-08,219.3
2017-05-09,219.3
2017-05-10,219.3
2017-05-11,224.0
2017-05-12,221.55
2017-05-15,222.45
2017-05-16,223.55
2017-05-17,220.75
2017-05-18,216.55
2017-05-19,214.45
2017-05-22,214.65
2017-05-23,203.95
2017-05-24,195.75
2017-05-25,194.4
2017-05-26,196.85
2017-05-29,189.45
2017-05-30,180.6
2017-05-31,176.5
2017-06-01,181.55
2017-06-02,180.45
2017-06-05,181.35
2017-06-06,183.4
2017-06-07,186.3
2017-06-08,182.5
2017-06-09,183.2
2017-06-12,180.95
2017-06-13,180.4
2017-06-14,173.05
2017-06-15,173.65
2017-06-16,194.15
2017-06-19,189.4
2017-06-20,192.7
2017-06-21,189.3
2017-06-22,187.25
2017-06-23,187.15
2017-06-27,182.65
2017-06-28,182.1
2017-06-29,188.5
2017-06-30,187.25
2017-07-03,186.95
2017-07-04,187.7
2017-07-05,188.1
2017-07-06,188.2
2017-07-07,190.8
2017-07-10,189.0
2017-07-11,190.6
2017-07-12,190.9
2017-07-13,189.6
2017-07-14,189.2
2017-07-17,188.7
2017-07-18,186.1
2017-07-19,187.6
2017-07-20,186.85
2017-07-21,186.35
2017-07-24,186.3
2017-07-25,185.05
2017-07-26,186.85
2017-07-27,184.05
2017-07-28,183.55
2017-07-31,184.5
2017-08-01,185.2
2017-08-02,182.25
2017-08-03,179.75
2017-08-04,176.95
2017-08-07,178.15
2017-08-08,179.5
2017-08-09,175.8
2017-08-10,168.55
2017-08-11,162.7
2017-08-14,163.95
2017-08-16,163.15
2017-08-17,185.3
2017-08-18,177.1
2017-08-21,176.45
2017-08-22,172.65
2017-08-23,173.75
2017-08-24,175.65
2017-08-28,178.1
2017-08-29,174.95
2017-08-30,177.25
2017-08-31,177.15
2017-09-01,178.85
2017-09-04,178.4
2017-09-05,180.2
2017-09-06,182.1
2017-09-07,181.45
2017-09-08,177.95
2017-09-11,178.7
2017-09-12,178.85
2017-09-13,177.5
2017-09-14,177.1
2017-09-15,178.5
2017-09-18,177.85
2017-09-19,179.35
2017-09-20,188.45
2017-09-21,184.5
2017-09-22,182.2
2017-09-25,178.05
2017-09-26,186.75
2017-09-27,181.85
2017-09-28,182.9
2017-09-29,181.9
2017-10-03,182.5
2017-10-04,181.2
2017-10-05,181.3
2017-10-06,182.4
2017-10-09,183.05
2017-10-10,185.75
2017-10-11,187.6
2017-10-12,190.1
2017-10-13,187.95
2017-10-16,186.85
2017-10-17,185.8
2017-10-18,186.25
2017-10-19,183.45
2017-10-23,182.95
2017-10-24,186.3
2017-10-25,186.85
2017-10-26,192.55
2017-10-27,199.35
2017-10-30,203.0
2017-10-31,200.75
2017-11-01,200.8
2017-11-02,197.65
2017-11-03,206.65
2017-11-06,220.0
2017-11-07,220.7
2017-11-08,201.55
2017-11-09,206.0
2017-11-10,201.2
2017-11-13,199.4
2017-11-14,200.95
2017-11-15,190.65
2017-11-16,193.5
2017-11-17,193.05
2017-11-20,196.8
2017-11-21,195.95
2017-11-22,200.75
2017-11-23,203.05
2017-11-24,203.45
2017-11-27,206.05
2017-11-28,202.1
2017-11-29,199.25
2017-11-30,197.5
2017-12-01,197.65
2017-12-04,197.45
2017-12-05,194.0
2017-12-06,190.65
2017-12-07,191.85
2017-12-08,192.55
2017-12-11,191.55
2017-12-12,205.5
2017-12-13,197.4
2017-12-14,192.35
2017-12-15,192.35
2017-12-18,191.75
2017-12-19,193.8
2017-12-20,193.95
2017-12-21,193.65
2017-12-22,194.1
2017-12-26,199.1
2017-12-27,203.15
2017-12-28,203.15
2017-12-29,202.95
