Date,JTEKTINDIA
2017-01-02,61.85
2017-01-03,62.85
2017-01-04,64.05
2017-01-05,64.25
2017-01-06,62.95
2017-01-09,63.1
2017-01-10,67.2
2017-01-11,70.65
2017-01-12,68.85
2017-01-13,69.3
2017-01-16,69.7
2017-01-17,68.7
2017-01-18,68.25
2017-01-19,68.5
2017-01-20,71.45
2017-01-23,73.75
2017-01-24,73.15
2017-01-25,79.15
2017-01-27,77.6
2017-01-30,79.45
2017-01-31,81.85
2017-02-01,84.55
2017-02-02,81.4
2017-02-03,81.3
2017-02-06,81.2
2017-02-07,81.0
2017-02-08,81.05
2017-02-09,81.15
2017-02-10,81.25
2017-02-13,81.45
2017-02-14,81.25
2017-02-15,81.2
2017-02-16,81.5
2017-02-17,81.5
2017-02-20,81.8
2017-02-21,81.35
2017-02-22,81.4
2017-02-23,81.45
2017-02-27,81.3
2017-02-28,81.7
2017-03-01,81.5
2017-03-02,81.65
2017-03-03,81.6
2017-03-06,81.75
2017-03-07,81.75
2017-03-08,81.85
2017-03-09,81.65
2017-03-10,81.7
2017-03-14,81.7
2017-03-15,81.75
2017-03-16,81.75
2017-03-17,81.7
2017-03-20,81.75
2017-03-21,81.7
2017-03-22,81.6
2017-03-23,81.7
2017-03-24,81.65
2017-03-27,81.75
2017-03-28,81.6
2017-03-29,81.6
2017-03-30,81.7
2017-03-31,81.65
2017-04-03,82.1
2017-04-05,82.8
2017-04-06,83.25
2017-04-07,82.65
2017-04-10,83.2
2017-04-11,83.6
2017-04-12,84.15
2017-04-13,83.1
2017-04-17,83.45
2017-04-18,83.15
2017-04-19,83.25
2017-04-20,83.4
2017-04-21,82.9
2017-04-24,83.05
2017-04-25,82.6
2017-04-26,82.45
2017-04-27,82.6
2017-04-28,82.4
2017-05-02,82.35
2017-05-03,82.7
2017-05-04,82.65
2017-05-05,82.65
2017-05-08,82.45
2017-05-09,82.35
2017-05-10,82.3
2017-05-11,82.8
2017-05-12,82.1
2017-05-15,82.4
2017-05-16,82.85
2017-05-17,83.2
2017-05-18,83.15
2017-05-19,83.3
2017-05-22,83.45
2017-05-23,82.8
2017-05-24,82.6
2017-05-25,82.8
2017-05-26,83.05
2017-05-29,83.0
2017-05-30,83.0
2017-05-31,83.0
2017-06-01,83.05
2017-06-02,83.35
2017-06-05,83.2
2017-06-06,83.15
2017-06-07,83.15
2017-06-08,83.1
2017-06-09,83.0
2017-06-12,83.0
2017-06-13,91.0
2017-06-14,93.8
2017-06-15,93.25
2017-06-16,88.85
2017-06-19,85.95
2017-06-20,88.95
2017-06-21,91.0
2017-06-22,89.25
2017-06-23,87.1
2017-06-27,86.2
2017-06-28,85.15
2017-06-29,87.05
2017-06-30,94.2
2017-07-03,97.95
2017-07-04,100.9
2017-07-05,108.25
2017-07-06,110.8
2017-07-07,121.45
2017-07-10,124.7
2017-07-11,118.6
2017-07-12,121.2
2017-07-13,122.4
2017-07-14,121.2
2017-07-17,114.3
2017-07-18,112.4
2017-07-19,114.9
2017-07-20,117.3
2017-07-21,116.6
2017-07-24,111.3
2017-07-25,107.85
2017-07-26,108.45
2017-07-27,107.2
2017-07-28,111.35
2017-07-31,110.45
2017-08-01,115.15
2017-08-02,116.15
2017-08-03,112.25
2017-08-04,112.95
2017-08-07,116.75
2017-08-08,111.85
2017-08-09,112.05
2017-08-10,103.45
2017-08-11,103.3
2017-08-14,109.55
2017-08-16,112.0
2017-08-17,114.15
2017-08-18,112.65
2017-08-21,114.8
2017-08-22,112.35
2017-08-23,113.7
2017-08-24,110.65
2017-08-28,111.2
2017-08-29,111.7
2017-08-30,111.45
2017-08-31,111.25
2017-09-01,112.65
2017-09-04,109.75
2017-09-05,112.55
2017-09-06,114.45
2017-09-07,112.35
2017-09-08,112.45
2017-09-11,112.9
2017-09-12,111.7
2017-09-13,112.5
2017-09-14,112.45
2017-09-15,111.15
2017-09-18,111.45
2017-09-19,110.55
2017-09-20,113.4
2017-09-21,111.2
2017-09-22,105.35
2017-09-25,103.05
2017-09-26,104.55
2017-09-27,99.6
2017-09-28,102.75
2017-09-29,103.75
2017-10-03,105.6
2017-10-04,107.7
2017-10-05,109.0
2017-10-06,109.0
2017-10-09,107.4
2017-10-10,108.75
2017-10-11,105.45
2017-10-12,106.6
2017-10-13,106.65
2017-10-16,106.55
2017-10-17,105.55
2017-10-18,105.8
2017-10-19,107.55
2017-10-23,111.75
2017-10-24,115.25
2017-10-25,112.2
2017-10-26,111.6
2017-10-27,111.6
2017-10-30,110.5
2017-10-31,112.7
2017-11-01,109.6
2017-11-02,111.65
2017-11-03,110.55
2017-11-06,109.65
2017-11-07,108.05
2017-11-08,111.0
2017-11-09,123.05
2017-11-10,114.1
2017-11-13,107.35
2017-11-14,108.35
2017-11-15,105.4
2017-11-16,108.4
2017-11-17,108.0
2017-11-20,113.05
2017-11-21,113.4
2017-11-22,110.75
2017-11-23,112.35
2017-11-24,112.0
2017-11-27,109.8
2017-11-28,110.3
2017-11-29,109.9
2017-11-30,110.45
2017-12-01,109.15
2017-12-04,108.15
2017-12-05,105.6
2017-12-06,105.95
2017-12-07,107.65
2017-12-08,108.6
2017-12-11,110.45
2017-12-12,108.6
2017-12-13,107.05
2017-12-14,106.0
2017-12-15,104.15
2017-12-18,106.2
2017-12-19,107.05
2017-12-20,112.45
2017-12-21,112.1
2017-12-22,112.25
2017-12-26,110.4
2017-12-27,109.2
2017-12-28,110.8
2017-12-29,109.4
