Date,XPROINDIA
2017-01-02,46.3
2017-01-03,46.5
2017-01-04,46.0
2017-01-05,46.65
2017-01-06,46.5
2017-01-09,47.4
2017-01-10,49.0
2017-01-11,49.3
2017-01-12,48.35
2017-01-13,47.05
2017-01-16,48.5
2017-01-17,47.55
2017-01-18,48.25
2017-01-19,49.45
2017-01-20,48.3
2017-01-23,48.2
2017-01-24,47.95
2017-01-25,48.2
2017-01-27,49.4
2017-01-30,48.7
2017-01-31,49.05
2017-02-01,49.65
2017-02-02,50.0
2017-02-03,49.75
2017-02-06,49.3
2017-02-07,48.55
2017-02-08,48.25
2017-02-09,47.85
2017-02-10,47.05
2017-02-13,46.3
2017-02-14,46.0
2017-02-15,45.35
2017-02-16,46.15
2017-02-17,47.15
2017-02-20,48.2
2017-02-21,49.15
2017-02-22,48.15
2017-02-23,46.8
2017-02-27,46.65
2017-02-28,46.5
2017-03-01,46.85
2017-03-02,45.85
2017-03-03,46.0
2017-03-06,45.9
2017-03-07,46.1
2017-03-08,45.2
2017-03-09,44.35
2017-03-10,44.2
2017-03-14,45.3
2017-03-15,46.6
2017-03-16,46.0
2017-03-17,46.05
2017-03-20,45.6
2017-03-21,45.25
2017-03-22,44.65
2017-03-23,46.05
2017-03-24,47.4
2017-03-27,49.9
2017-03-28,54.15
2017-03-29,50.25
2017-03-30,50.3
2017-03-31,49.85
2017-04-03,50.0
2017-04-05,51.55
2017-04-06,50.6
2017-04-07,50.05
2017-04-10,50.8
2017-04-11,50.25
2017-04-12,49.0
2017-04-13,48.45
2017-04-17,48.35
2017-04-18,48.25
2017-04-19,47.1
2017-04-20,47.6
2017-04-21,52.05
2017-04-24,51.75
2017-04-25,49.55
2017-04-26,48.85
2017-04-27,49.05
2017-04-28,48.65
2017-05-02,52.3
2017-05-03,52.45
2017-05-04,51.8
2017-05-05,49.95
2017-05-08,49.75
2017-05-09,50.65
2017-05-10,51.0
2017-05-11,49.45
2017-05-12,48.95
2017-05-15,49.05
2017-05-16,49.05
2017-05-17,49.0
2017-05-18,48.55
2017-05-19,50.35
2017-05-22,48.15
2017-05-23,48.15
2017-05-24,46.85
2017-05-25,46.9
2017-05-26,47.25
2017-05-29,47.05
2017-05-30,46.9
2017-05-31,48.5
2017-06-01,49.6
2017-06-02,49.7
2017-06-05,51.0
2017-06-06,49.95
2017-06-07,49.75
2017-06-08,50.5
2017-06-09,50.6
2017-06-12,50.5
2017-06-13,50.95
2017-06-14,50.0
2017-06-15,51.45
2017-06-16,51.6
2017-06-19,51.3
2017-06-20,51.45
2017-06-21,51.65
2017-06-22,52.75
2017-06-23,51.15
2017-06-27,49.2
2017-06-28,50.0
2017-06-29,49.85
2017-06-30,49.85
2017-07-03,50.0
2017-07-04,49.2
2017-07-05,51.0
2017-07-06,52.15
2017-07-07,52.2
2017-07-10,50.25
2017-07-11,50.5
2017-07-12,50.15
2017-07-13,50.8
2017-07-14,48.15
2017-07-17,50.1
2017-07-18,50.35
2017-07-19,50.35
2017-07-20,50.0
2017-07-21,49.7
2017-07-24,49.5
2017-07-25,49.35
2017-07-26,49.75
2017-07-27,49.2
2017-07-28,49.8
2017-07-31,49.45
2017-08-01,49.9
2017-08-02,49.5
2017-08-03,49.0
2017-08-04,49.0
2017-08-07,49.25
2017-08-08,48.55
2017-08-09,47.6
2017-08-10,44.7
2017-08-11,44.45
2017-08-14,45.7
2017-08-16,45.5
2017-08-17,46.2
2017-08-18,45.65
2017-08-21,45.6
2017-08-22,45.55
2017-08-23,46.9
2017-08-24,45.85
2017-08-28,45.9
2017-08-29,47.65
2017-08-30,49.3
2017-08-31,49.8
2017-09-01,49.05
2017-09-04,48.6
2017-09-05,47.8
2017-09-06,47.55
2017-09-07,50.0
2017-09-08,49.4
2017-09-11,49.0
2017-09-12,48.15
2017-09-13,47.75
2017-09-14,47.6
2017-09-15,47.05
2017-09-18,47.9
2017-09-19,48.45
2017-09-20,50.95
2017-09-21,52.45
2017-09-22,48.7
2017-09-25,46.9
2017-09-26,47.35
2017-09-27,46.9
2017-09-28,47.0
2017-09-29,47.1
2017-10-03,47.1
2017-10-04,47.65
2017-10-05,47.75
2017-10-06,48.4
2017-10-09,47.85
2017-10-10,47.65
2017-10-11,48.8
2017-10-12,48.2
2017-10-13,48.15
2017-10-16,47.85
2017-10-17,47.9
2017-10-18,50.05
2017-10-19,48.9
2017-10-23,49.1
2017-10-24,49.0
2017-10-25,48.95
2017-10-26,48.75
2017-10-27,49.0
2017-10-30,49.05
2017-10-31,49.15
2017-11-01,49.55
2017-11-02,50.7
2017-11-03,52.85
2017-11-06,52.15
2017-11-07,54.8
2017-11-08,53.05
2017-11-09,52.95
2017-11-10,52.55
2017-11-13,53.35
2017-11-14,52.55
2017-11-15,51.8
2017-11-16,52.0
2017-11-17,50.75
2017-11-20,50.6
2017-11-21,49.8
2017-11-22,52.05
2017-11-23,50.65
2017-11-24,51.05
2017-11-27,51.75
2017-11-28,51.9
2017-11-29,51.55
2017-11-30,50.85
2017-12-01,51.65
2017-12-04,50.55
2017-12-05,49.95
2017-12-06,49.3
2017-12-07,49.95
2017-12-08,49.6
2017-12-11,50.6
2017-12-12,50.9
2017-12-13,50.6
2017-12-14,50.25
2017-12-15,50.9
2017-12-18,50.15
2017-12-19,51.2
2017-12-20,51.1
2017-12-21,51.05
2017-12-22,57.35
2017-12-26,68.8
2017-12-27,72.75
2017-12-28,68.55
2017-12-29,66.45
