Date,PETRONET
2017-01-02,370.85
2017-01-03,380.75
2017-01-04,375.0
2017-01-05,378.25
2017-01-06,373.75
2017-01-09,373.5
2017-01-10,362.1
2017-01-11,365.9
2017-01-12,371.35
2017-01-13,368.55
2017-01-16,362.1
2017-01-17,360.1
2017-01-18,357.45
2017-01-19,369.35
2017-01-20,363.05
2017-01-23,364.65
2017-01-24,371.6
2017-01-25,374.75
2017-01-27,392.95
2017-01-30,385.05
2017-01-31,373.95
2017-02-01,386.75
2017-02-02,386.1
2017-02-03,386.8
2017-02-06,387.35
2017-02-07,379.45
2017-02-08,374.85
2017-02-09,376.45
2017-02-10,381.25
2017-02-13,381.9
2017-02-14,384.75
2017-02-15,382.25
2017-02-16,386.1
2017-02-17,400.75
2017-02-20,400.3
2017-02-21,400.45
2017-02-22,397.25
2017-02-23,399.7
2017-02-27,410.3
2017-02-28,406.6
2017-03-01,400.35
2017-03-02,389.0
2017-03-03,394.05
2017-03-06,397.75
2017-03-07,394.9
2017-03-08,386.5
2017-03-09,389.6
2017-03-10,378.45
2017-03-14,385.05
2017-03-15,389.3
2017-03-16,392.8
2017-03-17,392.9
2017-03-20,393.95
2017-03-21,395.05
2017-03-22,388.3
2017-03-23,394.75
2017-03-24,396.65
2017-03-27,406.6
2017-03-28,404.55
2017-03-29,403.1
2017-03-30,400.25
2017-03-31,403.15
2017-04-03,413.95
2017-04-05,409.2
2017-04-06,411.75
2017-04-07,408.6
2017-04-10,413.4
2017-04-11,421.85
2017-04-12,430.45
2017-04-13,424.45
2017-04-17,439.85
2017-04-18,431.05
2017-04-19,442.05
2017-04-20,443.75
2017-04-21,433.7
2017-04-24,433.6
2017-04-25,428.2
2017-04-26,430.5
2017-04-27,430.15
2017-04-28,423.75
2017-05-02,425.6
2017-05-03,429.95
2017-05-04,435.35
2017-05-05,431.15
2017-05-08,425.0
2017-05-09,428.9
2017-05-10,433.3
2017-05-11,437.2
2017-05-12,435.3
2017-05-15,450.65
2017-05-16,449.5
2017-05-17,449.9
2017-05-18,443.45
2017-05-19,448.4
2017-05-22,440.95
2017-05-23,424.65
2017-05-24,426.25
2017-05-25,430.35
2017-05-26,442.2
2017-05-29,438.0
2017-05-30,437.6
2017-05-31,439.9
2017-06-01,443.0
2017-06-02,445.95
2017-06-05,436.65
2017-06-06,450.1
2017-06-07,440.0
2017-06-08,428.5
2017-06-09,433.25
2017-06-12,432.85
2017-06-13,432.25
2017-06-14,429.2
2017-06-15,426.1
2017-06-16,427.1
2017-06-19,437.95
2017-06-20,444.75
2017-06-21,443.45
2017-06-22,435.8
2017-06-23,438.25
2017-06-27,434.85
2017-06-28,431.9
2017-06-29,431.4
2017-06-30,432.05
2017-07-03,214.15
2017-07-04,213.9
2017-07-05,214.85
2017-07-06,216.6
2017-07-07,217.5
2017-07-10,219.75
2017-07-11,218.05
2017-07-12,216.85
2017-07-13,213.7
2017-07-14,210.8
2017-07-17,209.15
2017-07-18,207.2
2017-07-19,206.05
2017-07-20,206.2
2017-07-21,205.6
2017-07-24,202.55
2017-07-25,205.9
2017-07-26,207.7
2017-07-27,205.95
2017-07-28,202.45
2017-07-31,203.95
2017-08-01,211.65
2017-08-02,212.95
2017-08-03,208.4
2017-08-04,207.55
2017-08-07,213.0
2017-08-08,211.35
2017-08-09,207.45
2017-08-10,208.2
2017-08-11,210.95
2017-08-14,217.4
2017-08-16,229.6
2017-08-17,228.15
2017-08-18,228.55
2017-08-21,228.9
2017-08-22,229.1
2017-08-23,230.95
2017-08-24,226.55
2017-08-28,224.9
2017-08-29,222.95
2017-08-30,226.8
2017-08-31,227.2
2017-09-01,223.95
2017-09-04,222.95
2017-09-05,225.85
2017-09-06,224.55
2017-09-07,225.95
2017-09-08,223.95
2017-09-11,237.65
2017-09-12,236.1
2017-09-13,234.7
2017-09-14,231.8
2017-09-15,231.1
2017-09-18,234.05
2017-09-19,237.15
2017-09-20,235.15
2017-09-21,230.9
2017-09-22,225.5
2017-09-25,228.05
2017-09-26,232.05
2017-09-27,225.4
2017-09-28,223.75
2017-09-29,231.2
2017-10-03,233.0
2017-10-04,236.1
2017-10-05,238.5
2017-10-06,244.1
2017-10-09,241.2
2017-10-10,245.7
2017-10-11,257.9
2017-10-12,253.1
2017-10-13,250.8
2017-10-16,250.9
2017-10-17,261.1
2017-10-18,267.25
2017-10-19,263.45
2017-10-23,273.15
2017-10-24,269.1
2017-10-25,256.85
2017-10-26,258.4
2017-10-27,256.55
2017-10-30,261.75
2017-10-31,259.85
2017-11-01,263.05
2017-11-02,262.55
2017-11-03,259.9
2017-11-06,261.05
2017-11-07,262.9
2017-11-08,259.95
2017-11-09,267.95
2017-11-10,263.1
2017-11-13,265.35
2017-11-14,258.4
2017-11-15,250.95
2017-11-16,252.15
2017-11-17,254.9
2017-11-20,253.05
2017-11-21,252.5
2017-11-22,252.8
2017-11-23,253.4
2017-11-24,253.25
2017-11-27,254.65
2017-11-28,258.6
2017-11-29,253.4
2017-11-30,251.6
2017-12-01,243.85
2017-12-04,242.45
2017-12-05,249.5
2017-12-06,244.1
2017-12-07,256.7
2017-12-08,251.3
2017-12-11,249.85
2017-12-12,250.95
2017-12-13,244.95
2017-12-14,249.3
2017-12-15,247.85
2017-12-18,254.55
2017-12-19,254.15
2017-12-20,251.0
2017-12-21,250.7
2017-12-22,252.85
2017-12-26,254.15
2017-12-27,250.45
2017-12-28,250.6
2017-12-29,254.75
