Date,EXCELINDUS
2017-01-02,357.85
2017-01-03,377.95
2017-01-04,387.2
2017-01-05,391.95
2017-01-06,380.4
2017-01-09,378.2
2017-01-10,381.7
2017-01-11,382.75
2017-01-12,381.25
2017-01-13,378.95
2017-01-16,380.2
2017-01-17,388.2
2017-01-18,386.05
2017-01-19,392.35
2017-01-20,390.2
2017-01-23,422.75
2017-01-24,411.6
2017-01-25,426.3
2017-01-27,424.7
2017-01-30,415.1
2017-01-31,404.0
2017-02-01,412.6
2017-02-02,417.5
2017-02-03,410.75
2017-02-06,379.3
2017-02-07,381.4
2017-02-08,379.45
2017-02-09,370.7
2017-02-10,362.65
2017-02-13,362.65
2017-02-14,373.05
2017-02-15,359.95
2017-02-16,366.5
2017-02-17,367.45
2017-02-20,368.1
2017-02-21,369.9
2017-02-22,363.35
2017-02-23,363.6
2017-02-27,358.25
2017-02-28,361.6
2017-03-01,361.6
2017-03-02,360.05
2017-03-03,358.0
2017-03-06,359.8
2017-03-07,359.8
2017-03-08,356.25
2017-03-09,360.55
2017-03-10,355.45
2017-03-14,356.5
2017-03-15,354.9
2017-03-16,360.15
2017-03-17,365.55
2017-03-20,361.75
2017-03-21,360.4
2017-03-22,356.6
2017-03-23,356.15
2017-03-24,361.8
2017-03-27,361.35
2017-03-28,370.25
2017-03-29,369.55
2017-03-30,388.45
2017-03-31,380.7
2017-04-03,388.45
2017-04-05,390.95
2017-04-06,388.5
2017-04-07,404.7
2017-04-10,405.3
2017-04-11,402.85
2017-04-12,398.8
2017-04-13,391.25
2017-04-17,385.55
2017-04-18,380.15
2017-04-19,383.9
2017-04-20,404.55
2017-04-21,399.85
2017-04-24,395.95
2017-04-25,406.6
2017-04-26,399.8
2017-04-27,406.75
2017-04-28,403.6
2017-05-02,397.15
2017-05-03,393.2
2017-05-04,394.75
2017-05-05,391.05
2017-05-08,392.15
2017-05-09,391.65
2017-05-10,389.2
2017-05-11,391.1
2017-05-12,389.55
2017-05-15,387.9
2017-05-16,390.1
2017-05-17,389.6
2017-05-18,387.55
2017-05-19,386.55
2017-05-22,382.4
2017-05-23,384.35
2017-05-24,379.3
2017-05-25,380.4
2017-05-26,381.15
2017-05-29,370.35
2017-05-30,368.95
2017-05-31,368.15
2017-06-01,369.45
2017-06-02,359.6
2017-06-05,362.3
2017-06-06,358.75
2017-06-07,357.85
2017-06-08,351.65
2017-06-09,352.1
2017-06-12,351.2
2017-06-13,352.8
2017-06-14,352.15
2017-06-15,358.65
2017-06-16,362.55
2017-06-19,357.35
2017-06-20,358.45
2017-06-21,354.05
2017-06-22,359.65
2017-06-23,352.15
2017-06-27,349.15
2017-06-28,347.4
2017-06-29,350.45
2017-06-30,350.15
2017-07-03,365.45
2017-07-04,366.7
2017-07-05,365.0
2017-07-06,382.65
2017-07-07,385.1
2017-07-10,384.5
2017-07-11,393.35
2017-07-12,400.95
2017-07-13,419.7
2017-07-14,421.5
2017-07-17,426.7
2017-07-18,420.75
2017-07-19,427.95
2017-07-20,455.55
2017-07-21,463.45
2017-07-24,463.5
2017-07-25,452.25
2017-07-26,440.15
2017-07-27,449.85
2017-07-28,449.2
2017-07-31,450.15
2017-08-01,428.45
2017-08-02,427.95
2017-08-03,424.2
2017-08-04,429.2
2017-08-07,452.7
2017-08-08,442.2
2017-08-09,427.0
2017-08-10,412.7
2017-08-11,403.15
2017-08-14,421.75
2017-08-16,430.05
2017-08-17,420.8
2017-08-18,433.5
2017-08-21,422.65
2017-08-22,419.95
2017-08-23,423.85
2017-08-24,427.35
2017-08-28,430.05
2017-08-29,424.6
2017-08-30,421.4
2017-08-31,421.65
2017-09-01,426.05
2017-09-04,419.8
2017-09-05,425.85
2017-09-06,430.8
2017-09-07,438.55
2017-09-08,433.25
2017-09-11,434.4
2017-09-12,434.6
2017-09-13,430.8
2017-09-14,427.0
2017-09-15,422.8
2017-09-18,423.85
2017-09-19,426.7
2017-09-20,427.15
2017-09-21,426.25
2017-09-22,421.0
2017-09-25,407.1
2017-09-26,409.85
2017-09-27,407.95
2017-09-28,404.85
2017-09-29,418.7
2017-10-03,420.65
2017-10-04,431.75
2017-10-05,442.9
2017-10-06,456.55
2017-10-09,495.6
2017-10-10,489.15
2017-10-11,473.45
2017-10-12,475.15
2017-10-13,466.1
2017-10-16,472.1
2017-10-17,479.5
2017-10-18,475.0
2017-10-19,478.55
2017-10-23,474.4
2017-10-24,472.2
2017-10-25,465.45
2017-10-26,467.25
2017-10-27,473.4
2017-10-30,489.4
2017-10-31,515.25
2017-11-01,532.3
2017-11-02,538.35
2017-11-03,537.55
2017-11-06,538.05
2017-11-07,520.2
2017-11-08,516.4
2017-11-09,514.9
2017-11-10,505.65
2017-11-13,522.05
2017-11-14,522.7
2017-11-15,515.75
2017-11-16,517.25
2017-11-17,535.0
2017-11-20,599.65
2017-11-21,608.7
2017-11-22,613.85
2017-11-23,608.0
2017-11-24,601.35
2017-11-27,643.55
2017-11-28,683.45
2017-11-29,659.55
2017-11-30,657.1
2017-12-01,640.0
2017-12-04,634.0
2017-12-05,602.8
2017-12-06,625.35
2017-12-07,628.65
2017-12-08,645.6
2017-12-11,642.65
2017-12-12,630.75
2017-12-13,615.7
2017-12-14,612.95
2017-12-15,610.4
2017-12-18,612.5
2017-12-19,632.1
2017-12-20,639.25
2017-12-21,634.35
2017-12-22,633.75
2017-12-26,629.55
2017-12-27,600.5
2017-12-28,612.65
2017-12-29,624.5
