Date,PATINTLOG
2017-01-02,74.5
2017-01-03,78.95
2017-01-04,76.7
2017-01-05,76.7
2017-01-06,79.3
2017-01-09,81.85
2017-01-10,80.65
2017-01-11,81.25
2017-01-12,80.5
2017-01-13,80.85
2017-01-16,82.65
2017-01-17,83.55
2017-01-18,82.2
2017-01-19,81.75
2017-01-20,79.65
2017-01-23,80.2
2017-01-24,80.7
2017-01-25,82.6
2017-01-27,83.35
2017-01-30,83.55
2017-01-31,81.35
2017-02-01,82.05
2017-02-02,81.7
2017-02-03,82.05
2017-02-06,83.85
2017-02-07,82.2
2017-02-08,83.1
2017-02-09,82.7
2017-02-10,84.3
2017-02-13,82.1
2017-02-14,77.95
2017-02-15,75.0
2017-02-16,76.45
2017-02-17,76.35
2017-02-20,77.0
2017-02-21,77.3
2017-02-22,76.35
2017-02-23,75.8
2017-02-27,75.6
2017-02-28,81.8
2017-03-01,81.5
2017-03-02,77.5
2017-03-03,78.95
2017-03-06,80.8
2017-03-07,78.65
2017-03-08,78.7
2017-03-09,78.55
2017-03-10,79.4
2017-03-14,81.05
2017-03-15,81.45
2017-03-16,84.65
2017-03-17,87.55
2017-03-20,89.5
2017-03-21,87.2
2017-03-22,85.75
2017-03-23,87.85
2017-03-24,86.7
2017-03-27,87.5
2017-03-28,87.05
2017-03-29,87.25
2017-03-30,87.45
2017-03-31,86.95
2017-04-03,87.55
2017-04-05,90.05
2017-04-06,89.75
2017-04-07,87.9
2017-04-10,86.75
2017-04-11,88.45
2017-04-12,87.15
2017-04-13,88.0
2017-04-17,87.9
2017-04-18,86.95
2017-04-19,87.6
2017-04-20,89.65
2017-04-21,91.05
2017-04-24,90.8
2017-04-25,90.25
2017-04-26,89.75
2017-04-27,89.25
2017-04-28,88.3
2017-05-02,88.0
2017-05-03,87.2
2017-05-04,86.65
2017-05-05,87.4
2017-05-08,89.55
2017-05-09,88.45
2017-05-10,89.55
2017-05-11,88.4
2017-05-12,87.25
2017-05-15,87.65
2017-05-16,89.4
2017-05-17,89.05
2017-05-18,88.55
2017-05-19,87.25
2017-05-22,86.15
2017-05-23,83.35
2017-05-24,80.5
2017-05-25,82.1
2017-05-26,82.25
2017-05-29,78.4
2017-05-30,76.0
2017-05-31,77.2
2017-06-01,78.95
2017-06-02,90.1
2017-06-05,86.35
2017-06-06,84.6
2017-06-07,85.7
2017-06-08,84.7
2017-06-09,84.9
2017-06-12,85.25
2017-06-13,84.55
2017-06-14,83.75
2017-06-15,84.15
2017-06-16,85.5
2017-06-19,85.9
2017-06-20,93.85
2017-06-21,92.95
2017-06-22,89.1
2017-06-23,86.9
2017-06-27,84.9
2017-06-28,85.9
2017-06-29,88.3
2017-06-30,90.0
2017-07-03,88.75
2017-07-04,87.3
2017-07-05,87.05
2017-07-06,87.0
2017-07-07,87.0
2017-07-10,89.15
2017-07-11,87.15
2017-07-12,92.9
2017-07-13,92.2
2017-07-14,90.2
2017-07-17,88.9
2017-07-18,87.45
2017-07-19,87.55
2017-07-20,87.3
2017-07-21,87.3
2017-07-24,86.4
2017-07-25,88.1
2017-07-26,86.95
2017-07-27,86.4
2017-07-28,86.25
2017-07-31,85.8
2017-08-01,85.05
2017-08-02,84.0
2017-08-03,81.4
2017-08-04,84.4
2017-08-07,83.7
2017-08-08,82.0
2017-08-09,80.2
2017-08-10,75.9
2017-08-11,74.2
2017-08-14,75.4
2017-08-16,77.45
2017-08-17,76.75
2017-08-18,75.8
2017-08-21,74.1
2017-08-22,72.8
2017-08-23,74.9
2017-08-24,73.5
2017-08-28,74.65
2017-08-29,77.6
2017-08-30,77.7
2017-08-31,78.3
2017-09-01,80.2
2017-09-04,78.5
2017-09-05,78.4
2017-09-06,78.5
2017-09-07,80.05
2017-09-08,78.1
2017-09-11,77.5
2017-09-12,77.05
2017-09-13,75.7
2017-09-14,76.7
2017-09-15,76.5
2017-09-18,76.6
2017-09-19,76.0
2017-09-20,76.95
2017-09-21,75.5
2017-09-22,73.45
2017-09-25,73.5
2017-09-26,74.0
2017-09-27,72.05
2017-09-28,72.35
2017-09-29,72.35
2017-10-03,72.25
2017-10-04,72.6
2017-10-05,72.45
2017-10-06,73.45
2017-10-09,74.0
2017-10-10,81.25
2017-10-11,78.55
2017-10-12,77.9
2017-10-13,79.05
2017-10-16,78.25
2017-10-17,78.2
2017-10-18,79.25
2017-10-19,78.3
2017-10-23,82.05
2017-10-24,84.1
2017-10-25,81.25
2017-10-26,80.3
2017-10-27,79.15
2017-10-30,80.45
2017-10-31,80.2
2017-11-01,80.05
2017-11-02,81.15
2017-11-03,81.8
2017-11-06,84.95
2017-11-07,82.55
2017-11-08,81.05
2017-11-09,80.95
2017-11-10,80.9
2017-11-13,78.75
2017-11-14,80.15
2017-11-15,77.75
2017-11-16,77.9
2017-11-17,87.9
2017-11-20,89.95
2017-11-21,87.95
2017-11-22,85.55
2017-11-23,86.7
2017-11-24,85.0
2017-11-27,84.55
2017-11-28,85.95
2017-11-29,86.35
2017-11-30,85.65
2017-12-01,83.45
2017-12-04,81.9
2017-12-05,81.75
2017-12-06,80.8
2017-12-07,81.6
2017-12-08,82.55
2017-12-11,81.2
2017-12-12,82.9
2017-12-13,78.9
2017-12-14,76.75
2017-12-15,77.7
2017-12-18,78.15
2017-12-19,80.2
2017-12-20,79.95
2017-12-21,79.65
2017-12-22,79.5
2017-12-26,81.25
2017-12-27,80.4
2017-12-28,79.95
2017-12-29,79.85
