Date,GRAVITA
2017-01-02,39.45
2017-01-03,39.75
2017-01-04,39.9
2017-01-05,40.05
2017-01-06,39.75
2017-01-09,39.55
2017-01-10,39.5
2017-01-11,40.15
2017-01-12,41.65
2017-01-13,40.9
2017-01-16,41.65
2017-01-17,43.45
2017-01-18,44.05
2017-01-19,43.55
2017-01-20,42.4
2017-01-23,42.7
2017-01-24,42.25
2017-01-25,43.15
2017-01-27,43.25
2017-01-30,43.4
2017-01-31,42.95
2017-02-01,43.3
2017-02-02,45.25
2017-02-03,45.95
2017-02-06,45.8
2017-02-07,43.8
2017-02-08,43.55
2017-02-09,43.3
2017-02-10,44.25
2017-02-13,46.6
2017-02-14,47.0
2017-02-15,45.9
2017-02-16,46.0
2017-02-17,46.0
2017-02-20,46.55
2017-02-21,46.6
2017-02-22,46.3
2017-02-23,46.05
2017-02-27,45.8
2017-02-28,45.9
2017-03-01,46.8
2017-03-02,46.4
2017-03-03,46.3
2017-03-06,47.35
2017-03-07,50.2
2017-03-08,51.2
2017-03-09,50.85
2017-03-10,52.7
2017-03-14,57.1
2017-03-15,60.05
2017-03-16,59.35
2017-03-17,58.25
2017-03-20,57.05
2017-03-21,56.95
2017-03-22,60.1
2017-03-23,63.8
2017-03-24,63.75
2017-03-27,63.0
2017-03-28,62.85
2017-03-29,57.55
2017-03-30,51.85
2017-03-31,50.95
2017-04-03,54.55
2017-04-05,59.85
2017-04-06,60.7
2017-04-07,59.9
2017-04-10,60.55
2017-04-11,60.85
2017-04-12,59.95
2017-04-13,59.8
2017-04-17,60.65
2017-04-18,60.45
2017-04-19,60.65
2017-04-20,60.7
2017-04-21,60.95
2017-04-24,61.0
2017-04-25,61.1
2017-04-26,61.05
2017-04-27,60.9
2017-04-28,62.25
2017-05-02,62.5
2017-05-03,62.85
2017-05-04,62.65
2017-05-05,62.9
2017-05-08,66.65
2017-05-09,70.0
2017-05-10,71.65
2017-05-11,72.75
2017-05-12,71.5
2017-05-15,74.3
2017-05-16,81.85
2017-05-17,82.3
2017-05-18,84.25
2017-05-19,83.5
2017-05-22,81.55
2017-05-23,78.65
2017-05-24,79.3
2017-05-25,80.95
2017-05-26,82.9
2017-05-29,80.0
2017-05-30,78.95
2017-05-31,80.35
2017-06-01,80.1
2017-06-02,78.95
2017-06-05,78.85
2017-06-06,79.05
2017-06-07,77.8
2017-06-08,77.1
2017-06-09,77.55
2017-06-12,78.0
2017-06-13,77.45
2017-06-14,76.85
2017-06-15,76.8
2017-06-16,77.2
2017-06-19,78.9
2017-06-20,80.5
2017-06-21,80.55
2017-06-22,81.0
2017-06-23,80.55
2017-06-27,82.1
2017-06-28,80.0
2017-06-29,81.65
2017-06-30,82.15
2017-07-03,82.0
2017-07-04,81.75
2017-07-05,81.65
2017-07-06,83.65
2017-07-07,83.55
2017-07-10,83.6
2017-07-11,86.7
2017-07-12,84.8
2017-07-13,83.1
2017-07-14,82.9
2017-07-17,81.35
2017-07-18,81.4
2017-07-19,81.35
2017-07-20,83.2
2017-07-21,84.7
2017-07-24,84.35
2017-07-25,85.05
2017-07-26,88.15
2017-07-27,87.4
2017-07-28,85.5
2017-07-31,85.7
2017-08-01,88.65
2017-08-02,91.7
2017-08-03,94.9
2017-08-04,99.85
2017-08-07,105.2
2017-08-08,106.3
2017-08-09,101.1
2017-08-10,95.8
2017-08-11,93.3
2017-08-14,93.85
2017-08-16,94.55
2017-08-17,108.95
2017-08-18,110.4
2017-08-21,111.35
2017-08-22,115.9
2017-08-23,107.5
2017-08-24,112.5
2017-08-28,114.1
2017-08-29,112.8
2017-08-30,115.1
2017-08-31,122.1
2017-09-01,128.1
2017-09-04,122.35
2017-09-05,125.4
2017-09-06,129.8
2017-09-07,129.85
2017-09-08,130.25
2017-09-11,130.05
2017-09-12,127.1
2017-09-13,126.7
2017-09-14,131.1
2017-09-15,129.5
2017-09-18,129.95
2017-09-19,135.4
2017-09-20,133.15
2017-09-21,134.75
2017-09-22,128.75
2017-09-25,124.0
2017-09-26,127.4
2017-09-27,126.8
2017-09-28,125.9
2017-09-29,131.1
2017-10-03,132.1
2017-10-04,132.65
2017-10-05,149.35
2017-10-06,153.65
2017-10-09,155.75
2017-10-10,167.8
2017-10-11,156.9
2017-10-12,162.8
2017-10-13,163.4
2017-10-16,166.25
2017-10-17,167.15
2017-10-18,163.8
2017-10-19,160.8
2017-10-23,160.65
2017-10-24,158.1
2017-10-25,160.6
2017-10-26,159.0
2017-10-27,160.35
2017-10-30,158.45
2017-10-31,156.85
2017-11-01,157.15
2017-11-02,157.7
2017-11-03,158.3
2017-11-06,156.8
2017-11-07,153.8
2017-11-08,149.35
2017-11-09,155.35
2017-11-10,152.25
2017-11-13,151.85
2017-11-14,152.65
2017-11-15,152.1
2017-11-16,151.25
2017-11-17,159.2
2017-11-20,161.1
2017-11-21,160.5
2017-11-22,158.7
2017-11-23,154.85
2017-11-24,155.15
2017-11-27,158.75
2017-11-28,157.3
2017-11-29,155.25
2017-11-30,153.15
2017-12-01,150.15
2017-12-04,150.25
2017-12-05,153.0
2017-12-06,151.2
2017-12-07,152.0
2017-12-08,152.95
2017-12-11,154.15
2017-12-12,152.6
2017-12-13,150.0
2017-12-14,150.75
2017-12-15,151.6
2017-12-18,150.4
2017-12-19,148.95
2017-12-20,148.65
2017-12-21,157.65
2017-12-22,161.2
2017-12-26,158.25
2017-12-27,153.15
2017-12-28,154.8
2017-12-29,159.2
