Date,SOLARINDS
2017-01-02,680.6
2017-01-03,713.75
2017-01-04,713.0
2017-01-05,714.85
2017-01-06,702.15
2017-01-09,699.05
2017-01-10,693.0
2017-01-11,697.35
2017-01-12,694.2
2017-01-13,701.85
2017-01-16,704.05
2017-01-17,702.2
2017-01-18,707.3
2017-01-19,717.95
2017-01-20,700.35
2017-01-23,700.45
2017-01-24,704.2
2017-01-25,705.3
2017-01-27,710.85
2017-01-30,701.15
2017-01-31,695.2
2017-02-01,708.4
2017-02-02,711.2
2017-02-03,735.55
2017-02-06,722.05
2017-02-07,727.8
2017-02-08,719.8
2017-02-09,727.7
2017-02-10,727.75
2017-02-13,717.05
2017-02-14,731.45
2017-02-15,723.1
2017-02-16,726.4
2017-02-17,731.2
2017-02-20,736.4
2017-02-21,736.2
2017-02-22,737.65
2017-02-23,729.25
2017-02-27,721.3
2017-02-28,714.95
2017-03-01,717.2
2017-03-02,713.6
2017-03-03,728.95
2017-03-06,724.15
2017-03-07,727.9
2017-03-08,728.05
2017-03-09,721.7
2017-03-10,720.65
2017-03-14,721.6
2017-03-15,727.8
2017-03-16,732.25
2017-03-17,736.8
2017-03-20,740.05
2017-03-21,733.35
2017-03-22,736.6
2017-03-23,731.2
2017-03-24,737.6
2017-03-27,746.8
2017-03-28,750.05
2017-03-29,754.2
2017-03-30,757.4
2017-03-31,788.2
2017-04-03,772.9
2017-04-05,817.7
2017-04-06,814.25
2017-04-07,824.65
2017-04-10,848.8
2017-04-11,856.7
2017-04-12,835.5
2017-04-13,824.2
2017-04-17,825.05
2017-04-18,816.35
2017-04-19,806.65
2017-04-20,811.15
2017-04-21,801.0
2017-04-24,813.25
2017-04-25,814.75
2017-04-26,809.0
2017-04-27,804.2
2017-04-28,801.6
2017-05-02,790.1
2017-05-03,781.4
2017-05-04,780.75
2017-05-05,781.15
2017-05-08,783.6
2017-05-09,789.2
2017-05-10,799.1
2017-05-11,799.65
2017-05-12,806.45
2017-05-15,824.5
2017-05-16,815.05
2017-05-17,822.9
2017-05-18,815.55
2017-05-19,823.95
2017-05-22,824.4
2017-05-23,822.9
2017-05-24,824.5
2017-05-25,828.3
2017-05-26,835.45
2017-05-29,838.0
2017-05-30,831.8
2017-05-31,831.1
2017-06-01,827.2
2017-06-02,825.1
2017-06-05,827.1
2017-06-06,824.6
2017-06-07,834.25
2017-06-08,829.4
2017-06-09,828.85
2017-06-12,829.45
2017-06-13,829.8
2017-06-14,822.85
2017-06-15,820.1
2017-06-16,822.75
2017-06-19,827.8
2017-06-20,824.2
2017-06-21,820.5
2017-06-22,820.9
2017-06-23,812.9
2017-06-27,812.95
2017-06-28,819.55
2017-06-29,816.75
2017-06-30,824.65
2017-07-03,820.95
2017-07-04,815.5
2017-07-05,818.5
2017-07-06,824.4
2017-07-07,844.35
2017-07-10,852.4
2017-07-11,855.05
2017-07-12,859.25
2017-07-13,859.1
2017-07-14,851.3
2017-07-17,848.25
2017-07-18,863.0
2017-07-19,870.4
2017-07-20,876.2
2017-07-21,891.75
2017-07-24,897.0
2017-07-25,891.75
2017-07-26,898.5
2017-07-27,895.15
2017-07-28,899.1
2017-07-31,897.85
2017-08-01,894.35
2017-08-02,898.65
2017-08-03,887.95
2017-08-04,882.2
2017-08-07,890.8
2017-08-08,885.25
2017-08-09,875.4
2017-08-10,870.6
2017-08-11,870.05
2017-08-14,874.35
2017-08-16,873.0
2017-08-17,867.15
2017-08-18,863.7
2017-08-21,855.0
2017-08-22,856.75
2017-08-23,855.75
2017-08-24,879.8
2017-08-28,898.55
2017-08-29,887.8
2017-08-30,889.7
2017-08-31,883.95
2017-09-01,882.45
2017-09-04,885.2
2017-09-05,879.0
2017-09-06,877.8
2017-09-07,882.9
2017-09-08,872.95
2017-09-11,880.2
2017-09-12,890.9
2017-09-13,904.5
2017-09-14,929.15
2017-09-15,936.15
2017-09-18,944.7
2017-09-19,942.55
2017-09-20,937.1
2017-09-21,937.45
2017-09-22,916.75
2017-09-25,914.35
2017-09-26,915.3
2017-09-27,908.9
2017-09-28,900.3
2017-09-29,905.3
2017-10-03,911.7
2017-10-04,915.25
2017-10-05,920.4
2017-10-06,940.7
2017-10-09,1001.5
2017-10-10,1010.2
2017-10-11,997.85
2017-10-12,999.65
2017-10-13,994.1
2017-10-16,987.25
2017-10-17,985.5
2017-10-18,995.0
2017-10-19,997.3
2017-10-23,987.25
2017-10-24,992.6
2017-10-25,992.05
2017-10-26,995.35
2017-10-27,1000.0
2017-10-30,1030.3
2017-10-31,1027.3
2017-11-01,1032.75
2017-11-02,1060.45
2017-11-03,1069.35
2017-11-06,1066.3
2017-11-07,1057.3
2017-11-08,1051.4
2017-11-09,1063.2
2017-11-10,1068.05
2017-11-13,1091.35
2017-11-14,1079.8
2017-11-15,1080.2
2017-11-16,1125.5
2017-11-17,1160.45
2017-11-20,1185.5
2017-11-21,1188.4
2017-11-22,1169.8
2017-11-23,1177.9
2017-11-24,1174.1
2017-11-27,1173.3
2017-11-28,1169.75
2017-11-29,1165.8
2017-11-30,1158.4
2017-12-01,1151.5
2017-12-04,1139.35
2017-12-05,1137.15
2017-12-06,1127.25
2017-12-07,1140.6
2017-12-08,1165.4
2017-12-11,1160.3
2017-12-12,1149.9
2017-12-13,1142.1
2017-12-14,1154.75
2017-12-15,1167.7
2017-12-18,1159.95
2017-12-19,1177.9
2017-12-20,1177.0
2017-12-21,1184.75
2017-12-22,1178.2
2017-12-26,1188.7
2017-12-27,1189.15
2017-12-28,1184.5
2017-12-29,1180.15
