Date,HINDOILEXP
2017-01-02,65.35
2017-01-03,68.0
2017-01-04,69.95
2017-01-05,69.25
2017-01-06,68.4
2017-01-09,67.2
2017-01-10,67.05
2017-01-11,67.2
2017-01-12,66.1
2017-01-13,66.1
2017-01-16,66.95
2017-01-17,67.3
2017-01-18,67.4
2017-01-19,74.3
2017-01-20,71.75
2017-01-23,72.2
2017-01-24,76.0
2017-01-25,76.05
2017-01-27,74.45
2017-01-30,73.0
2017-01-31,70.2
2017-02-01,70.9
2017-02-02,72.65
2017-02-03,71.55
2017-02-06,71.5
2017-02-07,70.75
2017-02-08,70.7
2017-02-09,70.3
2017-02-10,71.55
2017-02-13,69.9
2017-02-14,70.6
2017-02-15,74.65
2017-02-16,75.95
2017-02-17,74.6
2017-02-20,74.3
2017-02-21,76.6
2017-02-22,77.15
2017-02-23,76.45
2017-02-27,74.4
2017-02-28,74.9
2017-03-01,75.4
2017-03-02,72.45
2017-03-03,73.8
2017-03-06,73.4
2017-03-07,72.65
2017-03-08,71.6
2017-03-09,70.45
2017-03-10,69.9
2017-03-14,71.15
2017-03-15,72.4
2017-03-16,72.9
2017-03-17,71.85
2017-03-20,71.3
2017-03-21,69.55
2017-03-22,69.55
2017-03-23,71.7
2017-03-24,72.55
2017-03-27,71.95
2017-03-28,71.5
2017-03-29,73.15
2017-03-30,77.95
2017-03-31,79.05
2017-04-03,80.95
2017-04-05,82.3
2017-04-06,80.5
2017-04-07,84.15
2017-04-10,82.75
2017-04-11,84.3
2017-04-12,83.7
2017-04-13,86.45
2017-04-17,86.8
2017-04-18,83.75
2017-04-19,86.05
2017-04-20,85.4
2017-04-21,83.85
2017-04-24,82.95
2017-04-25,84.0
2017-04-26,81.65
2017-04-27,82.1
2017-04-28,82.2
2017-05-02,82.1
2017-05-03,80.7
2017-05-04,81.15
2017-05-05,77.8
2017-05-08,77.85
2017-05-09,78.8
2017-05-10,78.9
2017-05-11,79.45
2017-05-12,77.4
2017-05-15,78.35
2017-05-16,82.85
2017-05-17,83.7
2017-05-18,80.25
2017-05-19,79.1
2017-05-22,78.4
2017-05-23,74.75
2017-05-24,71.55
2017-05-25,74.25
2017-05-26,74.95
2017-05-29,73.2
2017-05-30,72.55
2017-05-31,72.6
2017-06-01,73.75
2017-06-02,72.85
2017-06-05,71.95
2017-06-06,69.15
2017-06-07,68.9
2017-06-08,73.55
2017-06-09,73.45
2017-06-12,71.65
2017-06-13,71.5
2017-06-14,72.0
2017-06-15,71.3
2017-06-16,74.9
2017-06-19,72.75
2017-06-20,72.6
2017-06-21,72.15
2017-06-22,70.95
2017-06-23,69.3
2017-06-27,70.2
2017-06-28,71.05
2017-06-29,72.3
2017-06-30,71.35
2017-07-03,72.75
2017-07-04,71.35
2017-07-05,71.6
2017-07-06,72.7
2017-07-07,72.15
2017-07-10,72.6
2017-07-11,74.7
2017-07-12,77.05
2017-07-13,76.75
2017-07-14,73.95
2017-07-17,74.45
2017-07-18,72.9
2017-07-19,76.45
2017-07-20,75.0
2017-07-21,75.55
2017-07-24,78.85
2017-07-25,76.85
2017-07-26,77.55
2017-07-27,76.7
2017-07-28,76.8
2017-07-31,75.65
2017-08-01,76.35
2017-08-02,75.1
2017-08-03,74.7
2017-08-04,75.35
2017-08-07,77.7
2017-08-08,75.2
2017-08-09,73.75
2017-08-10,69.55
2017-08-11,68.7
2017-08-14,71.7
2017-08-16,72.9
2017-08-17,77.7
2017-08-18,75.8
2017-08-21,76.65
2017-08-22,76.7
2017-08-23,75.1
2017-08-24,73.95
2017-08-28,82.5
2017-08-29,80.35
2017-08-30,82.5
2017-08-31,82.1
2017-09-01,84.85
2017-09-04,84.45
2017-09-05,85.75
2017-09-06,91.7
2017-09-07,89.3
2017-09-08,89.95
2017-09-11,95.8
2017-09-12,98.1
2017-09-13,92.65
2017-09-14,94.45
2017-09-15,93.5
2017-09-18,93.55
2017-09-19,95.05
2017-09-20,91.85
2017-09-21,89.5
2017-09-22,85.55
2017-09-25,81.05
2017-09-26,84.6
2017-09-27,82.15
2017-09-28,89.95
2017-09-29,87.4
2017-10-03,89.75
2017-10-04,92.3
2017-10-05,92.95
2017-10-06,94.8
2017-10-09,95.25
2017-10-10,93.8
2017-10-11,94.7
2017-10-12,97.1
2017-10-13,95.45
2017-10-16,93.6
2017-10-17,92.3
2017-10-18,91.4
2017-10-19,89.8
2017-10-23,89.55
2017-10-24,91.85
2017-10-25,89.8
2017-10-26,92.65
2017-10-27,92.4
2017-10-30,93.65
2017-10-31,92.65
2017-11-01,96.25
2017-11-02,97.45
2017-11-03,102.1
2017-11-06,106.8
2017-11-07,115.7
2017-11-08,111.45
2017-11-09,115.8
2017-11-10,112.65
2017-11-13,116.75
2017-11-14,128.45
2017-11-15,125.8
2017-11-16,125.7
2017-11-17,123.8
2017-11-20,121.85
2017-11-21,120.25
2017-11-22,121.55
2017-11-23,127.85
2017-11-24,127.95
2017-11-27,133.0
2017-11-28,130.95
2017-11-29,126.5
2017-11-30,125.25
2017-12-01,129.7
2017-12-04,132.4
2017-12-05,127.95
2017-12-06,123.75
2017-12-07,126.8
2017-12-08,129.95
2017-12-11,127.35
2017-12-12,137.15
2017-12-13,134.6
2017-12-14,132.2
2017-12-15,132.85
2017-12-18,134.65
2017-12-19,135.25
2017-12-20,136.35
2017-12-21,135.0
2017-12-22,133.45
2017-12-26,135.85
2017-12-27,135.3
2017-12-28,133.65
2017-12-29,132.7
