Date,NATCOPHARM
2017-01-02,584.6
2017-01-03,583.3
2017-01-04,593.95
2017-01-05,597.35
2017-01-06,624.95
2017-01-09,636.55
2017-01-10,637.0
2017-01-11,642.85
2017-01-12,640.9
2017-01-13,636.15
2017-01-16,660.6
2017-01-17,650.45
2017-01-18,646.25
2017-01-19,642.75
2017-01-20,633.15
2017-01-23,612.3
2017-01-24,639.35
2017-01-25,649.35
2017-01-27,663.45
2017-01-30,659.85
2017-01-31,690.9
2017-02-01,671.55
2017-02-02,691.65
2017-02-03,719.5
2017-02-06,749.25
2017-02-07,784.7
2017-02-08,754.15
2017-02-09,751.75
2017-02-10,767.8
2017-02-13,766.75
2017-02-14,776.0
2017-02-15,758.2
2017-02-16,767.05
2017-02-17,764.0
2017-02-20,780.95
2017-02-21,781.55
2017-02-22,775.3
2017-02-23,810.25
2017-02-27,823.4
2017-02-28,804.1
2017-03-01,784.5
2017-03-02,766.65
2017-03-03,772.1
2017-03-06,769.5
2017-03-07,767.7
2017-03-08,786.45
2017-03-09,780.7
2017-03-10,781.4
2017-03-14,793.2
2017-03-15,789.9
2017-03-16,788.1
2017-03-17,792.25
2017-03-20,803.6
2017-03-21,794.15
2017-03-22,787.8
2017-03-23,793.8
2017-03-24,783.55
2017-03-27,771.2
2017-03-28,783.85
2017-03-29,807.5
2017-03-30,830.4
2017-03-31,849.2
2017-04-03,864.8
2017-04-05,866.25
2017-04-06,859.5
2017-04-07,860.3
2017-04-10,853.95
2017-04-11,851.35
2017-04-12,880.55
2017-04-13,908.45
2017-04-17,980.1
2017-04-18,988.7
2017-04-19,966.55
2017-04-20,946.25
2017-04-21,932.3
2017-04-24,925.4
2017-04-25,924.55
2017-04-26,920.95
2017-04-27,927.15
2017-04-28,923.95
2017-05-02,920.7
2017-05-03,889.0
2017-05-04,891.85
2017-05-05,902.0
2017-05-08,907.35
2017-05-09,894.7
2017-05-10,897.8
2017-05-11,914.5
2017-05-12,908.0
2017-05-15,934.35
2017-05-16,949.7
2017-05-17,955.85
2017-05-18,936.0
2017-05-19,922.0
2017-05-22,911.4
2017-05-23,899.95
2017-05-24,891.0
2017-05-25,889.85
2017-05-26,897.5
2017-05-29,888.8
2017-05-30,943.25
2017-05-31,933.7
2017-06-01,944.45
2017-06-02,955.85
2017-06-05,965.9
2017-06-06,966.65
2017-06-07,996.3
2017-06-08,1022.2
2017-06-09,1077.45
2017-06-12,1021.85
2017-06-13,1001.95
2017-06-14,1003.65
2017-06-15,968.95
2017-06-16,989.35
2017-06-19,978.45
2017-06-20,969.95
2017-06-21,973.45
2017-06-22,970.25
2017-06-23,972.35
2017-06-27,968.05
2017-06-28,941.7
2017-06-29,937.55
2017-06-30,1001.7
2017-07-03,1017.8
2017-07-04,989.0
2017-07-05,984.0
2017-07-06,1002.7
2017-07-07,1007.1
2017-07-10,1000.15
2017-07-11,988.5
2017-07-12,995.2
2017-07-13,989.3
2017-07-14,993.55
2017-07-17,987.95
2017-07-18,976.95
2017-07-19,1000.3
2017-07-20,1004.65
2017-07-21,993.6
2017-07-24,990.95
2017-07-25,996.45
2017-07-26,1001.4
2017-07-27,990.9
2017-07-28,977.8
2017-07-31,972.85
2017-08-01,968.2
2017-08-02,963.0
2017-08-03,968.65
2017-08-04,949.5
2017-08-07,960.9
2017-08-08,923.65
2017-08-09,829.45
2017-08-10,695.75
2017-08-11,699.1
2017-08-14,738.45
2017-08-16,763.45
2017-08-17,772.55
2017-08-18,755.85
2017-08-21,722.5
2017-08-22,736.2
2017-08-23,722.75
2017-08-24,724.8
2017-08-28,714.2
2017-08-29,722.7
2017-08-30,720.95
2017-08-31,719.0
2017-09-01,717.05
2017-09-04,703.55
2017-09-05,702.95
2017-09-06,702.0
2017-09-07,717.45
2017-09-08,723.75
2017-09-11,734.55
2017-09-12,739.45
2017-09-13,766.95
2017-09-14,793.75
2017-09-15,809.55
2017-09-18,805.9
2017-09-19,798.7
2017-09-20,794.7
2017-09-21,805.95
2017-09-22,798.65
2017-09-25,795.45
2017-09-26,785.7
2017-09-27,769.45
2017-09-28,785.6
2017-09-29,787.05
2017-10-03,793.7
2017-10-04,952.4
2017-10-05,982.25
2017-10-06,993.1
2017-10-09,986.8
2017-10-10,991.1
2017-10-11,987.6
2017-10-12,992.85
2017-10-13,989.65
2017-10-16,989.7
2017-10-17,986.7
2017-10-18,990.6
2017-10-19,987.0
2017-10-23,987.95
2017-10-24,979.9
2017-10-25,977.0
2017-10-26,979.45
2017-10-27,964.05
2017-10-30,966.15
2017-10-31,968.15
2017-11-01,970.95
2017-11-02,995.0
2017-11-03,956.75
2017-11-06,958.75
2017-11-07,929.85
2017-11-08,931.6
2017-11-09,913.45
2017-11-10,916.8
2017-11-13,933.5
2017-11-14,929.2
2017-11-15,904.55
2017-11-16,894.7
2017-11-17,900.55
2017-11-20,900.65
2017-11-21,905.75
2017-11-22,907.1
2017-11-23,908.5
2017-11-24,924.25
2017-11-27,932.15
2017-11-28,926.15
2017-11-29,917.25
2017-11-30,940.6
2017-12-01,955.9
2017-12-04,947.35
2017-12-05,946.15
2017-12-06,936.75
2017-12-07,930.0
2017-12-08,931.4
2017-12-11,959.65
2017-12-12,960.75
2017-12-13,961.85
2017-12-14,1024.2
2017-12-15,1023.65
2017-12-18,1009.45
2017-12-19,983.0
2017-12-20,989.0
2017-12-21,970.8
2017-12-22,984.55
2017-12-26,974.95
2017-12-27,971.1
2017-12-28,957.35
2017-12-29,961.7
