Date,KALPATPOWR
2017-01-02,258.1
2017-01-03,265.45
2017-01-04,263.35
2017-01-05,259.95
2017-01-06,259.75
2017-01-09,261.75
2017-01-10,266.35
2017-01-11,266.65
2017-01-12,268.35
2017-01-13,271.3
2017-01-16,274.55
2017-01-17,269.65
2017-01-18,270.5
2017-01-19,272.8
2017-01-20,264.45
2017-01-23,270.2
2017-01-24,271.3
2017-01-25,273.3
2017-01-27,272.8
2017-01-30,276.95
2017-01-31,274.3
2017-02-01,284.75
2017-02-02,284.8
2017-02-03,287.55
2017-02-06,286.95
2017-02-07,291.45
2017-02-08,287.55
2017-02-09,283.3
2017-02-10,284.1
2017-02-13,290.3
2017-02-14,289.0
2017-02-15,281.25
2017-02-16,282.2
2017-02-17,282.0
2017-02-20,279.4
2017-02-21,281.5
2017-02-22,283.2
2017-02-23,288.0
2017-02-27,287.7
2017-02-28,286.5
2017-03-01,282.05
2017-03-02,283.0
2017-03-03,289.35
2017-03-06,288.8
2017-03-07,285.2
2017-03-08,278.75
2017-03-09,276.0
2017-03-10,280.05
2017-03-14,286.8
2017-03-15,288.0
2017-03-16,287.25
2017-03-17,293.1
2017-03-20,290.95
2017-03-21,286.6
2017-03-22,287.95
2017-03-23,285.95
2017-03-24,286.85
2017-03-27,284.7
2017-03-28,289.3
2017-03-29,310.1
2017-03-30,320.85
2017-03-31,322.7
2017-04-03,317.2
2017-04-05,325.45
2017-04-06,328.05
2017-04-07,323.55
2017-04-10,328.95
2017-04-11,334.7
2017-04-12,333.15
2017-04-13,340.15
2017-04-17,334.95
2017-04-18,334.25
2017-04-19,336.65
2017-04-20,345.4
2017-04-21,349.05
2017-04-24,348.5
2017-04-25,349.55
2017-04-26,350.9
2017-04-27,351.3
2017-04-28,352.2
2017-05-02,358.65
2017-05-03,356.4
2017-05-04,362.3
2017-05-05,353.45
2017-05-08,357.9
2017-05-09,363.95
2017-05-10,358.75
2017-05-11,357.75
2017-05-12,351.65
2017-05-15,348.3
2017-05-16,349.95
2017-05-17,355.65
2017-05-18,349.0
2017-05-19,352.25
2017-05-22,356.1
2017-05-23,345.2
2017-05-24,343.35
2017-05-25,344.4
2017-05-26,341.25
2017-05-29,337.95
2017-05-30,338.9
2017-05-31,354.75
2017-06-01,347.65
2017-06-02,340.45
2017-06-05,348.6
2017-06-06,347.5
2017-06-07,345.05
2017-06-08,344.8
2017-06-09,344.1
2017-06-12,339.85
2017-06-13,344.4
2017-06-14,344.75
2017-06-15,343.4
2017-06-16,345.5
2017-06-19,344.85
2017-06-20,342.45
2017-06-21,342.15
2017-06-22,336.9
2017-06-23,331.9
2017-06-27,325.9
2017-06-28,325.8
2017-06-29,325.1
2017-06-30,325.2
2017-07-03,337.55
2017-07-04,334.8
2017-07-05,335.5
2017-07-06,337.0
2017-07-07,338.15
2017-07-10,336.9
2017-07-11,351.2
2017-07-12,350.05
2017-07-13,349.55
2017-07-14,350.05
2017-07-17,347.9
2017-07-18,346.0
2017-07-19,348.25
2017-07-20,343.55
2017-07-21,345.5
2017-07-24,344.75
2017-07-25,347.5
2017-07-26,347.05
2017-07-27,335.45
2017-07-28,342.65
2017-07-31,348.55
2017-08-01,349.95
2017-08-02,354.2
2017-08-03,351.9
2017-08-04,357.95
2017-08-07,353.55
2017-08-08,356.0
2017-08-09,351.25
2017-08-10,339.2
2017-08-11,343.6
2017-08-14,351.45
2017-08-16,351.65
2017-08-17,359.95
2017-08-18,351.75
2017-08-21,353.5
2017-08-22,350.3
2017-08-23,360.15
2017-08-24,354.65
2017-08-28,350.05
2017-08-29,347.4
2017-08-30,376.8
2017-08-31,367.75
2017-09-01,362.05
2017-09-04,356.35
2017-09-05,356.15
2017-09-06,354.35
2017-09-07,351.6
2017-09-08,349.65
2017-09-11,344.75
2017-09-12,348.65
2017-09-13,350.75
2017-09-14,350.35
2017-09-15,351.55
2017-09-18,355.15
2017-09-19,364.65
2017-09-20,362.5
2017-09-21,376.65
2017-09-22,372.1
2017-09-25,366.6
2017-09-26,366.35
2017-09-27,354.85
2017-09-28,353.25
2017-09-29,368.1
2017-10-03,365.1
2017-10-04,372.85
2017-10-05,368.6
2017-10-06,366.7
2017-10-09,361.75
2017-10-10,369.0
2017-10-11,357.95
2017-10-12,368.85
2017-10-13,371.45
2017-10-16,361.9
2017-10-17,366.95
2017-10-18,370.6
2017-10-19,377.25
2017-10-23,369.8
2017-10-24,364.1
2017-10-25,370.0
2017-10-26,371.2
2017-10-27,369.8
2017-10-30,374.55
2017-10-31,374.25
2017-11-01,377.95
2017-11-02,389.35
2017-11-03,389.1
2017-11-06,403.85
2017-11-07,399.75
2017-11-08,389.25
2017-11-09,396.15
2017-11-10,384.6
2017-11-13,377.2
2017-11-14,392.75
2017-11-15,391.55
2017-11-16,392.9
2017-11-17,403.0
2017-11-20,405.9
2017-11-21,426.75
2017-11-22,423.15
2017-11-23,437.4
2017-11-24,438.2
2017-11-27,445.75
2017-11-28,443.4
2017-11-29,448.1
2017-11-30,443.8
2017-12-01,439.55
2017-12-04,421.45
2017-12-05,428.05
2017-12-06,430.05
2017-12-07,439.4
2017-12-08,437.55
2017-12-11,431.6
2017-12-12,440.25
2017-12-13,449.05
2017-12-14,444.95
2017-12-15,443.85
2017-12-18,449.55
2017-12-19,467.75
2017-12-20,466.95
2017-12-21,480.55
2017-12-22,475.1
2017-12-26,495.05
2017-12-27,487.3
2017-12-28,486.65
2017-12-29,472.65
