Date,NMDC
2017-01-02,128.2
2017-01-03,130.25
2017-01-04,134.25
2017-01-05,134.95
2017-01-06,135.95
2017-01-09,136.1
2017-01-10,138.05
2017-01-11,140.5
2017-01-12,139.05
2017-01-13,143.95
2017-01-16,144.3
2017-01-17,143.1
2017-01-18,145.9
2017-01-19,146.3
2017-01-20,141.5
2017-01-23,145.35
2017-01-24,147.0
2017-01-25,145.05
2017-01-27,146.4
2017-01-30,145.7
2017-01-31,143.85
2017-02-01,149.15
2017-02-02,148.1
2017-02-03,148.4
2017-02-06,147.25
2017-02-07,146.85
2017-02-08,145.3
2017-02-09,147.75
2017-02-10,145.7
2017-02-13,144.85
2017-02-14,138.95
2017-02-15,135.85
2017-02-16,136.75
2017-02-17,136.2
2017-02-20,139.9
2017-02-21,143.2
2017-02-22,142.05
2017-02-23,142.0
2017-02-27,144.4
2017-02-28,150.25
2017-03-01,150.25
2017-03-02,145.2
2017-03-03,146.2
2017-03-06,146.5
2017-03-07,147.25
2017-03-08,140.95
2017-03-09,140.8
2017-03-10,139.85
2017-03-14,139.05
2017-03-15,140.65
2017-03-16,138.05
2017-03-17,138.5
2017-03-20,137.4
2017-03-21,136.85
2017-03-22,133.65
2017-03-23,135.5
2017-03-24,137.0
2017-03-27,133.75
2017-03-28,133.95
2017-03-29,133.85
2017-03-30,132.1
2017-03-31,133.1
2017-04-03,133.75
2017-04-05,136.1
2017-04-06,137.1
2017-04-07,135.2
2017-04-10,134.75
2017-04-11,135.55
2017-04-12,133.75
2017-04-13,129.65
2017-04-17,128.05
2017-04-18,126.75
2017-04-19,126.2
2017-04-20,127.2
2017-04-21,129.15
2017-04-24,130.6
2017-04-25,130.8
2017-04-26,129.35
2017-04-27,126.25
2017-04-28,127.5
2017-05-02,127.65
2017-05-03,128.45
2017-05-04,128.1
2017-05-05,124.2
2017-05-08,124.45
2017-05-09,125.55
2017-05-10,125.95
2017-05-11,124.4
2017-05-12,125.8
2017-05-15,128.45
2017-05-16,128.15
2017-05-17,128.05
2017-05-18,124.2
2017-05-19,123.1
2017-05-22,122.05
2017-05-23,119.1
2017-05-24,115.3
2017-05-25,117.0
2017-05-26,116.55
2017-05-29,113.15
2017-05-30,112.3
2017-05-31,110.65
2017-06-01,112.95
2017-06-02,113.2
2017-06-05,112.45
2017-06-06,113.2
2017-06-07,115.6
2017-06-08,115.3
2017-06-09,115.25
2017-06-12,114.45
2017-06-13,112.95
2017-06-14,111.5
2017-06-15,112.35
2017-06-16,112.4
2017-06-19,113.05
2017-06-20,112.85
2017-06-21,111.4
2017-06-22,109.5
2017-06-23,107.3
2017-06-27,104.05
2017-06-28,106.6
2017-06-29,107.75
2017-06-30,108.25
2017-07-03,113.0
2017-07-04,111.8
2017-07-05,111.2
2017-07-06,113.25
2017-07-07,115.95
2017-07-10,117.65
2017-07-11,117.45
2017-07-12,119.45
2017-07-13,119.55
2017-07-14,119.95
2017-07-17,120.15
2017-07-18,119.6
2017-07-19,120.05
2017-07-20,123.4
2017-07-21,122.5
2017-07-24,122.4
2017-07-25,121.35
2017-07-26,123.75
2017-07-27,122.5
2017-07-28,122.9
2017-07-31,126.75
2017-08-01,125.95
2017-08-02,124.05
2017-08-03,121.3
2017-08-04,125.2
2017-08-07,125.75
2017-08-08,127.65
2017-08-09,126.15
2017-08-10,121.75
2017-08-11,117.65
2017-08-14,120.95
2017-08-16,121.15
2017-08-17,122.9
2017-08-18,120.75
2017-08-21,121.25
2017-08-22,121.9
2017-08-23,123.1
2017-08-24,122.2
2017-08-28,122.4
2017-08-29,121.8
2017-08-30,126.5
2017-08-31,126.65
2017-09-01,132.5
2017-09-04,134.5
2017-09-05,134.85
2017-09-06,134.4
2017-09-07,137.55
2017-09-08,134.55
2017-09-11,135.0
2017-09-12,135.3
2017-09-13,133.15
2017-09-14,133.05
2017-09-15,132.0
2017-09-18,133.75
2017-09-19,132.4
2017-09-20,131.2
2017-09-21,128.3
2017-09-22,122.05
2017-09-25,120.5
2017-09-26,122.95
2017-09-27,118.25
2017-09-28,116.9
2017-09-29,117.75
2017-10-03,118.9
2017-10-04,119.05
2017-10-05,119.0
2017-10-06,122.3
2017-10-09,121.3
2017-10-10,120.5
2017-10-11,119.55
2017-10-12,119.4
2017-10-13,120.45
2017-10-16,123.0
2017-10-17,123.5
2017-10-18,122.4
2017-10-19,122.1
2017-10-23,120.3
2017-10-24,121.05
2017-10-25,121.5
2017-10-26,127.25
2017-10-27,129.2
2017-10-30,130.0
2017-10-31,128.15
2017-11-01,128.5
2017-11-02,128.85
2017-11-03,127.9
2017-11-06,130.65
2017-11-07,130.15
2017-11-08,127.5
2017-11-09,126.0
2017-11-10,126.1
2017-11-13,126.1
2017-11-14,125.5
2017-11-15,122.4
2017-11-16,123.75
2017-11-17,124.55
2017-11-20,126.0
2017-11-21,126.4
2017-11-22,125.8
2017-11-23,126.75
2017-11-24,126.9
2017-11-27,126.15
2017-11-28,126.6
2017-11-29,127.5
2017-11-30,127.6
2017-12-01,129.25
2017-12-04,132.95
2017-12-05,132.0
2017-12-06,128.25
2017-12-07,129.8
2017-12-08,131.55
2017-12-11,130.95
2017-12-12,130.0
2017-12-13,128.6
2017-12-14,128.1
2017-12-15,130.6
2017-12-18,133.15
2017-12-19,135.7
2017-12-20,135.25
2017-12-21,134.5
2017-12-22,135.2
2017-12-26,140.4
2017-12-27,137.3
2017-12-28,138.55
2017-12-29,137.8
