Date,TRF
2017-01-02,192.8
2017-01-03,200.5
2017-01-04,203.55
2017-01-05,213.6
2017-01-06,209.55
2017-01-09,209.4
2017-01-10,213.75
2017-01-11,214.1
2017-01-12,213.7
2017-01-13,214.75
2017-01-16,212.5
2017-01-17,207.8
2017-01-18,211.5
2017-01-19,210.1
2017-01-20,208.65
2017-01-23,211.15
2017-01-24,209.55
2017-01-25,211.75
2017-01-27,203.75
2017-01-30,207.1
2017-01-31,202.2
2017-02-01,200.55
2017-02-02,202.1
2017-02-03,201.3
2017-02-06,199.65
2017-02-07,196.85
2017-02-08,200.7
2017-02-09,202.35
2017-02-10,199.35
2017-02-13,197.05
2017-02-14,195.05
2017-02-15,192.3
2017-02-16,192.85
2017-02-17,190.65
2017-02-20,189.35
2017-02-21,190.0
2017-02-22,188.5
2017-02-23,186.9
2017-02-27,184.9
2017-02-28,213.5
2017-03-01,212.6
2017-03-02,205.2
2017-03-03,202.65
2017-03-06,204.8
2017-03-07,198.9
2017-03-08,197.4
2017-03-09,196.5
2017-03-10,195.25
2017-03-14,195.6
2017-03-15,194.15
2017-03-16,196.8
2017-03-17,230.7
2017-03-20,244.4
2017-03-21,241.1
2017-03-22,235.6
2017-03-23,239.8
2017-03-24,243.65
2017-03-27,239.7
2017-03-28,237.05
2017-03-29,230.25
2017-03-30,228.05
2017-03-31,227.4
2017-04-03,237.55
2017-04-05,239.3
2017-04-06,243.85
2017-04-07,238.35
2017-04-10,246.5
2017-04-11,263.8
2017-04-12,261.2
2017-04-13,258.5
2017-04-17,259.3
2017-04-18,251.25
2017-04-19,248.65
2017-04-20,258.4
2017-04-21,253.85
2017-04-24,271.4
2017-04-25,269.9
2017-04-26,261.25
2017-04-27,268.55
2017-04-28,278.4
2017-05-02,276.75
2017-05-03,274.5
2017-05-04,274.45
2017-05-05,268.05
2017-05-08,270.25
2017-05-09,271.15
2017-05-10,271.45
2017-05-11,268.4
2017-05-12,260.9
2017-05-15,256.6
2017-05-16,258.5
2017-05-17,255.05
2017-05-18,249.25
2017-05-19,247.2
2017-05-22,240.7
2017-05-23,232.15
2017-05-24,216.85
2017-05-25,219.95
2017-05-26,243.6
2017-05-29,232.55
2017-05-30,233.5
2017-05-31,233.7
2017-06-01,234.0
2017-06-02,239.4
2017-06-05,239.25
2017-06-06,237.3
2017-06-07,233.75
2017-06-08,236.55
2017-06-09,233.45
2017-06-12,234.0
2017-06-13,233.95
2017-06-14,233.95
2017-06-15,232.1
2017-06-16,239.75
2017-06-19,238.45
2017-06-20,249.8
2017-06-21,251.1
2017-06-22,241.15
2017-06-23,234.0
2017-06-27,228.8
2017-06-28,228.75
2017-06-29,230.2
2017-06-30,228.95
2017-07-03,235.3
2017-07-04,236.0
2017-07-05,234.65
2017-07-06,234.1
2017-07-07,232.7
2017-07-10,233.95
2017-07-11,232.7
2017-07-12,236.75
2017-07-13,246.05
2017-07-14,246.65
2017-07-17,238.35
2017-07-18,235.4
2017-07-19,247.3
2017-07-20,256.55
2017-07-21,258.4
2017-07-24,249.85
2017-07-25,247.45
2017-07-26,247.7
2017-07-27,233.35
2017-07-28,231.45
2017-07-31,226.95
2017-08-01,218.5
2017-08-02,219.15
2017-08-03,214.0
2017-08-04,216.35
2017-08-07,220.3
2017-08-08,214.1
2017-08-09,207.95
2017-08-10,196.55
2017-08-11,194.15
2017-08-14,199.05
2017-08-16,204.5
2017-08-17,207.5
2017-08-18,222.6
2017-08-21,207.3
2017-08-22,207.35
2017-08-23,208.7
2017-08-24,209.65
2017-08-28,210.2
2017-08-29,211.85
2017-08-30,211.25
2017-08-31,210.25
2017-09-01,216.35
2017-09-04,211.5
2017-09-05,217.25
2017-09-06,222.5
2017-09-07,218.7
2017-09-08,217.9
2017-09-11,218.2
2017-09-12,219.85
2017-09-13,219.7
2017-09-14,221.35
2017-09-15,218.85
2017-09-18,228.1
2017-09-19,243.2
2017-09-20,247.7
2017-09-21,259.85
2017-09-22,255.85
2017-09-25,247.35
2017-09-26,251.95
2017-09-27,237.1
2017-09-28,241.8
2017-09-29,241.2
2017-10-03,242.05
2017-10-04,243.15
2017-10-05,244.45
2017-10-06,250.05
2017-10-09,253.85
2017-10-10,255.2
2017-10-11,247.9
2017-10-12,254.0
2017-10-13,250.7
2017-10-16,252.25
2017-10-17,248.3
2017-10-18,247.35
2017-10-19,247.35
2017-10-23,245.25
2017-10-24,246.45
2017-10-25,242.65
2017-10-26,238.75
2017-10-27,237.6
2017-10-30,241.3
2017-10-31,245.6
2017-11-01,245.85
2017-11-02,242.45
2017-11-03,246.4
2017-11-06,248.1
2017-11-07,230.45
2017-11-08,222.7
2017-11-09,219.6
2017-11-10,216.7
2017-11-13,212.95
2017-11-14,216.45
2017-11-15,211.3
2017-11-16,211.85
2017-11-17,215.65
2017-11-20,221.15
2017-11-21,226.65
2017-11-22,226.95
2017-11-23,226.8
2017-11-24,226.1
2017-11-27,226.85
2017-11-28,224.8
2017-11-29,229.85
2017-11-30,275.8
2017-12-01,304.6
2017-12-04,288.25
2017-12-05,277.65
2017-12-06,262.15
