Date,HATHWAY
2017-01-02,35.8
2017-01-03,36.6
2017-01-04,36.85
2017-01-05,36.5
2017-01-06,35.4
2017-01-09,36.1
2017-01-10,36.35
2017-01-11,36.25
2017-01-12,36.55
2017-01-13,37.4
2017-01-16,37.25
2017-01-17,36.7
2017-01-18,37.55
2017-01-19,38.1
2017-01-20,37.55
2017-01-23,37.95
2017-01-24,36.95
2017-01-25,37.85
2017-01-27,37.05
2017-01-30,37.55
2017-01-31,37.5
2017-02-01,36.35
2017-02-02,36.05
2017-02-03,36.0
2017-02-06,36.05
2017-02-07,36.5
2017-02-08,36.1
2017-02-09,36.7
2017-02-10,36.5
2017-02-13,36.1
2017-02-14,36.0
2017-02-15,35.45
2017-02-16,35.85
2017-02-17,35.7
2017-02-20,35.8
2017-02-21,36.45
2017-02-22,36.3
2017-02-23,35.6
2017-02-27,36.1
2017-02-28,36.35
2017-03-01,36.4
2017-03-02,36.35
2017-03-03,37.5
2017-03-06,35.5
2017-03-07,36.1
2017-03-08,38.25
2017-03-09,38.05
2017-03-10,37.55
2017-03-14,37.45
2017-03-15,38.15
2017-03-16,38.15
2017-03-17,37.95
2017-03-20,38.55
2017-03-21,38.0
2017-03-22,37.95
2017-03-23,37.95
2017-03-24,38.25
2017-03-27,37.85
2017-03-28,37.65
2017-03-29,37.4
2017-03-30,37.95
2017-03-31,37.7
2017-04-03,36.45
2017-04-05,36.25
2017-04-06,35.85
2017-04-07,35.7
2017-04-10,35.8
2017-04-11,37.0
2017-04-12,36.75
2017-04-13,37.65
2017-04-17,37.8
2017-04-18,37.3
2017-04-19,44.75
2017-04-20,43.9
2017-04-21,43.7
2017-04-24,46.95
2017-04-25,45.85
2017-04-26,43.7
2017-04-27,43.65
2017-04-28,43.7
2017-05-02,43.8
2017-05-03,43.9
2017-05-04,41.95
2017-05-05,39.75
2017-05-08,40.3
2017-05-09,39.2
2017-05-10,40.75
2017-05-11,40.0
2017-05-12,39.9
2017-05-15,42.3
2017-05-16,42.65
2017-05-17,41.5
2017-05-18,41.6
2017-05-19,40.8
2017-05-22,40.15
2017-05-23,40.25
2017-05-24,40.0
2017-05-25,39.9
2017-05-26,40.55
2017-05-29,39.95
2017-05-30,41.7
2017-05-31,39.85
2017-06-01,40.55
2017-06-02,40.35
2017-06-05,40.4
2017-06-06,40.2
2017-06-07,39.5
2017-06-08,39.05
2017-06-09,40.35
2017-06-12,39.9
2017-06-13,40.9
2017-06-14,40.4
2017-06-15,41.0
2017-06-16,40.3
2017-06-19,41.85
2017-06-20,40.55
2017-06-21,39.8
2017-06-22,38.75
2017-06-23,37.65
2017-06-27,36.35
2017-06-28,37.05
2017-06-29,36.9
2017-06-30,36.4
2017-07-03,36.55
2017-07-04,36.25
2017-07-05,36.4
2017-07-06,36.2
2017-07-07,36.25
2017-07-10,36.15
2017-07-11,36.0
2017-07-12,35.6
2017-07-13,34.7
2017-07-14,34.2
2017-07-17,34.05
2017-07-18,34.0
2017-07-19,34.0
2017-07-20,34.75
2017-07-21,33.95
2017-07-24,33.4
2017-07-25,32.9
2017-07-26,34.4
2017-07-27,33.15
2017-07-28,32.9
2017-07-31,32.35
2017-08-01,32.55
2017-08-02,32.65
2017-08-03,31.95
2017-08-04,32.45
2017-08-07,32.4
2017-08-08,31.95
2017-08-09,31.5
2017-08-10,30.5
2017-08-11,30.8
2017-08-14,32.0
2017-08-16,31.85
2017-08-17,32.2
2017-08-18,32.3
2017-08-21,33.0
2017-08-22,32.15
2017-08-23,32.15
2017-08-24,32.5
2017-08-28,32.95
2017-08-29,33.0
2017-08-30,33.0
2017-08-31,32.4
2017-09-01,32.85
2017-09-04,32.0
2017-09-05,32.5
2017-09-06,32.65
2017-09-07,32.8
2017-09-08,32.5
2017-09-11,32.95
2017-09-12,32.55
2017-09-13,32.45
2017-09-14,31.95
2017-09-15,31.95
2017-09-18,32.05
2017-09-19,31.45
2017-09-20,31.55
2017-09-21,31.0
2017-09-22,30.75
2017-09-25,30.4
2017-09-26,30.0
2017-09-27,30.55
2017-09-28,30.05
2017-09-29,30.7
2017-10-03,30.25
2017-10-04,30.15
2017-10-05,30.25
2017-10-06,30.2
2017-10-09,29.75
2017-10-10,30.1
2017-10-11,30.3
2017-10-12,30.15
2017-10-13,29.85
2017-10-16,29.8
2017-10-17,30.15
2017-10-18,30.05
2017-10-19,29.75
2017-10-23,29.9
2017-10-24,30.65
2017-10-25,31.05
2017-10-26,30.55
2017-10-27,30.8
2017-10-30,30.65
2017-10-31,30.35
2017-11-01,30.5
2017-11-02,31.8
2017-11-03,38.15
2017-11-06,41.95
2017-11-07,40.05
2017-11-08,39.35
2017-11-09,39.0
2017-11-10,38.8
2017-11-13,36.9
2017-11-14,36.25
2017-11-15,34.6
2017-11-16,34.4
2017-11-17,35.25
2017-11-20,35.4
2017-11-21,34.95
2017-11-22,34.95
2017-11-23,34.8
2017-11-24,34.85
2017-11-27,39.35
2017-11-28,38.45
2017-11-29,42.65
2017-11-30,42.8
2017-12-01,40.45
2017-12-04,38.65
2017-12-05,44.6
2017-12-06,42.05
2017-12-07,43.25
2017-12-08,39.3
2017-12-11,40.9
2017-12-12,40.15
2017-12-13,41.6
2017-12-14,40.3
2017-12-15,40.55
2017-12-18,40.1
2017-12-19,41.8
2017-12-20,41.65
2017-12-21,41.4
2017-12-22,41.35
2017-12-26,40.95
2017-12-27,40.55
2017-12-28,39.8
2017-12-29,39.9
