Date,SUMMITSEC
2017-01-02,423.3
2017-01-03,420.15
2017-01-04,398.15
2017-01-05,419.75
2017-01-06,419.7
2017-01-09,414.4
2017-01-10,420.0
2017-01-11,421.1
2017-01-12,412.8
2017-01-13,419.4
2017-01-16,412.45
2017-01-17,413.2
2017-01-18,417.4
2017-01-19,415.0
2017-01-20,416.2
2017-01-23,420.0
2017-01-24,416.5
2017-01-25,416.3
2017-01-27,419.25
2017-01-30,437.25
2017-01-31,428.9
2017-02-01,424.85
2017-02-02,431.05
2017-02-03,430.45
2017-02-06,426.0
2017-02-07,430.55
2017-02-08,430.85
2017-02-09,428.3
2017-02-10,434.0
2017-02-13,439.35
2017-02-14,439.9
2017-02-15,419.6
2017-02-16,424.4
2017-02-17,431.7
2017-02-20,424.6
2017-02-21,420.3
2017-02-22,419.95
2017-02-23,421.25
2017-02-27,420.55
2017-02-28,417.35
2017-03-01,435.5
2017-03-02,445.75
2017-03-03,434.9
2017-03-06,437.75
2017-03-07,433.0
2017-03-08,440.45
2017-03-09,428.6
2017-03-10,429.95
2017-03-14,442.1
2017-03-15,460.8
2017-03-16,472.85
2017-03-17,507.15
2017-03-20,523.3
2017-03-21,515.3
2017-03-22,500.3
2017-03-23,520.35
2017-03-24,541.75
2017-03-27,560.2
2017-03-28,553.8
2017-03-29,540.1
2017-03-30,540.3
2017-03-31,537.05
2017-04-03,582.25
2017-04-05,616.65
2017-04-06,660.3
2017-04-07,654.45
2017-04-10,649.1
2017-04-11,642.35
2017-04-12,634.05
2017-04-13,617.5
2017-04-17,605.5
2017-04-18,604.5
2017-04-19,601.9
2017-04-20,613.9
2017-04-21,607.5
2017-04-24,607.7
2017-04-25,608.45
2017-04-26,616.25
2017-04-27,647.0
2017-04-28,637.8
2017-05-02,628.3
2017-05-03,647.55
2017-05-04,646.8
2017-05-05,658.65
2017-05-08,639.35
2017-05-09,651.45
2017-05-10,650.4
2017-05-11,652.2
2017-05-12,644.5
2017-05-15,647.3
2017-05-16,644.7
2017-05-17,653.05
2017-05-18,704.35
2017-05-19,715.6
2017-05-22,682.7
2017-05-23,654.9
2017-05-24,639.25
2017-05-25,636.75
2017-05-26,626.75
2017-05-29,614.3
2017-05-30,609.5
2017-05-31,623.75
2017-06-01,696.55
2017-06-02,717.7
2017-06-05,701.65
2017-06-06,701.85
2017-06-07,699.8
2017-06-08,715.7
2017-06-09,712.55
2017-06-12,685.15
2017-06-13,685.4
2017-06-14,670.55
2017-06-15,678.85
2017-06-16,678.25
2017-06-19,666.2
2017-06-20,671.25
2017-06-21,671.25
2017-06-22,660.3
2017-06-23,654.25
2017-06-27,643.2
2017-06-28,634.95
2017-06-29,639.75
2017-06-30,633.15
2017-07-03,642.9
2017-07-04,638.3
2017-07-05,633.9
2017-07-06,644.05
2017-07-07,656.85
2017-07-10,650.0
2017-07-11,655.1
2017-07-12,648.15
2017-07-13,643.45
2017-07-14,649.15
2017-07-17,660.0
2017-07-18,665.5
2017-07-19,658.95
2017-07-20,668.8
2017-07-21,652.45
2017-07-24,665.25
2017-07-25,665.5
2017-07-26,664.95
2017-07-27,644.4
2017-07-28,643.65
2017-07-31,637.9
2017-08-01,641.75
2017-08-02,638.4
2017-08-03,632.0
2017-08-04,612.75
2017-08-07,626.5
2017-08-08,614.45
2017-08-09,586.0
2017-08-10,562.55
2017-08-11,551.5
2017-08-14,560.15
2017-08-16,559.9
2017-08-17,570.65
2017-08-18,553.95
2017-08-21,563.15
2017-08-22,559.0
2017-08-23,558.2
2017-08-24,571.4
2017-08-28,613.45
2017-08-29,598.0
2017-08-30,648.0
2017-08-31,681.6
2017-09-01,671.65
2017-09-04,703.3
2017-09-05,703.7
2017-09-06,700.95
2017-09-07,705.6
2017-09-08,699.3
2017-09-11,752.05
2017-09-12,764.1
2017-09-13,730.0
2017-09-14,750.7
2017-09-15,736.05
2017-09-18,758.85
2017-09-19,746.1
2017-09-20,747.85
2017-09-21,766.25
2017-09-22,746.45
2017-09-25,716.4
2017-09-26,715.45
2017-09-27,685.7
2017-09-28,689.95
2017-09-29,703.95
2017-10-03,715.75
2017-10-04,746.4
2017-10-05,772.75
2017-10-06,784.45
2017-10-09,800.0
2017-10-10,812.15
2017-10-11,794.2
2017-10-12,806.45
2017-10-13,806.75
2017-10-16,813.85
2017-10-17,813.35
2017-10-18,809.05
2017-10-19,801.05
2017-10-23,784.9
2017-10-24,764.15
2017-10-25,763.65
2017-10-26,757.8
2017-10-27,755.45
2017-10-30,749.9
2017-10-31,741.25
2017-11-01,747.3
2017-11-02,746.9
2017-11-03,762.85
2017-11-06,771.35
2017-11-07,763.75
2017-11-08,738.85
2017-11-09,738.35
2017-11-10,730.45
2017-11-13,733.85
2017-11-14,735.1
2017-11-15,722.8
2017-11-16,732.05
2017-11-17,737.3
2017-11-20,726.75
2017-11-21,756.3
2017-11-22,782.4
2017-11-23,789.45
2017-11-24,793.7
2017-11-27,814.7
2017-11-28,814.7
2017-11-29,852.15
2017-11-30,868.85
2017-12-01,882.75
2017-12-04,878.75
2017-12-05,833.75
2017-12-06,821.05
2017-12-07,842.1
2017-12-08,866.0
2017-12-11,887.2
2017-12-12,870.85
2017-12-13,862.65
2017-12-14,859.25
2017-12-15,878.45
2017-12-18,897.25
2017-12-19,928.5
2017-12-20,989.7
2017-12-21,1134.3
2017-12-22,1132.35
2017-12-26,1172.25
2017-12-27,1283.85
2017-12-28,1267.6
2017-12-29,1311.0
