Date,RSYSTEMS
2017-01-02,57.65
2017-01-03,58.45
2017-01-04,59.1
2017-01-05,61.65
2017-01-06,59.85
2017-01-09,59.1
2017-01-10,58.85
2017-01-11,58.9
2017-01-12,58.5
2017-01-13,58.75
2017-01-16,58.7
2017-01-17,59.75
2017-01-18,61.6
2017-01-19,60.55
2017-01-20,58.8
2017-01-23,58.65
2017-01-24,58.5
2017-01-25,58.15
2017-01-27,57.75
2017-01-30,57.5
2017-01-31,57.2
2017-02-01,56.8
2017-02-02,57.25
2017-02-03,58.0
2017-02-06,58.25
2017-02-07,57.6
2017-02-08,58.15
2017-02-09,58.55
2017-02-10,59.65
2017-02-13,58.0
2017-02-14,57.75
2017-02-15,56.95
2017-02-16,56.75
2017-02-17,56.95
2017-02-20,56.8
2017-02-21,58.85
2017-02-22,57.7
2017-02-23,57.2
2017-02-27,58.7
2017-02-28,58.4
2017-03-01,58.2
2017-03-02,57.2
2017-03-03,57.0
2017-03-06,56.75
2017-03-07,56.7
2017-03-08,56.65
2017-03-09,56.3
2017-03-10,56.8
2017-03-14,55.8
2017-03-15,55.85
2017-03-16,55.5
2017-03-17,55.5
2017-03-20,54.8
2017-03-21,53.85
2017-03-22,53.3
2017-03-23,53.2
2017-03-24,51.95
2017-03-27,50.95
2017-03-28,52.6
2017-03-29,53.0
2017-03-30,52.7
2017-03-31,55.25
2017-04-03,54.25
2017-04-05,54.7
2017-04-06,54.45
2017-04-07,53.15
2017-04-10,53.35
2017-04-11,52.85
2017-04-12,52.7
2017-04-13,52.25
2017-04-17,51.9
2017-04-18,52.2
2017-04-19,52.2
2017-04-20,53.4
2017-04-21,52.6
2017-04-24,52.65
2017-04-25,52.85
2017-04-26,52.45
2017-04-27,52.3
2017-04-28,51.9
2017-05-02,52.55
2017-05-03,51.75
2017-05-04,50.95
2017-05-05,48.65
2017-05-08,48.9
2017-05-09,48.25
2017-05-10,48.25
2017-05-11,48.55
2017-05-12,48.55
2017-05-15,48.5
2017-05-16,47.7
2017-05-17,44.9
2017-05-18,45.8
2017-05-19,45.45
2017-05-22,44.7
2017-05-23,44.7
2017-05-24,42.6
2017-05-25,41.1
2017-05-26,42.35
2017-05-29,42.85
2017-05-30,42.05
2017-05-31,42.2
2017-06-01,42.2
2017-06-02,42.25
2017-06-05,41.95
2017-06-06,41.55
2017-06-07,41.0
2017-06-08,40.6
2017-06-09,41.15
2017-06-12,39.8
2017-06-13,39.2
2017-06-14,38.55
2017-06-15,39.5
2017-06-16,39.45
2017-06-19,38.85
2017-06-20,38.95
2017-06-21,38.75
2017-06-22,38.1
2017-06-23,38.35
2017-06-27,37.5
2017-06-28,38.9
2017-06-29,39.35
2017-06-30,39.25
2017-07-03,39.05
2017-07-04,39.1
2017-07-05,39.25
2017-07-06,39.35
2017-07-07,38.9
2017-07-10,39.05
2017-07-11,39.95
2017-07-12,39.9
2017-07-13,40.0
2017-07-14,39.3
2017-07-17,39.1
2017-07-18,39.0
2017-07-19,39.1
2017-07-20,39.25
2017-07-21,39.05
2017-07-24,39.35
2017-07-25,46.85
2017-07-26,44.15
2017-07-27,43.8
2017-07-28,44.2
2017-07-31,44.55
2017-08-01,43.75
2017-08-02,43.4
2017-08-03,42.7
2017-08-04,40.2
2017-08-07,40.15
2017-08-08,39.45
2017-08-09,38.55
2017-08-10,36.75
2017-08-11,37.45
2017-08-14,38.4
2017-08-16,39.75
2017-08-17,38.65
2017-08-18,38.55
2017-08-21,37.55
2017-08-22,36.7
2017-08-23,36.85
2017-08-24,37.2
2017-08-28,37.65
2017-08-29,36.9
2017-08-30,37.3
2017-08-31,37.15
2017-09-01,37.45
2017-09-04,36.65
2017-09-05,37.25
2017-09-06,41.4
2017-09-07,39.25
2017-09-08,38.45
2017-09-11,38.3
2017-09-12,38.05
2017-09-13,38.25
2017-09-14,38.4
2017-09-15,39.2
2017-09-18,38.45
2017-09-19,38.6
2017-09-20,38.6
2017-09-21,37.95
2017-09-22,37.55
2017-09-25,37.05
2017-09-26,36.75
2017-09-27,36.45
2017-09-28,35.55
2017-09-29,36.8
2017-10-03,36.6
2017-10-04,36.3
2017-10-05,36.05
2017-10-06,36.7
2017-10-09,37.0
2017-10-10,37.05
2017-10-11,36.9
2017-10-12,37.0
2017-10-13,36.95
2017-10-16,36.95
2017-10-17,37.05
2017-10-18,36.95
2017-10-19,36.4
2017-10-23,37.3
2017-10-24,39.0
2017-10-25,37.85
2017-10-26,40.0
2017-10-27,39.9
2017-10-30,40.4
2017-10-31,40.3
2017-11-01,40.45
2017-11-02,40.65
2017-11-03,39.6
2017-11-06,40.0
2017-11-07,43.5
2017-11-08,40.1
2017-11-09,39.85
2017-11-10,39.7
2017-11-13,39.05
2017-11-14,38.55
2017-11-15,37.9
2017-11-16,39.75
2017-11-17,42.25
2017-11-20,41.25
2017-11-21,41.55
2017-11-22,40.5
2017-11-23,40.55
2017-11-24,40.9
2017-11-27,39.9
2017-11-28,42.9
2017-11-29,49.85
2017-11-30,50.35
2017-12-01,47.25
2017-12-04,47.55
2017-12-05,46.65
2017-12-06,45.05
2017-12-07,47.55
2017-12-08,46.2
2017-12-11,47.35
2017-12-12,46.8
2017-12-13,46.4
2017-12-14,44.55
2017-12-15,43.3
2017-12-18,43.0
2017-12-19,45.8
2017-12-20,46.75
2017-12-21,46.0
2017-12-22,46.95
2017-12-26,47.95
2017-12-27,47.5
2017-12-28,47.25
2017-12-29,46.45
