Date,BHARATFORG
2017-10-04,628.7
2017-10-05,632.4
2017-10-06,647.3
2017-10-09,644.65
2017-10-10,653.6
2017-10-11,639.3
2017-10-12,646.9
2017-10-13,639.9
2017-10-16,642.8
2017-10-17,635.15
2017-10-18,629.65
2017-10-19,628.15
2017-10-23,639.9
2017-10-24,637.35
2017-10-25,657.4
2017-10-26,661.85
2017-10-27,671.45
2017-10-30,694.55
2017-10-31,698.2
2017-11-01,703.75
2017-11-02,695.15
2017-11-03,705.85
2017-11-06,710.3
2017-11-07,715.3
2017-11-08,730.75
2017-11-09,718.15
2017-11-10,709.25
2017-11-13,689.6
2017-11-14,691.75
2017-11-15,691.7
2017-11-16,697.85
2017-11-17,696.45
2017-11-20,697.05
2017-11-21,710.1
2017-11-22,711.2
2017-11-23,698.15
2017-11-24,699.25
2017-11-27,701.15
2017-11-28,697.3
2017-11-29,699.45
2017-11-30,693.15
2017-12-01,684.45
2017-12-04,675.3
2017-12-05,696.8
2017-12-06,696.6
2017-12-07,703.4
2017-12-08,706.9
2017-12-11,699.5
2017-12-12,697.8
2017-12-13,685.65
2017-12-14,688.85
2017-12-15,696.85
2017-12-18,706.35
2017-12-19,728.5
2017-12-20,731.4
2017-12-21,728.25
2017-12-22,728.9
2017-12-26,727.9
2017-12-27,721.35
2017-12-28,732.0
2017-12-29,731.5
