Date,BHARTIARTL
2017-01-02,311.0
2017-01-03,304.45
2017-01-04,313.9
2017-01-05,321.1
2017-01-06,319.75
2017-01-09,317.95
2017-01-10,320.1
2017-01-11,322.75
2017-01-12,321.8
2017-01-13,320.2
2017-01-16,318.6
2017-01-17,318.5
2017-01-18,313.9
2017-01-19,317.1
2017-01-20,320.55
2017-01-23,319.65
2017-01-24,316.5
2017-01-25,311.35
2017-01-27,323.75
2017-01-30,345.65
2017-01-31,348.2
2017-02-01,345.1
2017-02-02,353.3
2017-02-03,353.8
2017-02-06,355.25
2017-02-07,353.15
2017-02-08,352.2
2017-02-09,355.25
2017-02-10,357.55
2017-02-13,358.05
2017-02-14,368.95
2017-02-15,365.3
2017-02-16,365.7
2017-02-17,369.5
2017-02-20,375.35
2017-02-21,362.85
2017-02-22,361.0
2017-02-23,366.25
2017-02-27,355.7
2017-02-28,365.15
2017-03-01,362.75
2017-03-02,356.85
2017-03-03,356.15
2017-03-06,361.5
2017-03-07,361.1
2017-03-08,360.7
2017-03-09,360.2
2017-03-10,364.9
2017-03-14,361.1
2017-03-15,363.2
2017-03-16,360.65
2017-03-17,346.85
2017-03-20,349.4
2017-03-21,349.9
2017-03-22,338.2
2017-03-23,338.5
2017-03-24,340.5
2017-03-27,338.7
2017-03-28,340.75
2017-03-29,344.85
2017-03-30,351.2
2017-03-31,350.05
2017-04-03,341.8
2017-04-05,344.5
2017-04-06,341.8
2017-04-07,344.7
2017-04-10,345.7
2017-04-11,350.2
2017-04-12,350.8
2017-04-13,340.25
2017-04-17,341.3
2017-04-18,338.8
2017-04-19,339.95
2017-04-20,342.75
2017-04-21,342.8
2017-04-24,344.65
2017-04-25,353.95
2017-04-26,357.55
2017-04-27,357.9
2017-04-28,355.5
2017-05-02,347.6
2017-05-03,346.35
2017-05-04,346.0
2017-05-05,344.75
2017-05-08,351.3
2017-05-09,345.25
2017-05-10,372.75
2017-05-11,366.0
2017-05-12,365.1
2017-05-15,364.15
2017-05-16,374.35
2017-05-17,375.95
2017-05-18,370.75
2017-05-19,372.75
2017-05-22,372.55
2017-05-23,371.9
2017-05-24,368.35
2017-05-25,370.7
2017-05-26,373.6
2017-05-29,373.1
2017-05-30,370.7
2017-05-31,371.55
2017-06-01,366.9
2017-06-02,373.25
2017-06-05,372.4
2017-06-06,369.0
2017-06-07,372.8
2017-06-08,367.7
2017-06-09,367.8
2017-06-12,365.2
2017-06-13,363.2
2017-06-14,365.5
2017-06-15,365.3
2017-06-16,364.85
2017-06-19,367.5
2017-06-20,366.6
2017-06-21,367.3
2017-06-22,366.2
2017-06-23,366.2
2017-06-27,371.45
2017-06-28,377.2
2017-06-29,382.45
2017-06-30,379.7
2017-07-03,382.05
2017-07-04,379.3
2017-07-05,376.3
2017-07-06,381.3
2017-07-07,385.9
2017-07-10,405.7
2017-07-11,395.45
2017-07-12,397.1
2017-07-13,403.15
2017-07-14,407.0
2017-07-17,408.45
2017-07-18,408.3
2017-07-19,421.25
2017-07-20,419.8
2017-07-21,411.3
2017-07-24,420.05
2017-07-25,427.8
2017-07-26,426.25
2017-07-27,416.05
2017-07-28,413.3
2017-07-31,418.95
2017-08-01,417.05
2017-08-02,415.85
2017-08-03,424.2
2017-08-04,420.9
2017-08-07,417.45
2017-08-08,417.8
2017-08-09,416.05
2017-08-10,416.25
2017-08-11,414.55
2017-08-14,408.55
2017-08-16,407.75
2017-08-17,416.35
2017-08-18,421.0
2017-08-21,419.15
2017-08-22,422.1
2017-08-23,431.9
2017-08-24,432.95
2017-08-28,434.4
2017-08-29,428.1
2017-08-30,429.0
2017-08-31,427.7
2017-09-01,422.55
2017-09-04,416.4
2017-09-05,406.5
2017-09-06,402.5
2017-09-07,397.3
2017-09-08,403.5
2017-09-11,402.95
2017-09-12,405.2
2017-09-13,401.65
2017-09-14,398.9
2017-09-15,396.0
2017-09-18,396.65
2017-09-19,394.8
2017-09-20,396.85
2017-09-21,400.1
2017-09-22,395.35
2017-09-25,389.75
2017-09-26,387.35
2017-09-27,385.95
2017-09-28,382.05
2017-09-29,389.45
2017-10-03,384.65
2017-10-04,377.15
2017-10-05,377.7
2017-10-06,382.3
2017-10-09,378.95
2017-10-10,384.6
2017-10-11,403.55
2017-10-12,400.25
2017-10-13,430.9
2017-10-16,453.3
2017-10-17,465.95
2017-10-18,461.95
2017-10-19,473.75
2017-10-23,497.35
2017-10-24,502.05
2017-10-25,515.75
2017-10-26,511.3
2017-10-27,485.3
2017-10-30,492.9
2017-10-31,497.2
2017-11-01,539.1
2017-11-02,543.2
2017-11-03,541.25
2017-11-06,532.55
2017-11-07,514.35
2017-11-08,495.3
2017-11-09,504.25
2017-11-10,503.45
2017-11-13,498.0
2017-11-14,498.15
2017-11-15,486.75
2017-11-16,489.9
2017-11-17,493.5
2017-11-20,492.65
2017-11-21,503.25
2017-11-22,499.1
2017-11-23,496.35
2017-11-24,496.8
2017-11-27,498.0
2017-11-28,492.0
2017-11-29,495.75
2017-11-30,496.45
2017-12-01,484.15
2017-12-04,484.3
2017-12-05,490.65
2017-12-06,483.45
2017-12-07,514.7
2017-12-08,525.15
2017-12-11,532.7
2017-12-12,523.85
2017-12-13,517.35
2017-12-14,520.3
2017-12-15,517.95
2017-12-18,526.25
2017-12-19,536.6
2017-12-20,528.9
2017-12-21,524.1
2017-12-22,528.55
2017-12-26,542.95
2017-12-27,534.65
2017-12-28,531.35
2017-12-29,529.65
