Date,JAYNECOIND
2017-01-02,7.15
2017-01-03,7.1
2017-01-04,7.25
2017-01-05,7.6
2017-01-06,8.1
2017-01-09,8.25
2017-01-10,8.15
2017-01-11,8.55
2017-01-12,8.5
2017-01-13,8.75
2017-01-16,9.35
2017-01-17,9.5
2017-01-18,9.9
2017-01-19,9.75
2017-01-20,9.1
2017-01-23,9.65
2017-01-24,9.25
2017-01-25,9.25
2017-01-27,8.95
2017-01-30,8.25
2017-01-31,8.5
2017-02-01,8.55
2017-02-02,8.55
2017-02-03,9.2
2017-02-06,9.3
2017-02-07,9.35
2017-02-08,8.9
2017-02-09,8.75
2017-02-10,8.7
2017-02-13,8.7
2017-02-14,8.5
2017-02-15,8.35
2017-02-16,8.3
2017-02-17,8.35
2017-02-20,8.3
2017-02-21,8.3
2017-02-22,8.2
2017-02-23,8.45
2017-02-27,8.25
2017-02-28,8.15
2017-03-01,9.15
2017-03-02,9.0
2017-03-03,8.95
2017-03-06,8.7
2017-03-07,8.6
2017-03-08,8.8
2017-03-09,8.5
2017-03-10,8.45
2017-03-14,8.4
2017-03-15,8.35
2017-03-16,8.5
2017-03-17,8.45
2017-03-20,8.3
2017-03-21,8.4
2017-03-22,8.3
2017-03-23,8.35
2017-03-24,8.25
2017-03-27,8.15
2017-03-28,8.2
2017-03-29,8.1
2017-03-30,8.25
2017-03-31,8.2
2017-04-03,8.3
2017-04-05,8.75
2017-04-06,9.05
2017-04-07,8.75
2017-04-10,8.9
2017-04-11,8.95
2017-04-12,8.8
2017-04-13,8.55
2017-04-17,8.5
2017-04-18,8.55
2017-04-19,8.75
2017-04-20,9.65
2017-04-21,9.4
2017-04-24,9.75
2017-04-25,9.65
2017-04-26,9.4
2017-04-27,8.95
2017-04-28,8.95
2017-05-02,9.0
2017-05-03,8.9
2017-05-04,9.15
2017-05-05,8.7
2017-05-08,8.85
2017-05-09,8.8
2017-05-10,8.75
2017-05-11,8.6
2017-05-12,8.5
2017-05-15,8.65
2017-05-16,8.95
2017-05-17,9.7
2017-05-18,9.35
2017-05-19,9.8
2017-05-22,11.2
2017-05-23,10.05
2017-05-24,9.6
2017-05-25,10.5
2017-05-26,10.55
2017-05-29,9.45
2017-05-30,9.35
2017-05-31,9.55
2017-06-01,9.5
2017-06-02,9.2
2017-06-05,9.1
2017-06-06,9.05
2017-06-07,9.1
2017-06-08,9.15
2017-06-09,8.85
2017-06-12,8.25
2017-06-13,8.3
2017-06-14,7.65
2017-06-15,7.65
2017-06-16,7.55
2017-06-19,7.55
2017-06-20,7.45
2017-06-21,7.6
2017-06-22,8.0
2017-06-23,7.6
2017-06-27,7.4
2017-06-28,7.4
2017-06-29,7.5
2017-06-30,7.6
2017-07-03,7.4
2017-07-04,7.4
2017-07-05,7.5
2017-07-06,7.5
2017-07-07,7.3
2017-07-10,7.5
2017-07-11,7.5
2017-07-12,7.5
2017-07-13,7.85
2017-07-14,7.85
2017-07-17,8.1
2017-07-18,8.3
2017-07-19,8.9
2017-07-20,8.75
2017-07-21,8.6
2017-07-24,8.35
2017-07-25,8.25
2017-07-26,8.75
2017-07-27,8.6
2017-07-28,8.6
2017-07-31,8.6
2017-08-01,8.6
2017-08-02,8.65
2017-08-03,8.35
2017-08-04,8.3
2017-08-07,8.35
2017-08-08,8.05
2017-08-09,7.95
2017-08-10,7.65
2017-08-11,7.35
2017-08-14,7.5
2017-08-16,7.75
2017-08-17,7.95
2017-08-18,7.6
2017-08-21,7.6
2017-08-22,7.45
2017-08-23,7.5
2017-08-24,7.75
2017-08-28,7.65
2017-08-29,7.1
2017-08-30,6.65
2017-08-31,7.05
2017-09-01,7.0
2017-09-04,6.8
2017-09-05,6.9
2017-09-06,6.9
2017-09-07,7.05
2017-09-08,7.15
2017-09-11,7.2
2017-09-12,7.2
2017-09-13,7.15
2017-09-14,7.6
2017-09-15,7.45
2017-09-18,7.85
2017-09-19,8.0
2017-09-20,8.05
2017-09-21,8.05
2017-09-22,7.6
2017-09-25,7.8
2017-09-26,7.7
2017-09-27,7.6
2017-09-28,7.55
2017-09-29,7.4
2017-10-03,6.95
2017-10-04,6.9
2017-10-05,6.95
2017-10-06,7.2
2017-10-09,7.4
2017-10-10,7.6
2017-10-11,7.25
2017-10-12,7.35
2017-10-13,7.5
2017-10-16,7.35
2017-10-17,7.5
2017-10-18,7.5
2017-10-19,7.8
2017-10-23,7.25
2017-10-24,7.25
2017-10-25,7.25
2017-10-26,7.25
2017-10-27,8.05
2017-10-30,8.9
2017-10-31,9.2
2017-11-01,9.35
2017-11-02,8.95
2017-11-03,10.05
2017-11-06,11.05
2017-11-07,9.65
2017-11-08,9.65
2017-11-09,9.95
2017-11-10,9.75
2017-11-13,9.85
