Date,CENTURYTEX
2017-01-02,816.1
2017-01-03,839.5
2017-01-04,826.25
2017-01-05,836.85
2017-01-06,823.1
2017-01-09,838.05
2017-01-10,833.5
2017-01-11,841.05
2017-01-12,819.55
2017-01-13,803.95
2017-01-16,812.8
2017-01-17,810.35
2017-01-18,818.4
2017-01-19,812.7
2017-01-20,800.2
2017-01-23,812.6
2017-01-24,838.0
2017-01-25,839.95
2017-01-27,840.6
2017-01-30,857.65
2017-01-31,842.4
2017-02-01,875.25
2017-02-02,878.8
2017-02-03,909.9
2017-02-06,901.25
2017-02-07,897.75
2017-02-08,926.05
2017-02-09,929.7
2017-02-10,927.45
2017-02-13,923.95
2017-02-14,910.45
2017-02-15,891.15
2017-02-16,922.65
2017-02-17,927.75
2017-02-20,931.15
2017-02-21,940.5
2017-02-22,926.0
2017-02-23,946.0
2017-02-27,941.65
2017-02-28,953.65
2017-03-01,949.1
2017-03-02,920.8
2017-03-03,935.6
2017-03-06,940.45
2017-03-07,937.75
2017-03-08,932.35
2017-03-09,937.2
2017-03-10,948.55
2017-03-14,973.05
2017-03-15,1019.95
2017-03-16,1021.5
2017-03-17,1011.45
2017-03-20,1016.45
2017-03-21,1011.3
2017-03-22,998.9
2017-03-23,1007.55
2017-03-24,1011.95
2017-03-27,1023.1
2017-03-28,1048.45
2017-03-29,1051.05
2017-03-30,1047.85
2017-03-31,1053.15
2017-04-03,1059.85
2017-04-05,1063.85
2017-04-06,1055.0
2017-04-07,1066.3
2017-04-10,1066.3
2017-04-11,1091.1
2017-04-12,1083.75
2017-04-13,1078.25
2017-04-17,1124.3
2017-04-18,1090.55
2017-04-19,1117.6
2017-04-20,1135.45
2017-04-21,1136.8
2017-04-24,1146.1
2017-04-25,1143.0
2017-04-26,1136.8
2017-04-27,1140.95
2017-04-28,1128.55
2017-05-02,1112.7
2017-05-03,1168.85
2017-05-04,1158.95
2017-05-05,1145.5
2017-05-08,1154.15
2017-05-09,1180.6
2017-05-10,1182.45
2017-05-11,1197.35
2017-05-12,1165.2
2017-05-15,1194.45
2017-05-16,1186.9
2017-05-17,1194.75
2017-05-18,1150.35
2017-05-19,1148.4
2017-05-22,1132.45
2017-05-23,1121.5
2017-05-24,1031.55
2017-05-25,1058.65
2017-05-26,1075.95
2017-05-29,1039.95
2017-05-30,1060.05
2017-05-31,1060.75
2017-06-01,1063.8
2017-06-02,1066.55
2017-06-05,1089.75
2017-06-06,1067.2
2017-06-07,1070.45
2017-06-08,1070.85
2017-06-09,1074.5
2017-06-12,1059.05
