Date,FINCABLES
2017-01-02,404.4
2017-01-03,411.7
2017-01-04,412.95
2017-01-05,416.4
2017-01-06,421.8
2017-01-09,416.8
2017-01-10,415.4
2017-01-11,417.65
2017-01-12,415.15
2017-01-13,412.5
2017-01-16,412.2
2017-01-17,411.65
2017-01-18,415.25
2017-01-19,413.15
2017-01-20,410.45
2017-01-23,412.0
2017-01-24,423.35
2017-01-25,430.45
2017-01-27,438.75
2017-01-30,437.5
2017-01-31,440.2
2017-02-01,445.4
2017-02-02,444.6
2017-02-03,448.45
2017-02-06,463.9
2017-02-07,451.8
2017-02-08,457.65
2017-02-09,462.45
2017-02-10,461.35
2017-02-13,468.45
2017-02-14,449.6
2017-02-15,438.55
2017-02-16,437.45
2017-02-17,443.25
2017-02-20,442.2
2017-02-21,440.75
2017-02-22,441.05
2017-02-23,443.75
2017-02-27,438.05
2017-02-28,445.5
2017-03-01,441.1
2017-03-02,442.1
2017-03-03,439.1
2017-03-06,443.55
2017-03-07,440.5
2017-03-08,441.95
2017-03-09,444.65
2017-03-10,449.15
2017-03-14,461.1
2017-03-15,462.2
2017-03-16,460.2
2017-03-17,460.45
2017-03-20,461.2
2017-03-21,467.0
2017-03-22,466.4
2017-03-23,464.05
2017-03-24,465.3
2017-03-27,491.6
2017-03-28,511.75
2017-03-29,507.55
2017-03-30,514.85
2017-03-31,516.55
2017-04-03,531.45
2017-04-05,549.15
2017-04-06,530.75
2017-04-07,515.3
2017-04-10,529.55
2017-04-11,553.4
2017-04-12,551.7
2017-04-13,546.9
2017-04-17,543.0
2017-04-18,541.6
2017-04-19,538.25
2017-04-20,536.05
2017-04-21,537.95
2017-04-24,530.3
2017-04-25,538.05
2017-04-26,532.75
2017-04-27,525.55
2017-04-28,526.1
2017-05-02,527.35
2017-05-03,528.15
2017-05-04,527.45
2017-05-05,524.2
2017-05-08,525.8
2017-05-09,526.95
2017-05-10,535.65
2017-05-11,533.55
2017-05-12,539.25
2017-05-15,537.95
2017-05-16,536.8
2017-05-17,540.3
2017-05-18,541.5
2017-05-19,538.1
2017-05-22,531.25
2017-05-23,509.95
2017-05-24,491.0
2017-05-25,497.6
2017-05-26,524.4
2017-05-29,512.85
2017-05-30,515.7
2017-05-31,510.55
2017-06-01,500.65
2017-06-02,516.15
2017-06-05,506.7
2017-06-06,504.75
2017-06-07,512.8
2017-06-08,508.8
2017-06-09,506.6
2017-06-12,505.45
2017-06-13,506.3
2017-06-14,508.2
2017-06-15,502.95
2017-06-16,496.25
2017-06-19,496.2
2017-06-20,497.6
2017-06-21,489.0
2017-06-22,482.65
2017-06-23,482.2
2017-06-27,476.85
2017-06-28,467.5
2017-06-29,460.45
2017-06-30,456.3
2017-07-03,464.95
2017-07-04,482.1
2017-07-05,484.85
2017-07-06,485.95
2017-07-07,489.15
2017-07-10,491.85
2017-07-11,490.55
2017-07-12,490.2
2017-07-13,510.05
2017-07-14,501.85
2017-07-17,508.9
2017-07-18,502.05
2017-07-19,497.05
2017-07-20,503.6
2017-07-21,494.05
2017-07-24,487.0
2017-07-25,483.25
2017-07-26,489.7
2017-07-27,488.6
2017-07-28,476.4
2017-07-31,466.8
2017-08-01,477.55
2017-08-02,480.0
2017-08-03,475.65
2017-08-04,482.9
2017-08-07,492.65
2017-08-08,489.2
2017-08-09,490.45
2017-08-10,490.25
2017-08-11,495.05
2017-08-14,510.4
2017-08-16,527.3
2017-08-17,530.05
2017-08-18,524.9
2017-08-21,530.3
2017-08-22,531.25
2017-08-23,531.85
2017-08-24,530.15
2017-08-28,534.2
2017-08-29,528.2
2017-08-30,530.1
2017-08-31,537.85
2017-09-01,543.65
2017-09-04,546.3
2017-09-05,539.2
2017-09-06,545.3
2017-09-07,550.55
2017-09-08,561.35
2017-09-11,550.4
2017-09-12,541.95
2017-09-13,540.4
2017-09-14,537.5
2017-09-15,539.95
2017-09-18,550.8
2017-09-19,552.85
2017-09-20,553.2
2017-09-21,551.55
2017-09-22,533.05
2017-09-25,530.7
2017-09-26,536.15
2017-09-27,530.05
2017-09-28,532.0
2017-09-29,541.95
2017-10-03,544.3
2017-10-04,545.0
2017-10-05,539.15
2017-10-06,534.65
2017-10-09,539.65
2017-10-10,560.75
2017-10-11,579.65
2017-10-12,595.65
2017-10-13,585.95
2017-10-16,594.1
2017-10-17,592.65
2017-10-18,597.5
2017-10-19,598.75
2017-10-23,598.9
2017-10-24,598.0
2017-10-25,592.5
2017-10-26,586.55
2017-10-27,598.65
2017-10-30,628.2
2017-10-31,615.2
2017-11-01,616.2
2017-11-02,625.6
2017-11-03,631.3
2017-11-06,614.65
2017-11-07,617.45
2017-11-08,612.65
2017-11-09,626.3
2017-11-10,635.65
2017-11-13,632.3
2017-11-14,627.2
2017-11-15,623.95
2017-11-16,620.0
2017-11-17,614.1
2017-11-20,628.25
2017-11-21,625.55
2017-11-22,631.15
2017-11-23,635.05
2017-11-24,628.4
2017-11-27,640.35
2017-11-28,649.3
2017-11-29,663.9
2017-11-30,675.6
2017-12-01,668.75
2017-12-04,672.85
2017-12-05,668.6
2017-12-06,660.25
2017-12-07,678.45
2017-12-08,684.0
2017-12-11,663.9
2017-12-12,687.1
2017-12-13,667.85
2017-12-14,688.4
2017-12-15,688.4
2017-12-18,688.25
2017-12-19,712.95
2017-12-20,707.2
2017-12-21,714.05
2017-12-22,710.4
2017-12-26,696.0
2017-12-27,706.25
2017-12-28,699.45
2017-12-29,707.5
