Date,VISAKAIND
2017-01-02,198.25
2017-01-03,194.6
2017-01-04,197.35
2017-01-05,194.75
2017-01-06,190.1
2017-01-09,188.85
2017-01-10,193.55
2017-01-11,205.8
2017-01-12,208.3
2017-01-13,205.75
2017-01-16,205.75
2017-01-17,205.3
2017-01-18,204.4
2017-01-19,204.65
2017-01-20,201.15
2017-01-23,203.05
2017-01-24,207.5
2017-01-25,210.95
2017-01-27,212.7
2017-01-30,207.65
2017-01-31,205.65
2017-02-01,207.4
2017-02-02,207.0
2017-02-03,207.4
2017-02-06,216.25
2017-02-07,215.15
2017-02-08,212.9
2017-02-09,218.35
2017-02-10,218.6
2017-02-13,218.9
2017-02-14,218.15
2017-02-15,212.05
2017-02-16,217.5
2017-02-17,218.8
2017-02-20,218.25
2017-02-21,223.4
2017-02-22,221.35
2017-02-23,229.45
2017-02-27,233.6
2017-02-28,235.25
2017-03-01,240.35
2017-03-02,234.5
2017-03-03,237.1
2017-03-06,237.6
2017-03-07,233.7
2017-03-08,239.15
2017-03-09,235.85
2017-03-10,240.4
2017-03-14,242.6
2017-03-15,250.55
2017-03-16,257.85
2017-03-17,252.15
2017-03-20,250.4
2017-03-21,252.5
2017-03-22,249.0
2017-03-23,264.05
2017-03-24,258.8
2017-03-27,269.2
2017-03-28,265.0
2017-03-29,262.6
2017-03-30,257.7
2017-03-31,270.8
2017-04-03,285.7
2017-04-05,323.75
2017-04-06,320.4
2017-04-07,314.8
2017-04-10,310.8
2017-04-11,306.55
2017-04-12,327.3
2017-04-13,319.55
2017-04-17,326.3
2017-04-18,318.1
2017-04-19,316.95
2017-04-20,315.85
2017-04-21,311.7
2017-04-24,313.05
2017-04-25,309.85
2017-04-26,332.75
2017-04-27,331.5
2017-04-28,335.2
2017-05-02,328.3
2017-05-03,327.65
2017-05-04,345.95
2017-05-05,330.15
2017-05-08,334.65
2017-05-09,338.4
2017-05-10,348.1
2017-05-11,359.5
2017-05-12,356.6
2017-05-15,353.55
2017-05-16,356.5
2017-05-17,371.1
2017-05-18,366.75
2017-05-19,358.85
2017-05-22,352.1
2017-05-23,343.9
2017-05-24,353.75
2017-05-25,358.15
2017-05-26,357.45
2017-05-29,385.85
2017-05-30,380.1
2017-05-31,392.15
2017-06-01,410.85
2017-06-02,428.4
2017-06-05,415.55
2017-06-06,454.55
2017-06-07,452.15
2017-06-08,450.15
2017-06-09,460.6
2017-06-12,479.9
2017-06-13,480.8
2017-06-14,478.2
2017-06-15,491.85
2017-06-16,511.75
2017-06-19,518.7
2017-06-20,540.15
2017-06-21,559.55
2017-06-22,508.55
2017-06-23,510.4
2017-06-27,504.15
2017-06-28,508.95
2017-06-29,512.75
2017-06-30,505.7
2017-07-03,513.45
2017-07-04,509.05
2017-07-05,510.1
2017-07-06,519.0
2017-07-07,538.2
2017-07-10,539.35
2017-07-11,523.15
2017-07-12,528.2
2017-07-13,530.8
2017-07-14,517.0
2017-07-17,510.35
2017-07-18,505.2
2017-07-19,499.05
2017-07-20,493.85
2017-07-21,487.1
2017-07-24,477.75
2017-07-25,460.2
2017-07-26,477.5
2017-07-27,479.1
2017-07-28,483.5
2017-07-31,473.5
2017-08-01,471.1
2017-08-02,485.4
2017-08-03,489.55
2017-08-04,488.0
2017-08-07,488.0
2017-08-08,474.8
2017-08-09,459.85
2017-08-10,431.1
2017-08-11,440.3
2017-08-14,512.75
2017-08-16,511.25
2017-08-17,505.4
2017-08-18,498.1
2017-08-21,521.9
2017-08-22,513.8
2017-08-23,538.8
2017-08-24,542.15
2017-08-28,626.45
2017-08-29,616.85
2017-08-30,679.1
2017-08-31,682.85
2017-09-01,669.4
2017-09-04,649.95
2017-09-05,678.35
2017-09-06,667.2
2017-09-07,681.9
2017-09-08,655.5
2017-09-11,649.15
2017-09-12,648.9
2017-09-13,652.35
2017-09-14,643.4
2017-09-15,631.8
2017-09-18,649.7
2017-09-19,654.6
2017-09-20,643.9
2017-09-21,630.5
2017-09-22,613.9
2017-09-25,588.1
2017-09-26,597.15
2017-09-27,580.25
2017-09-28,572.45
2017-09-29,593.95
2017-10-03,597.0
2017-10-04,626.85
2017-10-05,676.75
2017-10-06,708.6
2017-10-09,705.65
2017-10-10,693.2
2017-10-11,669.3
2017-10-12,675.65
2017-10-13,690.95
2017-10-16,721.15
2017-10-17,713.2
2017-10-18,704.5
2017-10-19,696.5
2017-10-23,685.05
2017-10-24,693.5
2017-10-25,687.05
2017-10-26,671.8
2017-10-27,676.5
2017-10-30,670.15
2017-10-31,656.9
2017-11-01,660.95
2017-11-02,666.0
2017-11-03,687.45
2017-11-06,676.0
2017-11-07,666.6
2017-11-08,655.45
2017-11-09,668.3
2017-11-10,681.5
2017-11-13,662.9
2017-11-14,661.9
2017-11-15,619.9
2017-11-16,632.9
2017-11-17,642.05
2017-11-20,635.7
2017-11-21,639.45
2017-11-22,644.3
2017-11-23,625.25
2017-11-24,597.8
2017-11-27,591.45
2017-11-28,629.9
2017-11-29,635.35
2017-11-30,656.05
2017-12-01,640.35
2017-12-04,626.3
2017-12-05,611.55
2017-12-06,609.2
2017-12-07,620.65
2017-12-08,629.95
2017-12-11,637.25
2017-12-12,628.05
2017-12-13,617.85
2017-12-14,617.35
2017-12-15,632.1
2017-12-18,623.6
2017-12-19,641.1
2017-12-20,630.55
2017-12-21,625.8
2017-12-22,627.4
2017-12-26,639.65
2017-12-27,636.8
2017-12-28,635.75
2017-12-29,654.0
