Date,MAHSCOOTER
2017-01-02,1591.85
2017-01-03,1602.45
2017-01-04,1573.2
2017-01-05,1591.7
2017-01-06,1597.35
2017-01-09,1613.45
2017-01-10,1609.2
2017-01-11,1626.95
2017-01-12,1617.95
2017-01-13,1617.95
2017-01-16,1622.15
2017-01-17,1599.8
2017-01-18,1611.25
2017-01-19,1603.6
2017-01-20,1596.4
2017-01-23,1606.65
2017-01-24,1625.65
2017-01-25,1635.25
2017-01-27,1670.1
2017-01-30,1692.9
2017-01-31,1663.55
2017-02-01,1698.2
2017-02-02,1718.4
2017-02-03,1722.3
2017-02-06,1781.85
2017-02-07,1773.0
2017-02-08,1762.4
2017-02-09,1777.7
2017-02-10,1744.6
2017-02-13,1738.6
2017-02-14,1709.45
2017-02-15,1685.05
2017-02-16,1704.7
2017-02-17,1722.0
2017-02-20,1714.5
2017-02-21,1696.95
2017-02-22,1700.9
2017-02-23,1696.05
2017-02-27,1680.1
2017-02-28,1697.05
2017-03-01,1688.4
2017-03-02,1723.3
2017-03-03,1741.95
2017-03-06,1807.7
2017-03-07,1803.65
2017-03-08,1794.95
2017-03-09,1805.75
2017-03-10,1815.55
2017-03-14,1813.1
2017-03-15,1816.25
2017-03-16,1814.6
2017-03-17,1824.0
2017-03-20,1807.7
2017-03-21,1820.7
2017-03-22,1824.7
2017-03-23,1823.8
2017-03-24,1843.15
2017-03-27,1845.6
2017-03-28,1856.55
2017-03-29,1868.75
2017-03-30,1871.95
2017-03-31,1881.15
2017-04-03,1883.3
2017-04-05,1915.1
2017-04-06,1939.4
2017-04-07,1903.3
2017-04-10,1951.05
2017-04-11,1942.55
2017-04-12,1948.95
2017-04-13,1954.8
2017-04-17,1980.15
2017-04-18,1968.6
2017-04-19,2009.15
2017-04-20,2065.45
2017-04-21,2073.5
2017-04-24,2079.05
2017-04-25,2080.75
2017-04-26,2081.4
2017-04-27,2083.55
2017-04-28,2071.4
2017-05-02,2014.25
2017-05-03,2000.85
2017-05-04,2017.3
2017-05-05,2001.5
2017-05-08,2000.55
2017-05-09,2000.15
2017-05-10,2009.7
2017-05-11,2055.35
2017-05-12,2039.85
2017-05-15,2046.8
2017-05-16,2071.9
2017-05-17,2088.8
2017-05-18,2066.65
2017-05-19,2027.0
2017-05-22,1995.1
2017-05-23,1953.8
2017-05-24,1922.3
2017-05-25,1926.85
2017-05-26,1945.1
2017-05-29,1934.6
2017-05-30,1932.0
2017-05-31,1926.9
2017-06-01,1925.95
2017-06-02,1911.55
2017-06-05,1939.0
2017-06-06,1913.15
2017-06-07,1934.75
2017-06-08,1928.05
2017-06-09,1922.55
2017-06-12,1891.6
2017-06-13,1892.5
2017-06-14,1881.5
2017-06-15,1928.6
2017-06-16,1938.05
2017-06-19,1928.0
2017-06-20,1927.95
2017-06-21,1928.55
2017-06-22,1923.25
2017-06-23,1899.35
2017-06-27,1867.4
2017-06-28,1867.6
2017-06-29,1871.4
2017-06-30,1860.1
2017-07-03,1893.45
2017-07-04,1913.15
2017-07-05,1928.7
2017-07-06,1895.6
2017-07-07,1918.35
2017-07-10,1908.5
2017-07-11,1899.8
2017-07-12,1916.75
2017-07-13,1917.25
2017-07-14,1919.0
