Date,CEATLTD
2017-01-02,1180.15
2017-01-03,1193.5
2017-01-04,1180.4
2017-01-05,1192.4
2017-01-06,1197.45
2017-01-09,1179.7
2017-01-10,1218.15
2017-01-11,1229.3
2017-01-12,1205.2
2017-01-13,1200.9
2017-01-16,1185.1
2017-01-17,1196.5
2017-01-18,1212.5
2017-01-19,1183.15
2017-01-20,1175.35
2017-01-23,1180.05
2017-01-24,1167.95
2017-01-25,1185.85
2017-01-27,1205.3
2017-01-30,1180.95
2017-01-31,1168.6
2017-02-01,1210.75
2017-02-02,1190.1
2017-02-03,1191.25
2017-02-06,1176.65
2017-02-07,1146.15
2017-02-08,1163.45
2017-02-09,1144.2
2017-02-10,1151.7
2017-02-13,1119.65
2017-02-14,1106.25
2017-02-15,1085.85
2017-02-16,1127.35
2017-02-17,1130.15
2017-02-20,1121.85
2017-02-21,1114.25
2017-02-22,1131.25
2017-02-23,1156.6
2017-02-27,1170.4
2017-02-28,1180.55
2017-03-01,1180.3
2017-03-02,1152.15
2017-03-03,1167.9
2017-03-06,1164.35
2017-03-07,1168.15
2017-03-08,1157.75
2017-03-09,1163.5
2017-03-10,1153.9
2017-03-14,1222.85
2017-03-15,1259.8
2017-03-16,1256.9
2017-03-17,1267.75
2017-03-20,1279.35
2017-03-21,1287.8
2017-03-22,1292.2
2017-03-23,1322.1
2017-03-24,1319.85
2017-03-27,1332.3
2017-03-28,1295.6
2017-03-29,1297.0
2017-03-30,1313.8
2017-03-31,1324.85
2017-04-03,1335.3
2017-04-05,1337.25
2017-04-06,1387.05
2017-04-07,1376.95
2017-04-10,1383.7
2017-04-11,1462.5
2017-04-12,1435.8
2017-04-13,1451.15
2017-04-17,1453.5
2017-04-18,1430.7
2017-04-19,1434.8
2017-04-20,1466.1
2017-04-21,1445.0
2017-04-24,1454.75
2017-04-25,1462.7
2017-04-26,1555.0
2017-04-27,1542.75
2017-04-28,1525.9
2017-05-02,1595.6
2017-05-03,1657.05
2017-05-04,1621.95
2017-05-05,1660.5
2017-05-08,1667.4
2017-05-09,1699.85
2017-05-10,1647.55
2017-05-11,1660.55
2017-05-12,1626.8
2017-05-15,1638.05
2017-05-16,1710.95
2017-05-17,1846.35
2017-05-18,1834.8
2017-05-19,1782.15
2017-05-22,1738.9
2017-05-23,1745.65
2017-05-24,1698.35
2017-05-25,1679.7
2017-05-26,1681.95
2017-05-29,1672.5
2017-05-30,1672.95
2017-05-31,1683.4
2017-06-01,1790.8
2017-06-02,1851.5
2017-06-05,1871.9
2017-06-06,1892.45
2017-06-07,1894.7
2017-06-08,1893.55
2017-06-09,1907.95
2017-06-12,1902.8
2017-06-13,1867.05
2017-06-14,1858.4
2017-06-15,1871.9
2017-06-16,1861.3
2017-06-19,1853.95
2017-06-20,1868.8
2017-06-21,1869.95
2017-06-22,1834.8
2017-06-23,1806.1
2017-06-27,1781.65
2017-06-28,1809.8
2017-06-29,1799.7
2017-06-30,1795.0
2017-07-03,1865.0
2017-07-04,1858.15
2017-07-05,1866.2
2017-07-06,1892.1
2017-07-07,1903.6
2017-07-10,1885.9
2017-07-11,1863.1
2017-07-12,1883.0
2017-07-13,1879.55
2017-07-14,1874.8
2017-07-17,1894.3
2017-07-18,1859.7
2017-07-19,1851.25
2017-07-20,1828.1
2017-07-21,1848.8
2017-07-24,1843.2
2017-07-25,1878.45
2017-07-26,1873.9
2017-07-27,1872.6
2017-07-28,1852.2
2017-07-31,1877.15
2017-08-01,1876.95
2017-08-02,1927.05
2017-08-03,1903.65
2017-08-04,1740.35
2017-08-07,1814.35
2017-08-08,1765.0
2017-08-09,1689.6
2017-08-10,1699.3
2017-08-11,1693.35
