Date,NAVNETEDUL
2017-01-02,111.65
2017-01-03,112.4
2017-01-04,119.85
2017-01-05,120.3
2017-01-06,124.0
2017-01-09,125.0
2017-01-10,128.75
2017-01-11,126.2
2017-01-12,118.8
2017-01-13,116.6
2017-01-16,117.8
2017-01-17,116.9
2017-01-18,115.4
2017-01-19,116.4
2017-01-20,123.95
2017-01-23,123.95
2017-01-24,126.85
2017-01-25,124.75
2017-01-27,125.3
2017-01-30,124.95
2017-01-31,124.05
2017-02-01,126.65
2017-02-02,130.5
2017-02-03,133.05
2017-02-06,132.15
2017-02-07,130.75
2017-02-08,133.8
2017-02-09,142.25
2017-02-10,148.5
2017-02-13,147.95
2017-02-14,144.6
2017-02-15,143.0
2017-02-16,143.9
2017-02-17,143.55
2017-02-20,140.6
2017-02-21,141.15
2017-02-22,142.5
2017-02-23,142.55
2017-02-27,143.45
2017-02-28,144.2
2017-03-01,149.5
2017-03-02,147.5
2017-03-03,144.25
2017-03-06,145.35
2017-03-07,148.4
2017-03-08,146.3
2017-03-09,145.15
2017-03-10,144.75
2017-03-14,144.5
2017-03-15,144.25
2017-03-16,144.4
2017-03-17,142.9
2017-03-20,141.9
2017-03-21,140.1
2017-03-22,140.05
2017-03-23,140.35
2017-03-24,139.05
2017-03-27,137.5
2017-03-28,151.55
2017-03-29,153.7
2017-03-30,168.75
2017-03-31,162.45
2017-04-03,166.85
2017-04-05,167.55
2017-04-06,166.65
2017-04-07,162.35
2017-04-10,162.0
2017-04-11,160.25
2017-04-12,162.05
2017-04-13,164.25
2017-04-17,163.9
2017-04-18,167.6
2017-04-19,167.15
2017-04-20,170.75
2017-04-21,169.85
2017-04-24,166.9
2017-04-25,168.75
2017-04-26,170.65
2017-04-27,170.9
2017-04-28,168.5
2017-05-02,166.55
2017-05-03,168.85
2017-05-04,169.0
2017-05-05,167.35
2017-05-08,170.25
2017-05-09,167.4
2017-05-10,164.75
2017-05-11,163.95
2017-05-12,166.6
2017-05-15,164.6
2017-05-16,166.4
2017-05-17,166.0
2017-05-18,162.45
2017-05-19,162.85
2017-05-22,160.75
2017-05-23,155.45
2017-05-24,159.2
2017-05-25,161.1
2017-05-26,168.05
2017-05-29,176.15
2017-05-30,173.15
2017-05-31,183.65
2017-06-01,180.75
2017-06-02,180.4
2017-06-05,185.1
2017-06-06,181.6
2017-06-07,187.85
2017-06-08,186.5
2017-06-09,190.05
2017-06-12,190.0
2017-06-13,188.15
2017-06-14,184.1
2017-06-15,182.5
2017-06-16,186.1
2017-06-19,186.65
2017-06-20,182.95
2017-06-21,185.2
2017-06-22,183.5
2017-06-23,177.4
2017-06-27,170.45
2017-06-28,168.45
2017-06-29,173.55
2017-06-30,179.25
2017-07-03,182.6
2017-07-04,177.5
2017-07-05,176.7
2017-07-06,176.9
2017-07-07,177.6
2017-07-10,177.45
2017-07-11,178.8
2017-07-12,175.95
2017-07-13,177.95
2017-07-14,177.05
2017-07-17,176.1
2017-07-18,178.2
2017-07-19,177.0
2017-07-20,175.0
2017-07-21,172.05
2017-07-24,168.15
2017-07-25,168.1
2017-07-26,169.65
2017-07-27,167.65
2017-07-28,169.9
2017-07-31,164.5
2017-08-01,166.9
2017-08-02,164.9
2017-08-03,162.85
2017-08-04,158.55
2017-08-07,159.6
2017-08-08,161.6
2017-08-09,159.65
2017-08-10,154.15
2017-08-11,150.95
2017-08-14,154.6
2017-08-16,157.45
2017-08-17,158.15
2017-08-18,157.1
2017-08-21,156.4
2017-08-22,155.3
2017-08-23,156.65
2017-08-24,156.2
2017-08-28,158.6
2017-08-29,161.7
2017-08-30,161.8
2017-08-31,164.3
2017-09-01,164.4
2017-09-04,164.1
2017-09-05,165.25
2017-09-06,163.1
2017-09-07,162.1
2017-09-08,161.95
2017-09-11,161.55
2017-09-12,164.9
2017-09-13,169.15
2017-09-14,170.95
2017-09-15,172.25
2017-09-18,174.85
2017-09-19,175.4
2017-09-20,175.05
2017-09-21,175.0
2017-09-22,169.2
2017-09-25,167.9
2017-09-26,166.9
2017-09-27,165.6
2017-09-28,165.25
2017-09-29,165.75
2017-10-03,161.9
2017-10-04,163.3
2017-10-05,163.15
2017-10-06,163.8
2017-10-09,165.5
2017-10-10,170.0
2017-10-11,167.7
2017-10-12,168.55
2017-10-13,169.95
2017-10-16,170.2
2017-10-17,170.0
2017-10-18,169.95
2017-10-19,168.3
2017-10-23,170.3
2017-10-24,170.1
2017-10-25,161.25
2017-10-26,164.85
2017-10-27,164.05
2017-10-30,166.0
2017-10-31,166.45
2017-11-01,165.05
2017-11-02,168.0
2017-11-03,174.35
2017-11-06,172.9
2017-11-07,169.5
2017-11-08,171.35
2017-11-09,165.25
2017-11-10,161.9
2017-11-13,160.15
2017-11-14,158.75
2017-11-15,155.35
2017-11-16,155.2
2017-11-17,158.25
2017-11-20,155.25
2017-11-21,155.85
2017-11-22,168.9
2017-11-23,166.75
2017-11-24,172.75
2017-11-27,170.65
2017-11-28,172.3
2017-11-29,171.75
2017-11-30,172.35
2017-12-01,167.8
2017-12-04,162.65
2017-12-05,159.95
2017-12-06,158.85
2017-12-07,159.8
2017-12-08,159.5
2017-12-11,158.55
2017-12-12,159.45
2017-12-13,159.45
2017-12-14,158.9
2017-12-15,159.15
2017-12-18,159.15
2017-12-19,159.7
2017-12-20,159.05
2017-12-21,158.95
2017-12-22,159.15
2017-12-26,159.0
2017-12-27,164.75
2017-12-28,162.15
2017-12-29,164.0
