Date,SMLISUZU
2017-01-02,1125.1
2017-01-03,1146.95
2017-01-04,1172.3
2017-01-05,1213.75
2017-01-06,1184.55
2017-01-09,1170.25
2017-01-10,1189.2
2017-01-11,1190.9
2017-01-12,1186.8
2017-01-13,1183.55
2017-01-16,1176.7
2017-01-17,1177.65
2017-01-18,1189.7
2017-01-19,1224.5
2017-01-20,1185.4
2017-01-23,1195.8
2017-01-24,1194.65
2017-01-25,1197.1
2017-01-27,1199.4
2017-01-30,1216.4
2017-01-31,1187.95
2017-02-01,1209.05
2017-02-02,1254.0
2017-02-03,1251.35
2017-02-06,1246.0
2017-02-07,1237.9
2017-02-08,1245.85
2017-02-09,1249.25
2017-02-10,1272.15
2017-02-13,1246.7
2017-02-14,1211.85
2017-02-15,1186.15
2017-02-16,1196.35
2017-02-17,1211.4
2017-02-20,1237.55
2017-02-21,1228.2
2017-02-22,1215.8
2017-02-23,1248.15
2017-02-27,1266.7
2017-02-28,1271.6
2017-03-01,1280.85
2017-03-02,1249.9
2017-03-03,1222.45
2017-03-06,1224.1
2017-03-07,1236.2
2017-03-08,1232.95
2017-03-09,1228.65
2017-03-10,1219.35
2017-03-14,1227.6
2017-03-15,1227.2
2017-03-16,1255.3
2017-03-17,1238.65
2017-03-20,1245.45
2017-03-21,1230.05
2017-03-22,1222.45
2017-03-23,1238.75
2017-03-24,1234.9
2017-03-27,1242.65
2017-03-28,1251.35
2017-03-29,1238.55
2017-03-30,1252.6
2017-03-31,1289.55
2017-04-03,1348.05
2017-04-05,1320.15
2017-04-06,1315.95
2017-04-07,1305.3
2017-04-10,1328.6
2017-04-11,1330.3
2017-04-12,1316.7
2017-04-13,1327.55
2017-04-17,1316.0
2017-04-18,1302.95
2017-04-19,1303.05
2017-04-20,1310.8
2017-04-21,1328.9
2017-04-24,1367.25
2017-04-25,1341.95
2017-04-26,1334.9
2017-04-27,1338.45
2017-04-28,1327.2
2017-05-02,1305.7
2017-05-03,1323.8
2017-05-04,1325.0
2017-05-05,1322.15
2017-05-08,1329.4
2017-05-09,1336.75
2017-05-10,1350.3
2017-05-11,1329.6
2017-05-12,1312.6
2017-05-15,1320.3
2017-05-16,1311.55
2017-05-17,1307.1
2017-05-18,1283.75
2017-05-19,1271.65
2017-05-22,1272.25
2017-05-23,1281.1
2017-05-24,1255.9
2017-05-25,1228.35
2017-05-26,1278.5
2017-05-29,1274.05
2017-05-30,1255.25
2017-05-31,1266.55
2017-06-01,1257.85
2017-06-02,1237.2
2017-06-05,1226.75
2017-06-06,1197.85
2017-06-07,1199.5
2017-06-08,1190.6
2017-06-09,1187.25
2017-06-12,1186.05
2017-06-13,1182.5
2017-06-14,1206.05
2017-06-15,1198.65
2017-06-16,1220.4
2017-06-19,1228.55
2017-06-20,1205.25
2017-06-21,1221.1
2017-06-22,1240.7
2017-06-23,1235.95
2017-06-27,1232.4
2017-06-28,1238.5
2017-06-29,1235.5
2017-06-30,1208.25
2017-07-03,1212.3
2017-07-04,1205.3
2017-07-05,1201.75
2017-07-06,1201.15
2017-07-07,1190.35
2017-07-10,1193.75
2017-07-11,1185.95
2017-07-12,1200.95
2017-07-13,1193.1
2017-07-14,1198.95
2017-07-17,1190.95
2017-07-18,1178.0
2017-07-19,1176.5
2017-07-20,1171.85
2017-07-21,1150.95
2017-07-24,1139.55
2017-07-25,1132.25
2017-07-26,1147.05
2017-07-27,1139.6
2017-07-28,1134.15
2017-07-31,1125.9
2017-08-01,1116.65
2017-08-02,1054.25
2017-08-03,1024.8
2017-08-04,982.15
2017-08-07,998.9
2017-08-08,995.0
2017-08-09,986.85
2017-08-10,959.35
2017-08-11,959.0
2017-08-14,950.4
2017-08-16,945.75
2017-08-17,951.5
2017-08-18,948.2
2017-08-21,931.2
2017-08-22,924.1
2017-08-23,920.85
2017-08-24,924.6
2017-08-28,983.95
2017-08-29,966.7
2017-08-30,981.9
2017-08-31,963.55
2017-09-01,944.9
2017-09-04,943.05
2017-09-05,940.1
2017-09-06,941.45
2017-09-07,945.1
2017-09-08,932.6
2017-09-11,912.95
2017-09-12,907.1
2017-09-13,957.25
2017-09-14,962.95
2017-09-15,965.1
2017-09-18,940.75
2017-09-19,933.05
2017-09-20,933.95
2017-09-21,926.15
2017-09-22,917.8
2017-09-25,889.15
2017-09-26,895.15
2017-09-27,885.65
2017-09-28,884.75
2017-09-29,883.6
2017-10-03,924.35
2017-10-04,934.2
2017-10-05,936.35
2017-10-06,930.6
2017-10-09,956.35
2017-10-10,962.75
2017-10-11,963.2
2017-10-12,963.2
2017-10-13,974.05
2017-10-16,981.45
2017-10-17,976.9
2017-10-18,963.4
2017-10-19,977.65
2017-10-23,962.1
2017-10-24,965.3
2017-10-25,968.15
2017-10-26,965.2
2017-10-27,970.0
2017-10-30,1035.4
2017-10-31,1071.15
2017-11-01,992.05
2017-11-02,976.65
2017-11-03,958.55
2017-11-06,956.15
2017-11-07,947.1
2017-11-08,943.4
2017-11-09,930.6
2017-11-10,908.2
2017-11-13,893.55
2017-11-14,911.2
2017-11-15,895.4
2017-11-16,906.05
2017-11-17,908.8
2017-11-20,908.95
2017-11-21,909.2
2017-11-22,903.8
2017-11-23,901.65
2017-11-24,913.35
2017-11-27,911.65
2017-11-28,910.6
2017-11-29,914.25
2017-11-30,915.85
2017-12-01,917.2
2017-12-04,882.2
2017-12-05,875.45
2017-12-06,874.6
2017-12-07,877.6
2017-12-08,875.75
2017-12-11,857.8
2017-12-12,839.85
2017-12-13,844.75
2017-12-14,846.0
2017-12-15,842.6
2017-12-18,846.55
2017-12-19,883.25
2017-12-20,890.0
2017-12-21,899.3
2017-12-22,919.2
2017-12-26,917.85
2017-12-27,905.25
2017-12-28,905.05
2017-12-29,912.55
